Vv_m2,2000,1000,VIT_09s0002g01080
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
93,VIT_18s0001g01960,1435,0.6959,RKF3 (receptor-like kinase IN in flowers 3),,,,
94,VIT_04s0008g05510,1438,0.6954,SYNC1 protein  related,,,,
95,VIT_09s0018g01660,1430,0.6912,Biopterin transport-related protein BT1,BIOPTERIN,,vv50125Porters_cat_66_to_94,
96,VIT_02s0033g01030,1420,0.6873,Anthraniloyal-CoA: methanol anthraniloyal transferase,AMAT,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
97,VIT_05s0020g04120,1406,0.6825,DnaJ homolog  subfamily A  member 1,K09502,,vv50132Primary_active_transporter_cat_A5_to_A8,
98,VIT_08s0040g01920,1402,0.6779,Crinkly4,,,,
99,VIT_18s0001g03960,1394,0.6747,Mekk1,K04416,,vv24120Ubiquitin_mediated_proteolysis,vv34626Plant-pathogen_interaction
100,VIT_07s0005g00820,1387,0.6730,AP2-like ethylene-responsive transcription factor,AP2_3,VvERF057,vv30008Ethylene_signaling,vv60003AP2_EREBP
101,VIT_00s0463g00030,1387,0.6710,Ca2+-transporting ATPase type 2 isoform 8,K01537,,vv34020Calcium_signaling_pathway,vv50131Primary_active_transporter_cat_A2_to_A4
102,VIT_18s0001g12120,1375,0.6643,G-box binding factor 1 (GBF1),GBF1_2,VvbZIP46,vv50110Protein_coat,vv60012BZIP
103,VIT_17s0000g10020,1372,0.6638,1 3-beta-glucan synthase,E2_4_1_34,,vv10500Starch_and_sucrose_metabolism,
104,VIT_16s0013g01920,1367,0.6601,Ser/Thr protein kinase,,,,
105,VIT_12s0057g00930,1329,0.6492,Hydroxycinnamoyl-CoA:shikimate hydroxycinnamoyltransferase,E2_3_1_133,,vv10940Phenylpropanoid_biosynthesis,
106,VIT_01s0127g00700,1333,0.6452,Unknown protein,,,,
107,VIT_18s0001g11900,1328,0.6437,GNS1/SUR4 membrane,,,,
108,VIT_11s0052g00100,1318,0.6404,Basic helix-loop-helix (bHLH) family,BHLHDOM_7,,vv60011BHLH,
109,VIT_10s0003g00370,1314,0.6357,Guanylate-binding,E3_6_5_1,,,
110,VIT_12s0028g02490,1324,0.6347,No hit,,,,
111,VIT_16s0100g00380,1307,0.6299,DREB sub A-1 of ERF/AP2 transcription factor (CBF4),DREB1A_1,VvERF022,vv30008Ethylene_signaling,vv60003AP2_EREBP
112,VIT_15s0024g01170,1297,0.6278,No hit,,,,
113,VIT_19s0090g01740,1303,0.6264,Scarecrow transcription factor 5 (SCL5),SCL5_1,,vv60032GRAS,
114,VIT_14s0006g02950,1286,0.6255,Lateral organ boundaries protein 41,LBD41_2,,vv60007AS2,
115,VIT_17s0000g03510,1303,0.6252,Serine/threonine kinase BRLK,,,,
116,VIT_06s0061g01470,1289,0.6251,ABC transporter G member 22,ABCG22,,vv52010ABC_transporters,
117,VIT_04s0008g00820,1286,0.6219,KH domain-containing protein,,,,
118,VIT_03s0063g00480,1272,0.6190,DEM2,,,,
119,VIT_01s0011g05030,1282,0.6166,Unknown protein,,,,
120,VIT_08s0058g00690,1261,0.6139,WRKY DNA-binding protein 33,WRKY33_3,VvWRKY24,vv34626Plant-pathogen_interaction,vv60066WRKY
121,VIT_10s0042g01150,1276,0.6099,ARGONAUTE 2 (AGO2),,,,
122,VIT_08s0007g08740,1271,0.6073,No hit,,,,
123,VIT_14s0068g00130<br>VIT_14s0068g00110<br>VIT_14s0068g00120,1245,0.6017,
124,VIT_03s0097g00570,1248,0.6017,Bromodomain containing protein,,,,
125,VIT_18s0122g00780,1234,0.5984,Inorganic phosphate transporter,PHT1_9,,vv50121Porters_cat_1_to_6,
126,VIT_00s0691g00010,1231,0.5970,Calcium-transporting ATPase 13 ACA13,K01537,,vv34020Calcium_signaling_pathway,vv50131Primary_active_transporter_cat_A2_to_A4
127,VIT_06s0080g00090,1235,0.5955,CYP94A1,,,,
128,VIT_00s0463g00020,1222,0.5918,Scarecrow transcription factor 5 (SCL5),SCL5_2,,vv60032GRAS,
129,VIT_05s0020g03510,1213,0.5883,P-P-bond-hydrolysis-driven protein transmembrane transporter,K03073,,vv23060Protein_export,vv50113Thylakoid_targeting_pathway
130,VIT_07s0005g04020,1216,0.5835,Leucine Rich Repeat receptor-like kinase,,,,
131,VIT_02s0025g00170,1199,0.5826,No hit,,,,
132,VIT_07s0031g02610,1200,0.5792,NAC domain containing protein 2,NAC2_6,VvNAC39,vv60046NAC,
133,VIT_09s0002g00990,1188,0.5781,Triacylglycerol lipase,E3_1_1_3,,vv10561Glycerolipid_metabolism,
134,VIT_06s0004g02810,1191,0.5773,DsRNA-binding protein 2 (DRB2),,,,
135,VIT_05s0102g01120,1183,0.5768,BZIP transcription factor  putative (bZIP69),BZIP69,VvbZIP16,vv60012BZIP,
136,VIT_06s0004g07840,1187,0.5762,Endo/excinuclease,,,,
137,VIT_04s0008g02520,1186,0.5738,ATP binding protein,,,,
138,VIT_00s0397g00050,1180,0.5706,Disease resistance family protein,,,,
139,VIT_05s0020g04560,1168,0.5673,Armadillo/beta-catenin repeat protein / U-box domain-containing protein,,,,
140,VIT_17s0000g09350,1169,0.5669,Dehydration-induced 19,,,,
141,VIT_06s0004g03540,1168,0.5634,MAPK (MPK3),MPK3,,vv30008Ethylene_signaling,vv34626Plant-pathogen_interaction
142,VIT_04s0008g02510,1158,0.5602,Receptor kinase homolog LRK10,,,,
143,VIT_03s0038g01650,1156,0.5576,ABA-responsive protein (HVA22a),HVA22A,,vv30001ABA_signaling,
144,VIT_03s0063g00150,1153,0.5573,Unknown protein,,,,
145,VIT_18s0001g06240,1156,0.5566,R protein L6,K13477,,vv34627R_proteins_from_Plant-pathogen_interaction,
146,VIT_05s0049g01430,1139,0.5518,EDA6/MEE37 (embryo sac development arrest 6),,,,
147,VIT_02s0025g03320,1122,0.5441,CYP86A2,,,,
148,VIT_18s0086g00210,1126,0.5421,S-locus receptor protein kinase,,,,
149,VIT_18s0001g10730,1115,0.5394,Unknown protein,,,,
150,VIT_14s0068g01210,1114,0.5392,Sex determination protein tasselseed-2,,,,
151,VIT_07s0031g00530,1081,0.5222,MAPKKK21,,,,
152,VIT_14s0108g00090,1062,0.5138,Cupin  RmlC-type,,,,
153,VIT_19s0014g04940,1049,0.5107,Chitin-inducible gibberellin-responsive protein 1,CIGR1,,vv30010Gibberellin_signaling,vv60032GRAS
154,VIT_04s0023g03200,1050,0.5080,Peptide methionine sulfoxide reductase,E1_8_4_12,,vv10240Pyrimidine_metabolism,
155,VIT_12s0028g01850,1046,0.5046,Receptor kinase TRKe,,,,
156,VIT_06s0004g01370,1047,0.5036,Lipoyltransferase,E2_3_1_181,,vv10061Fatty_acid_biosynthesis,
157,VIT_12s0034g02350,1049,0.5029,R protein disease resistance protein,RPROT,,vv34627R_proteins_from_Plant-pathogen_interaction,
158,VIT_15s0021g00520,1036,0.5019,Transposon protein,,,,
159,VIT_14s0068g00090,1037,0.5007,feronia receptor-like kinase,,,,
160,VIT_01s0011g05970,1035,0.4981,Heat stress transcription factor A-8,HSFA8,,vv60037HSF,
161,VIT_09s0002g00420,1025,0.4971,Senescence-associated protein,,,,
162,VIT_13s0019g00080,1028,0.4959,Unknown protein,,,,
163,VIT_01s0026g00880,1021,0.4954,Transducin protein,,,,
164,VIT_19s0177g00220,1024,0.4952,Electron transfer flavoprotein alpha subunit,K03522,,,
165,VIT_12s0028g02320,1010,0.4927,Pentatricopeptide (PPR) repeat-containing,,,,
166,VIT_04s0069g01060,1013,0.4910,DNA-binding protein PD3  chloroplast,JMJD1B_1,,vv60038Jumonji,
167,VIT_16s0050g02120,1011,0.4886,HcrVf3 protein,,,,
168,VIT_11s0052g01710,1007,0.4862,Xylose isomerase,E5_3_1_5,,vv10040Pentose_glucuronate_interconversion,vv10051Fructose_and_mannose_metabolism
169,VIT_08s0007g01690,1010,0.4849,Phosphate translocator protein2  Plastidic,PTL2,,vv50122Porters_cat_7_to_17,
170,VIT_06s0004g06860,1001,0.4847,Clathrin heavy chain,K04646,,vv50110Protein_coat,
171,VIT_11s0016g04050,992,0.4820,No hit,,,,
172,VIT_06s0004g04010,998,0.4800,Exocyst subunit EXO70 H7,EXO70H7,,vv50111Tethering_factors,
173,VIT_04s0023g01130,989,0.4796,E3 ubiquitin-protein ligase RNF5,K10666_155,,vv24141Protein_processing_in_endoplasmic_reticulum,vv60078Other_zf-C3HC4
174,VIT_06s0004g00290,990,0.4753,Ent-kaurenoic acid 13-hydroxylase,E1_14_13_79,,vv10904Diterpenoid_biosynthesis,
175,VIT_08s0058g00150,977,0.4727,Ammonium transporter 2,AMT2,,vv50101Channels_and_pores,
176,VIT_13s0019g03760,977,0.4727,Lateral organ boundaries protein 11,LBD11_5,,vv60007AS2,
177,VIT_19s0014g05430,966,0.4683,NDR1 (non race-specific disease resistance),,,,
178,VIT_06s0009g03210,963,0.4659,Pentatricopeptide (PPR) repeat-containing protein,,,,
179,VIT_03s0017g00650,960,0.4656,GTP cyclohydrolase II,E3_5_4_25,,vv10740Riboflavin_metabolism,
180,VIT_08s0007g04180,946,0.4570,Retrotransposon protein  Ty1-copia subclass,,,,
181,VIT_18s0001g00210,936,0.4517,Cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG5,LOG5,,vv10908Zeatin_biosynthesis,
182,VIT_18s0001g13610,929,0.4508,Abhydrolase domain-containing protein 5,,,,
183,VIT_05s0077g01970,918,0.4433,Zinc finger (C3HC4-type ring finger),ZFC3HC4_64,,vv60078Other_zf-C3HC4,
184,VIT_14s0036g00420,902,0.4387,Phosphoenolpyruvate carboxylase kinase,E4_1_1_49,,vv10020Citrate_cycle,vv10620Pyruvate_metabolism
185,VIT_06s0080g01090,903,0.4379,CCR4-NOT transcription complex subunit 7/8,K12581,,vv23018RNA_degradation,
186,VIT_09s0018g01980,893,0.4337,Unknown,,,,
187,VIT_17s0000g09710,887,0.4289,Leucine-rich repeat transmembrane protein kinase,,,,
188,VIT_05s0020g04330<br>VIT_05s0020g04300,883,0.4249,
189,VIT_09s0002g04760,877,0.4245,SNF1-related protein kinase regulatory subunit beta-2 (AKIN beta-2),K08800,,,
190,VIT_12s0028g00250,867,0.4199,Isoprenylcysteine carboxyl methyltransferase,E2_1_1_100,,vv10271Methionine_metabolism,
191,VIT_13s0084g00130,862,0.4168,CXE carboxylesterase,E3_1_1_1,,,
192,VIT_08s0058g01100,858,0.4145,Armadillo/beta-catenin repeat / U-box domain-containing protein,,,,
193,VIT_02s0025g00140,864,0.4138,Ring-H2 zinc finger protein RHA1b,,,,
194,VIT_06s0004g02630,848,0.4117,Zinc finger (C3HC4-type ring finger),ZFC3HC4,,,
195,VIT_06s0080g00780,853,0.4111,NAC domain containing protein 90,NAC090_3,VvNAC74,vv60046NAC,
196,VIT_14s0066g02350,850,0.4102,Galactinol synthase,E2_4_1_123,,vv10052Galactose_metabolism,
197,VIT_07s0104g00660,846,0.4097,2OG-Fe(II) oxygenase,,,,
198,VIT_02s0025g04170,845,0.4082,Heat shock transcription factor B2B,HSFB2B,,vv60037HSF,
199,VIT_07s0031g00720,844,0.4069,Ethylene-responsive transcription factor ERF109,ERF109_3,VvERF116,vv30008Ethylene_signaling,vv60003AP2_EREBP
200,VIT_18s0072g01090,843,0.4067,TIR-NBS-LRR type R protein 7,,,,
201,VIT_04s0044g01270,831,0.4034,Calcineurin phosphoesterase,,,,
202,VIT_11s0149g00150,830,0.4023,No hit,,,,
203,VIT_06s0004g07440,826,0.3994,Exocyst subunit EXO70 family protein B1,EXO70B1,,vv50111Tethering_factors,
204,VIT_19s0015g00080,827,0.3987,CyP71D11,E1_14_13_73,,vv10902Monoterpenoid_biosynthesis,
205,VIT_11s0016g01950,826,0.3981,Casein kinase I delta,K02218,,vv23008Ribosome_biogenesis_in_Eukaryotes,
206,VIT_09s0002g00890,814,0.3950,Jasmonate ZIM-domain protein 1,JAZ1_2,,vv30011Jasmonate_signaling,vv60069ZIM
207,VIT_02s0025g00710,808,0.3903,Loricrin,K10385,,,
208,VIT_04s0008g01110,805,0.3893,Heat shock transcription factor A6B,HSFA6B_2,,vv60037HSF,
209,VIT_00s0187g00120,798,0.3879,Cystatin,,,,
210,VIT_02s0025g04130,803,0.3862,Rhomboid ATRBL2,,,,
211,VIT_14s0066g02470,797,0.3854,Unknown protein,,,,
212,VIT_01s0011g05830,792,0.3847,ARR1 typeB,ARR1_1,,vv30007Cytokinin_signaling,vv60006ARR-B
213,VIT_14s0066g02360,791,0.3810,Seed maturation protein PM23,,,,
214,VIT_11s0037g00600,781,0.3802,Calcium-binding EF hand,,,,
215,VIT_07s0151g00510,789,0.3801,GCN5 N-acetyltransferase (GNAT),GCN5_22,,vv60082GNAT,
216,VIT_19s0015g00320,787,0.3796,KCO1 (two pore K channel),K05389_KCO1,,vv50101Channels_and_pores,
217,VIT_08s0058g01160,779,0.3763,No hit,,,,
218,VIT_15s0045g00070,786,0.3757,Aminopeptidase,,,,
219,VIT_12s0028g03900,778,0.3757,No hit,,,,
220,VIT_18s0164g00040,767,0.3721,Unknown protein,,,,
221,VIT_02s0033g01050,769,0.3719,Anthraniloyal-CoA: methanol anthraniloyal transferase,AMAT,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
222,VIT_08s0058g01390,770,0.3714,WRKY DNA-binding protein 70,WRKY70_2,VvWRKY25,vv60066WRKY,
223,VIT_15s0046g02550,762,0.3694,Gibberellin 20-oxidase,E1_14_11_12,,vv10904Diterpenoid_biosynthesis,
224,VIT_04s0069g00920,762,0.3672,WRKY DNA-binding protein 11,WRKY11_2,VvWRKY10,vv60066WRKY,
225,VIT_03s0038g01180<br>VIT_03s0038g01260,760,0.3666,
226,VIT_09s0054g00800,749,0.3639,Unknown protein,,,,
227,VIT_01s0011g02460,747,0.3624,Receptor protein kinase PERK1,,,,
228,VIT_01s0127g00160,744,0.3613,Cysteine-rich receptor-like protein kinase 2,,,,
229,VIT_05s0077g00030,746,0.3600,Ammonium transporter 1  member 1 (AMT1.1),AMT1_1,,vv50101Channels_and_pores,
230,VIT_11s0016g05340,734,0.3542,Ethylene-responsive transcription factor SHINE 3,SHINE3_2,VvERF043,vv30008Ethylene_signaling,vv60003AP2_EREBP
231,VIT_01s0011g05470,730,0.3516,PGPS/D12,,,,
232,VIT_18s0001g15150,717,0.3498,Unknown protein,,,,
233,VIT_01s0011g06460,723,0.3494,Deoxymugineic acid synthase,DMAS,,vv10271Methionine_metabolism,
234,VIT_03s0017g01000,718,0.3489,Amine oxidase,E1_4_3_4,,vv10220Urea_cycle_and_metabolism_of_amino_groups,vv10340Histidine_metabolism
235,VIT_14s0219g00170,714,0.3466,Zinc finger (CCCH-type) family protein,CCCHFAM_19,,vv60018C3H,
236,VIT_00s0181g00080,714,0.3446,F-box domain containing protein,,,,
237,VIT_10s0003g04210<br>VIT_10s0003g04230,710,0.3413,
238,VIT_18s0001g06230,699,0.3377,No hit,,,,
239,VIT_10s0003g03790,703,0.3368,Jasmonate ZIM domain-containing protein 8,JAZ8_2,,vv30011Jasmonate_signaling,vv60069ZIM
240,VIT_05s0077g01700,691,0.3349,Copper-binding family protein,,,,
241,VIT_13s0019g04390,693,0.3340,GATA transcription factor 10,BME3_ZF_1,,vv10904Diterpenoid_biosynthesis,vv60016C2C2-GATA
242,VIT_01s0011g01220,693,0.3338,Unusual floral organs (UFO),UFO,,vv30009Flower_development,
243,VIT_11s0016g03810,686,0.3327,Unknown protein,,,,
244,VIT_16s0050g01980,675,0.3285,EIX receptor 2,,,,
245,VIT_13s0158g00410,674,0.3250,Nucleic acid binding,,,,
246,VIT_06s0004g05090,673,0.3247,Zinc finger (C3HC4-type ring finger),ZFC3HC4_169,,vv60078Other_zf-C3HC4,
247,VIT_13s0067g01120,676,0.3236,Omega-3 fatty acid desaturase  chloroplast  temperature-sensitive (FAD8),K10257,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
248,VIT_10s0003g02480,661,0.3204,Xyloglucan endotransglycosylase/hydrolase precursor XTH-21,E2_4_1_207,,vv40006Cell_wall,
249,VIT_16s0039g02040,655,0.3187,4-coumarate-CoA ligase 3,E6_2_1_12,,vv10940Phenylpropanoid_biosynthesis,vv50104Group_translocators
250,VIT_10s0003g01810,655,0.3175,No hit,,,,
251,VIT_06s0004g03620,657,0.3174,MAPK MPK13,MPK13,,,
252,VIT_08s0007g00930,658,0.3168,Regulator of chromosome condensation (RCC1),RCC1,,vv50112Nuclear_pore_complex,
253,VIT_11s0037g00100,655,0.3161,CCR4-NOT transcription complex subunit 7/8,K12581,,vv23018RNA_degradation,
254,VIT_07s0005g04750,647,0.3156,Unknown protein,,,,
255,VIT_14s0006g01090,649,0.3150,ADP-ribosylation factor-like A1A,ARLA1A,,,
256,VIT_03s0091g00210,648,0.3130,Ethylene-responsive protein,ERUNK_4,,vv30008Ethylene_signaling,vv60011BHLH
257,VIT_15s0046g02270,644,0.3123,Unknown protein,,,,
258,VIT_01s0010g01800,646,0.3116,Pentatricopeptide (PPR) repeat-containing protein,,,,
259,VIT_10s0003g05280,641,0.3098,No hit,,,,
260,VIT_16s0022g00510,635,0.3080,Heat shock 22 kDa protein,,,,
261,VIT_13s0019g00220,642,0.3073,Flowering Locus Y FY,FY,,vv30009Flower_development,
262,VIT_01s0011g03370,635,0.3069,Agenet domain-containing protein,,,,
263,VIT_03s0091g00310,638,0.3053,Indole-3-acetic acid-amido synthetase GH3.8,AUXINBIOSYNTHESIS_GH3,,vv11002Auxin_biosynthesis,
