Vv_m2,2000,1000,VIT_05s0020g03170
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
55,VIT_14s0066g01850,1603,0.7725,Peroxidase,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
56,VIT_06s0004g03440,1588,0.7705,Ulp1 protease,,,,
57,VIT_08s0007g07550,1584,0.7689,GATA transcription factor 11,GAT11_3,,vv60016C2C2-GATA,
58,VIT_12s0028g01640,1589,0.7684,S-receptor kinase,,,,
59,VIT_00s0285g00050<br>VIT_16s0013g01380<br>VIT_07s0104g00140,1595,0.7650,
60,VIT_08s0058g00490,1573,0.7647,Unknown protein,,,,
61,VIT_14s0006g02140,1562,0.7571,Cis-zeatin O-beta-D-glucosyltransferase,E2_4_1_215,,vv10908Zeatin_biosynthesis,
62,VIT_12s0028g00040,1552,0.7545,Unknown protein,,,,
63,VIT_09s0002g06210,1545,0.7507,RPS5 (resistant to p. syringae 5),K13460,,vv34627R_proteins_from_Plant-pathogen_interaction,
64,VIT_11s0016g00130,1551,0.7504,Omega-6 fatty acid desaturase  chloroplast (FAD6) (FADC),K10255,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
65,VIT_02s0154g00080,1537,0.7425,Multi-copper oxidase (SKU5),SKU5,,vv50109Incompletely_characterized_transport_systems,
66,VIT_18s0001g13570,1533,0.7374,Calcium ion binding protein,,,,
67,VIT_14s0083g00690,1520,0.7368,Glycosyl transferase family 8 protein,,,,
68,VIT_14s0066g01920,1510,0.7319,Cellular repressor of E1A-stimulated genes (CREG),,,,
69,VIT_03s0038g01460,1500,0.7278,Chalcone synthase,E2_3_1_74,,vv10941Flavonoid_biosynthesis,
70,VIT_13s0084g00630,1508,0.7260,Unknown protein,,,,
71,VIT_08s0032g01110,1483,0.7130,Axial regulator YABBY2,YABBY2_2,,vv60019C2C2-YABBY,
72,VIT_07s0031g00230,1476,0.7120,E3 ubiquitin-protein ligase MARCH6,K10661_175,,vv24141Protein_processing_in_endoplasmic_reticulum,vv60078Other_zf-C3HC4
73,VIT_18s0122g00330,1471,0.7093,Unknown protein,,,,
74,VIT_15s0046g00120,1467,0.7056,Unknown protein,,,,
75,VIT_07s0104g00870,1457,0.7035,WD40,,,,
76,VIT_01s0010g02100,1441,0.6988,Indeterminate(ID)-domain 5,IDD5_1,,vv60017C2H2,
77,VIT_16s0039g00490,1445,0.6917,Unknown protein,,,,
78,VIT_05s0124g00060,1426,0.6906,Pentatricopeptide (PPR) repeat-containing,,,,
79,VIT_01s0011g01940,1419,0.6878,Unknown protein,,,,
80,VIT_03s0063g00030,1414,0.6847,Unknown protein,,,,
81,VIT_04s0044g01720,1424,0.6843,Unknown protein,,,,
82,VIT_08s0040g02440,1419,0.6825,PWWP domain-containing protein,,,,
83,VIT_15s0048g01770,1401,0.6781,Unknown,,,,
84,VIT_00s0817g00010,1386,0.6718,Hydrolase,,,,
85,VIT_13s0320g00060,1390,0.6708,Carboxyl-terminal peptidase,,,,
86,VIT_02s0033g00900,1375,0.6681,Unc51-like kinase,K08269,,vv44140Regulation_of_autophagy,vv34150mTOR_signaling_pathway
87,VIT_00s0271g00030<br>VIT_00s0271g00060,1377,0.6652,
88,VIT_08s0056g00110,1339,0.6453,Emp24/gp25L/p24,EMP24,,vv50110Protein_coat,
89,VIT_14s0083g00110,1327,0.6386,Allene oxide cyclase,E5_3_99_6,,vv10592alpha-Linolenic_acid_metabolism,
90,VIT_17s0000g09750,1315,0.6368,Transducin protein,,,,
91,VIT_11s0016g00190,1290,0.6226,Transcription factor,,,,
92,VIT_12s0055g00490,1279,0.6188,Accumulation and replication of chloroplast 5,ARC5,,vv44110Cell_cycle,vv50109Incompletely_characterized_transport_systems
93,VIT_12s0057g01020,1265,0.6174,fasciclin-like arabinogalactan protein FLA2,FLA2,,vv40006Cell_wall,
94,VIT_03s0063g00010,1258,0.6086,LRX2 (leucine-rich repeat/extensin 2),EXTENSIN,,vv40006Cell_wall,
95,VIT_18s0001g13970,1246,0.6049,Myosin-related,MYOSINR,,vv44810Regulation_of_actin_cytoskeleton,
96,VIT_04s0008g05770,1247,0.6048,CBL-interacting protein kinase 25 (CIPK25),,,,
97,VIT_08s0040g03270,1235,0.5989,E3 ubiquitin-protein ligase TRIP12,K10590,,vv24120Ubiquitin_mediated_proteolysis,
98,VIT_09s0002g04880,1237,0.5970,Glycosyl transferase family 1 protein,,,,
99,VIT_15s0048g02120,1241,0.5969,Myb domain protein 3R2,MYB3R2,,vv60044MYB,
100,VIT_01s0150g00210,1225,0.5932,CYP51A,E1_14_13_70,,vv10100Biosynthesis_of_steroids,
101,VIT_01s0026g00880,1221,0.5921,Transducin protein,,,,
102,VIT_03s0063g02360<br>VIT_03s0063g02380,1214,0.5908,
103,VIT_08s0007g03670,1225,0.5906,Lipase GDSL,,,,
104,VIT_15s0048g01880,1217,0.5879,Armadillo/beta-catenin repeat,,,,
105,VIT_18s0001g10720,1213,0.5877,Dihydroflavonal-4-reductase,E1_1_1_219,,vv10941Flavonoid_biosynthesis,
106,VIT_17s0000g08900,1215,0.5872,LRR receptor-like kinase 2,,,,
107,VIT_18s0072g01150,1208,0.5870,Erythroid differentiation factor 1,,,,
108,VIT_05s0020g01940,1209,0.5866,No hit,,,,
109,VIT_00s0780g00020,1205,0.5833,Glucan endo-1 3-beta-glucosidase 5 precursor,E3_2_1_39,,vv10500Starch_and_sucrose_metabolism,
110,VIT_15s0046g03700,1201,0.5830,3-beta hydroxysteroid dehydrogenase,E1_1_1_145,,vv10140C21-Steroid_hormone_metabolism,
111,VIT_04s0023g02010,1201,0.5794,Hydrolase  alpha/beta fold,,,,
112,VIT_12s0035g00700,1188,0.5759,Unknown protein,,,,
113,VIT_14s0006g01240,1190,0.5757,Protein kinase beta-1 subunit 5'-AMP-activated,K07199,,vv10061Fatty_acid_biosynthesis,vv10620Pyruvate_metabolism
114,VIT_10s0071g01150,1190,0.5746,Katanin p80 (WD repeat containing) subunit B 1,KATANINP80B1,,vv44810Regulation_of_actin_cytoskeleton,
115,VIT_08s0007g04970,1181,0.5719,Pentatricopeptide (PPR) repeat-containing,,,,
116,VIT_03s0038g03660,1170,0.5677,Armadillo/beta-catenin repeat protein / U-box domain-containing,,,,
117,VIT_14s0219g00110,1165,0.5653,Unknown protein,,,,
118,VIT_10s0003g01390,1161,0.5652,Cupin  RmlC-type,,,,
119,VIT_14s0128g00710,1160,0.5601,Mannosylglycoprotein endo-beta-mannosidase,E3_2_1_78,,vv10051Fructose_and_mannose_metabolism,
120,VIT_06s0061g01310,1161,0.5592,Nucleobase-ascorbate transporter 12 (NAT12),NAT12,,vv50124Porters_cat_30_to_64,
121,VIT_14s0068g00710,1140,0.5531,DEAD/DEAH box helicase,DEADBOX,,vv23040Spliceosome,vv50133Primary_active_transporter_cat_A9_to_A18
122,VIT_07s0005g03680,1141,0.5512,CCR4-NOT complex subunit CAF16,K12608,,vv23018RNA_degradation,vv52010ABC_transporters
123,VIT_13s0019g03630,1130,0.5451,Unknown,,,,
124,VIT_15s0021g01860,1115,0.5402,Unknown protein,,,,
125,VIT_00s0125g00190,1119,0.5398,Potassium transporter (KUP1),KUP1,,vv50125Porters_cat_66_to_94,
126,VIT_17s0000g08800,1115,0.5394,No hit,,,,
127,VIT_04s0008g03770,1111,0.5372,Aspartate aminotransferase P1,E2_6_1_1,vv10710Carbon_fixation,vv10252Alanine_and_aspartate_metabolism,vv10272Cysteine_metabolism
128,VIT_18s0117g00160,1114,0.5364,Pentatricopeptide (PPR) repeat-containing protein,,,,
129,VIT_06s0061g01380,1106,0.5356,Pop3 peptide,,,,
130,VIT_17s0000g03130,1081,0.5248,Unknown protein,,,,
131,VIT_18s0001g05710,1085,0.5234,Hydrolase  alpha/beta fold,,,,
132,VIT_07s0031g01960,1073,0.5184,Zinc finger (DHHC type),ZFDHHC_10,,vv60079Other_zf-DHHC,
133,VIT_12s0059g00770,1066,0.5157,Monocopper oxidase SKS5 (SKU5 Similar 5),SKS5,,vv50109Incompletely_characterized_transport_systems,
134,VIT_04s0023g01480,1060,0.5126,Dimethylaniline monooxygenase  N-oxide-forming,E1_14_13_8,,vv11000Single_reactions,
135,VIT_15s0046g02130,1046,0.5073,EMB3001 (embryo defective 3001),,,,
136,VIT_17s0053g00380,1052,0.5070,Metal-nicotianamine transporter YSL7,YSL7,,vv50125Porters_cat_66_to_94,
137,VIT_16s0022g00070,1037,0.5036,No hit,,,,
138,VIT_00s2594g00010,1040,0.5029,Receptor protein kinase,,,,
139,VIT_04s0008g05540,1025,0.4995,Clathrin assembly protein 2,CAP2,,vv50110Protein_coat,
140,VIT_13s0067g01450,1036,0.4981,Lateral organ boundaries domain 21,LBD21,,vv60007AS2,
141,VIT_06s0080g00250,1035,0.4978,Sialyltransferase,E2_4_99_10,,vv10602Glycosphingolipid_biosynthesis,
142,VIT_10s0003g00350,1017,0.4932,NAC domain-containing protein 73,NAC073_1,VvNAC37,vv60046NAC,
143,VIT_01s0146g00100,1015,0.4922,ACT domain containing protein (ACR4),,,,
144,VIT_05s0049g01380,1019,0.4916,MIF4G domain-containing protein,,,,
145,VIT_15s0048g02780,1012,0.4910,Unknown protein,,,,
146,VIT_07s0031g00500,1004,0.4841,Subtilase,ARA12,,vv50101Channels_and_pores,
147,VIT_16s0039g02690,997,0.4826,Ankyrin repeat,K10380,,vv50108Accessory_factors_involved_in_transport,
148,VIT_11s0078g00310,992,0.4823,Isoamylase-type starch-debranching enzyme 1,E2_4_1_18,,vv10500Starch_and_sucrose_metabolism,
149,VIT_14s0108g01320,991,0.4787,Plastocyanin domain-containing protein,K02638,,vv10195Photosynthesis,vv50113Thylakoid_targeting_pathway
150,VIT_04s0023g02110,984,0.4763,Unknown protein,,,,
151,VIT_03s0038g03740,970,0.4725,Pentatricopeptide (PPR) repeat-containing,,,,
152,VIT_03s0038g01450,979,0.4718,No hit,,,,
153,VIT_10s0116g00100,975,0.4706,Strubbelig receptor family 8,,,,
154,VIT_16s0022g00670,971,0.4704,Vacuolar invertase 1  GIN1,E3_2_1_26,,vv10052Galactose_metabolism,vv10500Starch_and_sucrose_metabolism
155,VIT_07s0005g00730,960,0.4644,Pectinesterase family,E3_1_1_11,,vv40006Cell_wall,
156,VIT_14s0108g01070,969,0.4630,NAC domain containing protein 100,NAC100_2,VvNAC11,vv60046NAC,
157,VIT_05s0020g04950,952,0.4606,CwfJ,,,,
158,VIT_03s0063g02340,948,0.4586,Dehydration-responsive protein (RD22),RD22,,,
159,VIT_18s0001g05040,943,0.4582,Pollen Ole e 1 allergen and extensin,,,,
160,VIT_12s0059g01250,943,0.4580,Endo-1 4-beta-glucanase,E3_2_1_4,,vv40006Cell_wall,
161,VIT_05s0020g01530,948,0.4569,Alpha-1 6-xylosyltransferase,E2_4_2_39,,vv40006Cell_wall,
162,VIT_11s0052g01570,944,0.4565,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
163,VIT_14s0068g00010,935,0.4528,feronia receptor-like kinase,,,,
164,VIT_11s0016g04680,933,0.4527,No hit,,,,
165,VIT_02s0025g00790,931,0.4526,Cation/hydrogen exchanger (CHX18),CHX18,,vv50124Porters_cat_30_to_64,
166,VIT_19s0090g01320,928,0.4487,Cell division protein FtsZ,K03531,,vv44110Cell_cycle,
167,VIT_11s0052g00100,931,0.4482,Basic helix-loop-helix (bHLH) family,BHLHDOM_7,,vv60011BHLH,
168,VIT_13s0019g03930,918,0.4446,No hit,,,,
169,VIT_07s0151g00770,923,0.4433,Kelch repeat-containing F-box protein,,,,
170,VIT_04s0043g00940,914,0.4415,MONOPTEROS,MONOPTEROS_1,,vv30003Auxin_signaling,vv60004ARF
171,VIT_14s0171g00470,910,0.4405,No hit,,,,
172,VIT_02s0025g00810,901,0.4340,Cation/hydrogen exchanger (CHX18),CHX18,,vv50124Porters_cat_30_to_64,
173,VIT_11s0016g00960,887,0.4314,Subtilase,,,,
174,VIT_12s0028g01330,882,0.4296,Glu-tRNA(Gln) amidotransferase subunit A,E6_3_5_6,,vv10251Glutamate_metabolism,vv10252Alanine_and_aspartate_metabolism
175,VIT_19s0014g00290,882,0.4269,UDP-glucose 4 6-dehydratase,E4_2_1_76,,vv10520Nucleotide_sugars_metabolism,
176,VIT_06s0061g00440,870,0.4209,Heavy-metal-associated domain-containing protein,,,,
177,VIT_06s0004g00820,861,0.4192,Ribosomal protein S2; Squalene/phytoene synthase,K02967,,vv23010Ribosome,
178,VIT_09s0018g02110,860,0.4157,Unknown protein,,,,
179,VIT_16s0050g02670,851,0.4113,Spermine synthase,E2_5_1_22,,vv10220Urea_cycle_and_metabolism_of_amino_groups,
180,VIT_12s0028g01560,842,0.4072,Zinc finger (C3HC4-type ring finger),ZFC3HC4_236,,vv60078Other_zf-C3HC4,
181,VIT_01s0011g00590,842,0.4062,Acclimation of photosynthesis to environment,APE2,,vv50122Porters_cat_7_to_17,
182,VIT_04s0008g02670,840,0.4040,Cryptochrome DASH,CRYDASH,,vv34710Circadian_rhythm,
183,VIT_09s0002g00920,833,0.3993,Lung seven transmembrane receptor,,,,
184,VIT_07s0031g02170,818,0.3952,Glutamate receptor GLR3.6,GLR3_6,,vv50101Channels_and_pores,
185,VIT_15s0046g03360,813,0.3924,Unknown protein,,,,
186,VIT_18s0117g00190,813,0.3918,Unknown protein,,,,
187,VIT_12s0055g01260,807,0.3916,Tubulin folding cofactor TITAN 1,TTN1,,vv44810Regulation_of_actin_cytoskeleton,
188,VIT_02s0025g02170,804,0.3886,Trehalase precursor,E2_4_1_15,,vv10500Starch_and_sucrose_metabolism,
189,VIT_11s0016g00120,802,0.3878,Omega-6 fatty acid desaturase  chloroplast (FAD6) (FADC),K10255,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
190,VIT_14s0068g01650,795,0.3857,GYF domain-containing protein,,,,
191,VIT_15s0024g00490,801,0.3851,Integrase,,,,
192,VIT_02s0025g01380,788,0.3831,Endo-1 4-beta-glucanase,E3_2_1_4,,vv40006Cell_wall,
193,VIT_12s0057g01310,792,0.3821,SUB1 (short under blue light 1),,,,
194,VIT_11s0016g03680,789,0.3819,Tesmin/TSO1-like CXC domain-containing,TSO1L_2,,vv60022CPP,
195,VIT_16s0050g00570,789,0.3815,Pectinacetylesterase,PAE,,vv40006Cell_wall,
196,VIT_02s0025g02770,786,0.3810,Glucan endo-1 3-beta-glucosidase 7 precursor,E3_2_1_39,,vv10500Starch_and_sucrose_metabolism,
197,VIT_11s0118g00320,782,0.3787,Transposase,,,,
198,VIT_07s0005g03630,783,0.3775,Ankyrin,K10380,,,
199,VIT_11s0037g00930,776,0.3738,GDP-L-fucose synthase.,E1_1_1_271,,vv10051Fructose_and_mannose_metabolism,
200,VIT_02s0025g02410,769,0.3706,Plastocyanin domain-containing protein,K02638,,vv10195Photosynthesis,vv50113Thylakoid_targeting_pathway
201,VIT_07s0005g02440,773,0.3704,Pectinacetylesterase,PAE,,vv40006Cell_wall,
202,VIT_03s0038g00270,762,0.3649,Root phototropism protein 3 (Non-phototropic hypocotyl protein 3),,,,
203,VIT_18s0001g09040,752,0.3622,LIM domain protein WLIM1,WLIM1_2,,vv60040LIM,
204,VIT_11s0037g01300,749,0.3622,No hit,,,,
205,VIT_12s0035g01350,751,0.3619,Cysteinyl-tRNA synthetase,E6_1_1_16,,vv10272Cysteine_metabolism,vv20970Aminoacyl-tRNA_biosynthesis
206,VIT_11s0016g04520,731,0.3564,Transmembrane protein 19,,,,
207,VIT_14s0006g00800,736,0.3549,Tubulin alpha-2 chain,K07374,,vv44145Phagosome,vv44810Regulation_of_actin_cytoskeleton
208,VIT_01s0026g01790,724,0.3506,Calmodulin binding protein,,,,
209,VIT_14s0108g01250,720,0.3488,Unknown,,,,
210,VIT_12s0028g02390,724,0.3486,Unknown,,,,
211,VIT_17s0000g06440,712,0.3453,Galactoside 2-alpha-L-fucosyltransferase,E2_4_1_69,,vv10602Glycosphingolipid_biosynthesis,
212,VIT_09s0002g08270,720,0.3450,Leucine-rich repeat,,,,
213,VIT_16s0022g01990,703,0.3409,Unknown,,,,
214,VIT_18s0001g03950,697,0.3370,Pm27 protein,,,,
215,VIT_04s0069g00760,685,0.3325,Ubiquitin-specific protease 15,,,,
216,VIT_17s0000g07640,686,0.3320,Mannose-1-phosphate guanyltransferase,E2_7_7_23,,vv10530Aminosugars_metabolism,
217,VIT_16s0050g00380,676,0.3269,Tubulin beta-1,K07375,,vv44145Phagosome,vv44810Regulation_of_actin_cytoskeleton
218,VIT_05s0029g00480,670,0.3252,Eceriferum 2 (CER2),,,,
219,VIT_01s0026g02190,669,0.3241,ABA-responsive protein (HVA22c),HVA22A,,vv30001ABA_signaling,
220,VIT_04s0044g00730,668,0.3218,S-receptor kinase,,,,
221,VIT_04s0008g01850,664,0.3214,Trihelix DNA-binding protein (GT2),GT2_2,,vv60062Trihelix,
222,VIT_11s0037g00570,661,0.3198,Anthranilate N-benzoyltransferase,E2_3_1_144,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
223,VIT_17s0000g06220,660,0.3187,Exostosin,K02366,,vv11030Glycan_structures-biosynthesis1,
224,VIT_00s1045g00030,658,0.3180,Unknown,,,,
225,VIT_05s0077g01450,657,0.3175,GATA transcription factor 16,GAT16_1,,vv60016C2C2-GATA,
226,VIT_08s0007g04950,651,0.3159,Xyloglucan endotransglucosylase/hydrolase 32,E2_4_1_207,,vv40006Cell_wall,
227,VIT_07s0031g00250,647,0.3129,Transporter-related,TRANSPORTERUNK,,vv50109Incompletely_characterized_transport_systems,
228,VIT_11s0118g00560,647,0.3126,Nodulin,,,,
229,VIT_15s0107g00410,649,0.3125,Pleckstriny (PH) domain-containing protein,,,,
230,VIT_12s0134g00320,649,0.3125,S-locus lectin protein kinase family,,,,
231,VIT_17s0000g03990,641,0.3115,Aspartyl protease,E3_4_23_x,,,
232,VIT_01s0011g02030,647,0.3111,Serine carboxypeptidase S10,,,,
233,VIT_05s0020g03870,643,0.3109,MLK/Raf-related protein kinase 1,,,,
234,VIT_03s0091g00400,642,0.3100,Transducin family protein / WD-40 repeat,,,,
235,VIT_14s0108g01020,638,0.3094,Alpha-expansin 1 precursor,EXPA1,,vv30003Auxin_signaling,
236,VIT_15s0046g00080,630,0.3032,Yippee,,,,
237,VIT_07s0031g01700,624,0.3020,RAB GTPase LIP1,K07976,,,
238,VIT_12s0028g03860,623,0.3018,Zinc finger (C3HC4-type ring finger) protein (RMA1),RMA1_2,,vv60078Other_zf-C3HC4,
239,VIT_18s0001g05850,627,0.3014,Ethylene-responsive transcription factor ERF021,ERF021_1,VvERF014,vv30008Ethylene_signaling,vv60003AP2_EREBP
240,VIT_08s0040g02380,626,0.3014,Hydrolase  alpha/beta fold,,,,
241,VIT_07s0005g00010,609,0.2951,Glutathione S-transferase 8 GSTF8,E2_5_1_18_GSTF8,,vv10480Glutathione_metabolism,
242,VIT_02s0154g00070,609,0.2943,Abnormal floral organs,AFO_1,,vv60019C2C2-YABBY,
243,VIT_15s0021g01810,611,0.2930,Armadillo/beta-catenin repeat family protein,,,,
244,VIT_15s0048g01750,602,0.2925,fasciclin arabinogalactan-protein (FLA8),FLA8,,vv40006Cell_wall,
245,VIT_11s0016g03870,604,0.2918,Subtilisin,,,,
246,VIT_00s0771g00020,603,0.2916,Unknown protein,,,,
247,VIT_05s0077g01750,604,0.2915,SAG101 (senescence-associated gene 101),,,,
248,VIT_12s0028g01990,593,0.2851,Unknown protein,,,,
249,VIT_12s0059g02220<br>VIT_12s0059g02180,584,0.2839,
250,VIT_11s0052g01560,584,0.2828,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
251,VIT_16s0050g00440,584,0.2827,No hit,,,,
252,VIT_02s0012g01010,580,0.2825,Leucine-rich repeat,,,,
253,VIT_04s0008g04060,582,0.2808,RD22,,,,
254,VIT_19s0014g01800,579,0.2801,Homogentisate 1 2-dioxygenase,E1_13_11_5,,vv10350Tyrosine_metabolism,
255,VIT_04s0023g01910,577,0.2793,Myb family,MYBREL_12,,vv60045MYBrelated,
256,VIT_12s0134g00300,578,0.2792,S-locus lectin protein kinase family,,,,
257,VIT_07s0141g00590,578,0.2784,Magnesium transporter CorA-like family protein (MRS2-2),MRS2_2,,vv50101Channels_and_pores,
258,VIT_15s0048g02280,576,0.2775,NAC transcription factor-like 9,NTL9_3,VvNAC54,vv60046NAC,
259,VIT_05s0020g01720,575,0.2770,Zinc finger (C3HC4-type ring finger),ZFC3HC4_77,,vv60078Other_zf-C3HC4,
260,VIT_10s0116g01850,573,0.2765,Unknown protein,,,,
261,VIT_14s0068g00940,569,0.2761,Receptor protein kinase,,,,
262,VIT_18s0001g03990,567,0.2759,Stearoyl-ACP desaturase,E1_14_19_2,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
263,VIT_15s0045g00310,564,0.2731,Cyclin dependent kinase A CDKA1,K02087,,vv44110Cell_cycle,
264,VIT_14s0006g01650,558,0.2694,Calcium-binding EF-hand,,,,
265,VIT_17s0000g00930,555,0.2694,Unknown protein,,,,
266,VIT_17s0000g09050,554,0.2693,No hit,,,,
267,VIT_06s0061g00680,556,0.2690,Unknown protein,,,,
268,VIT_08s0040g00510,555,0.2671,ZIFL2 (zinc induced facilitator-like 2),ZIFL2,,vv50121Porters_cat_1_to_6,
269,VIT_07s0095g00550,552,0.2664,D-mannose binding lectin,,,,
270,VIT_08s0007g05450,546,0.2653,No hit,,,,
271,VIT_01s0011g04230,545,0.2635,Ubiquitin family,,,,
272,VIT_12s0035g01260,540,0.2614,NBS-LRR type disease resistance protein,,,,
273,VIT_14s0068g02120,538,0.2605,CYP94B3,,,,
274,VIT_17s0000g07400,536,0.2603,Disease resistance protein (EDS1),EDS1,,vv30011Jasmonate_signaling,
275,VIT_00s1569g00020,527,0.2556,Calcineurin B protein 3,E3_1_3_16,,,
276,VIT_07s0104g01130,526,0.2540,No hit,,,,
