Vv_m2,2000,1000,VIT_14s0128g00790
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
50,VIT_17s0053g00950,1677,0.8070,Cyclic nucleotide-binding transporter 1,K05391_CNBT1,,vv34626Plant-pathogen_interaction,vv50101Channels_and_pores
51,VIT_07s0151g00780,1670,0.8068,Hemolysin A,K06442,,vv50109Incompletely_characterized_transport_systems,
52,VIT_07s0005g04060,1683,0.8064,Leucine Rich Repeat receptor-like kinase,,,,
53,VIT_01s0011g00970,1659,0.8030,RPM1 (resistance to p. syringae pv maculicola 1),K13457,,vv34626Plant-pathogen_interaction,
54,VIT_16s0050g01890,1662,0.7971,Unknown,,,,
55,VIT_14s0006g03250,1643,0.7953,AWPM-19,AWPM19,,vv30001ABA_signaling,
56,VIT_11s0037g00640,1640,0.7911,No hit,,,,
57,VIT_10s0116g01150,1616,0.7875,Unknown,,,,
58,VIT_00s0480g00040,1636,0.7869,Polyphenol oxidase II  chloroplast precursor,E1_10_3_1,,vv10350Tyrosine_metabolism,vv50109Incompletely_characterized_transport_systems
59,VIT_04s0008g03500,1623,0.7860,Ankyrin,K10380,,vv50108Accessory_factors_involved_in_transport,
60,VIT_01s0113g00300,1609,0.7769,No hit,,,,
61,VIT_09s0054g00910,1585,0.7739,Chaperone BCS1 mitochondrial,K08900,,,
62,VIT_01s0011g05830,1598,0.7738,ARR1 typeB,ARR1_1,,vv30007Cytokinin_signaling,vv60006ARR-B
63,VIT_07s0031g01090,1593,0.7711,Ascorbate oxidase,E1_10_3_3,,vv10053Ascorbate_and_aldarate_metabolism,vv50109Incompletely_characterized_transport_systems
64,VIT_09s0002g04560,1589,0.7699,Calmodulin-binding protein,,,,
65,VIT_19s0014g01720,1589,0.7699,Sodium/calcium exchanger family protein,NACAEX,,vv50123Porters_cat_18_to_29,
66,VIT_00s0131g00060,1582,0.7680,Annexin ANN3,ANN3,,vv50101Channels_and_pores,
67,VIT_04s0008g06850,1591,0.7660,Biopterin transport-related protein BT1,BIOPTERIN,,vv50125Porters_cat_66_to_94,
68,VIT_04s0044g00660,1578,0.7627,S-receptor kinase,,,,
69,VIT_06s0004g04820,1573,0.7621,Salt stress-inducible protein kinase,,,,
70,VIT_18s0089g00680,1570,0.7588,Peru 2,,,,
71,VIT_09s0054g00500,1560,0.7562,No hit,,,,
72,VIT_07s0104g00090,1562,0.7561,Transparent testa 8 TT8,TT8,,vv60011BHLH,
73,VIT_14s0030g00200,1559,0.7506,Sugar transporter ERD6-like 5,ERD6L5,,vv50121Porters_cat_1_to_6,
74,VIT_05s0020g02260,1550,0.7438,Sugar transporter ERD6-like 16,ERD6L16,,vv50121Porters_cat_1_to_6,
75,VIT_19s0014g03770,1511,0.7328,Retrotransposon,,,,
76,VIT_16s0050g02190,1510,0.7316,Unknown,,,,
77,VIT_18s0089g00120,1508,0.7250,No hit,,,,
78,VIT_17s0053g00860,1497,0.7242,Cyclic nucleotide-binding transporter 1,K05391_CNBT1,,vv34626Plant-pathogen_interaction,vv50101Channels_and_pores
79,VIT_11s0016g05880,1492,0.7194,Ubiquitin-specific protease 12 UBP12,,,,
80,VIT_09s0002g06890,1480,0.7174,Dicyanin blue copper protein,,,,
81,VIT_05s0077g01730,1464,0.7107,Unknown,,,,
82,VIT_07s0031g01710,1460,0.7074,WRKY DNA-binding protein 51,WRKY51_3,VvWRKY22,vv60066WRKY,
83,VIT_06s0009g01040,1449,0.7014,No hit,,,,
84,VIT_14s0083g00460,1445,0.7011,Tryptophan synthase beta chain 2,E4_2_1_20,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
85,VIT_05s0124g00080,1445,0.6991,No hit,,,,
86,VIT_02s0012g02370,1447,0.6984,Geraniol 10-hydroxylase,G10H,,vv10902Monoterpenoid_biosynthesis,
87,VIT_08s0007g08460,1447,0.6977,Unknown protein,,,,
88,VIT_00s0253g00020<br>VIT_00s1380g00030,1429,0.6930,
89,VIT_13s0019g04040,1429,0.6897,Serine carboxypeptidase 28 (SCPL28),,,,
90,VIT_14s0006g02210,1427,0.6890,DNA ligase I,K10747,,vv23030DNA_replication,vv23410Base_excision_repair
91,VIT_07s0005g04760,1427,0.6887,PfkB-type carbohydrate kinase,,,,
92,VIT_07s0104g00270,1420,0.6860,Isopentenyltransferase 5,E2_5_1_27,,vv10908Zeatin_biosynthesis,
93,VIT_11s0052g01090,1413,0.6843,4-coumarate-CoA ligase 2,E6_2_1_12,,vv10940Phenylpropanoid_biosynthesis,vv50104Group_translocators
94,VIT_18s0001g11240,1405,0.6797,MAPKKK5 (Mitogen-activated protein kinase kinase kinase 5),,,,
95,VIT_03s0038g00150,1401,0.6768,Beta-D-galactosidase,E3_2_1_23,,vv10052Galactose_metabolism,vv10511N-Glycan_degradation
96,VIT_08s0007g06560,1398,0.6767,Lectin protein kinase,,,,
97,VIT_02s0154g00600,1379,0.6694,Pectinesterase family,E3_1_1_11,,vv40006Cell_wall,
98,VIT_14s0006g01120,1379,0.6672,Lipase GDSL,,,,
99,VIT_12s0035g00100,1374,0.6631,Receptor protein kinase,,,,
100,VIT_09s0018g01190,1368,0.6621,Anthranilate N-benzoyltransferase,E2_3_1_144,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
101,VIT_03s0110g00030,1365,0.6617,Unknown,,,,
102,VIT_07s0005g03970,1377,0.6614,Peptide transporter protein 3,PTR3,,vv50122Porters_cat_7_to_17,
103,VIT_01s0010g00710,1359,0.6613,Armadillo/beta-catenin repeat protein / U-box domain-containing protein ,,,,
104,VIT_18s0041g01780,1378,0.6606,Aspartic protease,E3_4_23_x,,,
105,VIT_09s0002g00220,1361,0.6588,Avr9/Cf-9 rapidly elicited protein 132,,,,
106,VIT_01s0011g02960,1354,0.6573,Leucoanthocyanidin reductase 1,E1_17_1_3,,vv10941Flavonoid_biosynthesis,
107,VIT_00s0226g00050,1329,0.6467,R protein  PRF  disease resistance protein,K13453,,vv34627R_proteins_from_Plant-pathogen_interaction,
108,VIT_00s0480g00060,1342,0.6464,Polyphenol oxidase [Vitis vinifera],E1_10_3_1,,vv10350Tyrosine_metabolism,vv50109Incompletely_characterized_transport_systems
109,VIT_09s0018g01590,1335,0.6443,Kinesin motor protein,KMOTOR,,vv44810Regulation_of_actin_cytoskeleton,
110,VIT_17s0000g07210,1326,0.6412,flavonoid 3'-hydroxylase [Vitis vinifera],E1_14_13_21,,vv10941Flavonoid_biosynthesis,
111,VIT_14s0068g01050,1327,0.6401,GCN5 N-acetyltransferase (GNAT),GCN5_20,,vv60082GNAT,
112,VIT_11s0016g05380,1316,0.6395,Acidic leucine-rich nuclear phosphoprotein 32 member E,,,,
113,VIT_00s0181g00220,1333,0.6384,Calmodulin-binding protein,K02183,,vv34020Calcium_signaling_pathway,vv34626Plant-pathogen_interaction
114,VIT_12s0028g02400,1315,0.6383,Leaf senescence protein,,,,
115,VIT_16s0050g01500,1302,0.6293,EMB2261 (embryo defective 2261),,,,
116,VIT_04s0008g01050,1300,0.6265,Unknown,,,,
117,VIT_12s0057g00950,1284,0.6206,No hit,,,,
118,VIT_18s0072g00160,1284,0.6170,Peroxidase 12,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
119,VIT_05s0077g01280,1274,0.6161,Glycosyl hydrolase family 3 beta xylosidase BXL1,,,,
120,VIT_08s0007g02370,1272,0.6160,Unknown,,,,
121,VIT_00s0214g00070,1264,0.6121,ABC transporter C member 9,K05033,,vv52010ABC_transporters,
122,VIT_12s0035g00140,1268,0.6105,Leucine Rich Repeat receptor-like kinase,,,,
123,VIT_17s0000g03660,1269,0.6095,NAC domain containing protein 58,NAC058,VvNAC06,vv60046NAC,
124,VIT_18s0089g00690,1257,0.6075,CF9,K13446,,vv34626Plant-pathogen_interaction,
125,VIT_19s0027g01600,1254,0.6073,CC-NBS-LRR class,,,,
126,VIT_05s0094g00580,1261,0.6065,Stearoyl-CoA 9-desaturase,E1_14_19_1,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
127,VIT_00s2745g00010,1252,0.6060,Receptor kinase RK20-1,,,,
128,VIT_14s0068g01260,1245,0.6017,Phosphate carrier protein,MPHOSPTR,,vv50123Porters_cat_18_to_29,
129,VIT_01s0011g05320,1230,0.5980,Thaumatin,,,,
130,VIT_00s0226g00020,1240,0.5979,RabGAP/TBC domain-containing protein,,,,
131,VIT_04s0008g04640,1232,0.5969,Pentatricopeptide repeat-containing protein,,,,
132,VIT_01s0127g00070,1241,0.5949,Nitrate transporter2.5,NRT2_5,,vv50121Porters_cat_1_to_6,
133,VIT_16s0050g01930,1224,0.5945,EIX receptor 2,,,,
134,VIT_01s0026g01180,1216,0.5923,No hit,,,,
135,VIT_14s0108g00190,1223,0.5894,Aldose 1-epimerase,E5_1_3_3,,vv10010Glycolysis,
136,VIT_12s0034g02570,1196,0.5800,Leucine Rich Repeat receptor-like kinase,,,,
137,VIT_05s0094g00650,1192,0.5767,Stearoyl-acyl-carrier protein desaturase,E1_14_19_2,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
138,VIT_04s0008g00150,1193,0.5763,NAC domain containing protein 36,NAC036_1,VvNAC04,vv60046NAC,
139,VIT_19s0085g00060,1194,0.5716,ABC transporter B member 11,K05664,,vv52010ABC_transporters,
140,VIT_18s0001g08270,1169,0.5691,Amino acid permease 6,AAP6,,vv50123Porters_cat_18_to_29,
141,VIT_19s0014g04180,1163,0.5648,Curculin (mannose-binding) lectin,,,,
142,VIT_16s0039g00570,1166,0.5638,10-deacetylbaccatin III 10-O-acetyltransferase,E2_3_1_167,,vv10904Diterpenoid_biosynthesis,
143,VIT_16s0050g01910,1159,0.5621,Unknown,,,,
144,VIT_05s0051g00080,1165,0.5614,F-box protein PP2-B2,,,,
145,VIT_14s0108g00270,1155,0.5610,Aldose 1-epimerase,E5_1_3_3,,vv10010Glycolysis,
146,VIT_12s0057g01450,1151,0.5563,Subtilisin protease,,,,
147,VIT_13s0019g01700,1156,0.5563,Scarecrow transcription factor 14 (SCL14),SCL14_1,,vv60032GRAS,
148,VIT_08s0040g02450,1137,0.5525,Unknown protein,,,,
149,VIT_01s0011g06080,1146,0.5518,Lectin protein kinase family,,,,
150,VIT_12s0035g00010,1138,0.5506,DNA (cytosine-5)-methyltransferase (ATHIM),E2_1_1_37,,vv10271Methionine_metabolism,
151,VIT_11s0065g00430,1139,0.5492,No hit,,,,
152,VIT_15s0046g01570,1134,0.5478,Acidic endochitinase (CHIB1),E3_2_1_14,,vv10530Aminosugars_metabolism,
153,VIT_01s0011g05490,1128,0.5449,F-box domain containing protein,,,,
154,VIT_05s0124g00190,1121,0.5434,C2 domain-containing protein,,,,
155,VIT_04s0008g00330,1112,0.5416,Clavata1 receptor kinase (CLV1),,,,
156,VIT_04s0008g06130,1107,0.5376,KNAT2 (knotted1-like homeobox gene 3),KNAT3_1,VvHB15,vv60034HB,
157,VIT_04s0044g01370,1106,0.5343,SCL1 (scarecrow-like 1),SCL1_1,,vv60032GRAS,
158,VIT_10s0003g00830,1103,0.5341,Sodium/calcium exchanger family protein,NACAEX,,vv50123Porters_cat_18_to_29,
159,VIT_05s0062g00790,1101,0.5337,NSL1 (necrotic spotted lesions 1),,,,
160,VIT_14s0036g00930,1101,0.5316,Polyubiquitin (UBQ4),,,,
161,VIT_04s0023g00620,1097,0.5292,Unknown,,,,
162,VIT_12s0057g01130,1095,0.5264,R protein disease resistance protein,RPROT,,vv34627R_proteins_from_Plant-pathogen_interaction,
163,VIT_13s0067g01580,1084,0.5217,Anthocyaninless2 (ANL2),ANL2_4,,vv60034HB,
164,VIT_15s0021g02850,1074,0.5209,Unknown,,,,
165,VIT_07s0151g00700,1074,0.5203,EDA4 (embryo sac development arrest 4),EDA4,,vv50109Incompletely_characterized_transport_systems,
166,VIT_14s0068g01250,1065,0.5193,Mitochondrial phosphate transporter,MPHOSPTR,,vv50123Porters_cat_18_to_29,
167,VIT_19s0085g00160,1082,0.5189,CF9,K13446,,vv34626Plant-pathogen_interaction,
168,VIT_14s0068g01170,1078,0.5185,Pentatricopeptide repeat domain containing protein,,,,
169,VIT_02s0012g00190,1076,0.5183,Unknown protein,,,,
170,VIT_13s0019g03180,1062,0.5170,Unknown protein,,,,
171,VIT_03s0038g04280,1065,0.5157,Protein BCCIP homolog,,,,
172,VIT_01s0010g02440,1062,0.5155,ABC transporter C member 9,K05033,,vv52010ABC_transporters,
173,VIT_17s0000g07400,1053,0.5122,Disease resistance protein (EDS1),EDS1,,vv30011Jasmonate_signaling,
174,VIT_11s0016g04320,1050,0.5041,Nudix hydrolase 20,,,,
175,VIT_08s0040g00900,1034,0.5015,Myb family,MYBGE_13,,vv60029G2-like,
176,VIT_12s0059g02150,1040,0.4990,Aconitate hydratase  cytoplasmic,E4_2_1_3,,vv10020Citrate_cycle,vv10630Glyoxylate_and_dicarboxylate_metabolism
177,VIT_14s0060g00120,1029,0.4983,Germin-like protein 2 [Vitis vinifera],,,,
178,VIT_05s0020g03750,1030,0.4981,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
179,VIT_08s0007g04350,1021,0.4964,Protein kinase,,,,
180,VIT_08s0007g01550,1017,0.4932,Laccase,E1_10_3_2,,vv11000Single_reactions,vv50109Incompletely_characterized_transport_systems
181,VIT_10s0003g03980,1021,0.4897,LEM3 (ligand-effect modulator 3) family protein,LEM3,,vv50108Accessory_factors_involved_in_transport,
182,VIT_11s0118g00160,1014,0.4880,Disease resistance protein,,,,
183,VIT_00s0391g00070,1006,0.4874,3-deoxy-D-arabino-heptulosonate 7-phosphate synthase,E2_5_1_54,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
184,VIT_08s0040g01710,1009,0.4846,Phenylalanine ammonia-lyase,E4_3_1_5,,vv10350Tyrosine_metabolism,vv10360Phenylalanine_metabolism
185,VIT_13s0064g00740,994,0.4811,Lysine decarboxylase - like protein,E4_1_1_18,,vv10300Lysine_biosynthesis,
186,VIT_18s0001g11040,997,0.4800,Heme oxygenase 2,E1_14_99_3,,vv10860Porphyrin_and_chlorophyll_metabolism,
187,VIT_17s0000g03390,990,0.4755,Calmodulin binding protein,K02183,,vv34020Calcium_signaling_pathway,vv34626Plant-pathogen_interaction
188,VIT_02s0087g00560,986,0.4752,Unknown protein,,,,
189,VIT_04s0044g01110,970,0.4700,Alcohol dehydrogenase 6,E1_1_1_1,,vv10010Glycolysis,vv10071Fatty_acid_metabolism
190,VIT_01s0010g02390,970,0.4697,Unknown protein,,,,
191,VIT_12s0034g02590,972,0.4682,Leucine Rich Repeat receptor-like kinase,,,,
192,VIT_00s0131g00140,966,0.4673,Annexin ANN3,ANN3,,vv50101Channels_and_pores,
193,VIT_09s0002g01090,971,0.4673,flavonoid 3-monooxygenase,E1_14_13_21,,vv10941Flavonoid_biosynthesis,
194,VIT_10s0116g00990,963,0.4657,Pentatricopeptide (PPR) repeat-containing protein,,,,
195,VIT_08s0040g02830,954,0.4638,Calcium-transporting ATPase 1  endoplasmic reticulum-type ECA1,K01537,,vv34020Calcium_signaling_pathway,vv50131Primary_active_transporter_cat_A2_to_A4
196,VIT_08s0105g00200,953,0.4606,U-box domain-containing protein,,,,
197,VIT_01s0011g00990,945,0.4605,RPM1 (resistance to p. syringae pv maculicola 1),K13457,,vv34626Plant-pathogen_interaction,
198,VIT_04s0008g04460,942,0.4533,Molybdate transporter 1,MOT1,,vv50124Porters_cat_30_to_64,
199,VIT_18s0089g01190,925,0.4477,Stage III sporulation protein AA,K06390,,vv50109Incompletely_characterized_transport_systems,
200,VIT_18s0001g09600,930,0.4465,HOS15 (High expression of osmotically responsive genes 15),,,,
201,VIT_15s0048g02200,921,0.4460,Caffeoyl-CoA O-methyltransferase,E2_1_1_104,,vv10940Phenylpropanoid_biosynthesis,
202,VIT_01s0113g00430,912,0.4406,Mitotic checkpoint protein BUB3,K02180,,vv44110Cell_cycle,vv50109Incompletely_characterized_transport_systems
203,VIT_17s0053g00850,907,0.4382,Cyclic nucleotide-binding transporter 1,K05391_CNBT1,,vv34626Plant-pathogen_interaction,vv50101Channels_and_pores
204,VIT_01s0010g01090,898,0.4351,Peroxidase ATP23a,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
205,VIT_11s0016g01060,903,0.4350,Avr9/Cf-9 induced kinase 1,,,,
206,VIT_08s0007g08420,887,0.4300,R protein MLA10,K13475,,vv34627R_proteins_from_Plant-pathogen_interaction,
207,VIT_07s0031g03060,879,0.4267,NSL1 (necrotic spotted lesions 1),,,,
208,VIT_14s0083g01130,862,0.4189,MAP3K-like protein kinase  putative  expressed,,,,
209,VIT_05s0020g02250,859,0.4170,Sugar transporter ERD6-like 16,ERD6L16,,vv50121Porters_cat_1_to_6,
210,VIT_14s0108g01080,857,0.4166,Myb domain protein 106,MYB106_2,MYB141,vv60044MYB,
211,VIT_14s0128g00310,859,0.4142,Zinc finger (C3HC4-type ring finger),ZFC3HC4_69,,vv60078Other_zf-C3HC4,
212,VIT_12s0055g00920,852,0.4130,Aspartate aminotransferase,E2_6_1_1,vv10710Carbon_fixation,vv10252Alanine_and_aspartate_metabolism,vv10272Cysteine_metabolism
213,VIT_12s0028g02570,844,0.4081,Sodium/calcium exchanger family protein,NACAEX,,vv50123Porters_cat_18_to_29,
214,VIT_12s0028g02010,849,0.4080,PMR5 (powdery mildew resistant 5),,,,
215,VIT_16s0013g01760,846,0.4077,Derlin-1,K11519,,vv24141Protein_processing_in_endoplasmic_reticulum,vv50133Primary_active_transporter_cat_A9_to_A18
216,VIT_15s0024g01160,845,0.4066,No hit,,,,
217,VIT_06s0004g01180,831,0.4028,Peroxidase,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
218,VIT_01s0150g00640,830,0.4002,Unknown protein,,,,
219,VIT_08s0007g04220,828,0.3996,SER/ARG-rich protein kinase 4 SRPK4,,,,
220,VIT_11s0206g00130,822,0.3975,VAMP-like protein YKT61,K08516,,vv24130SNARE_interactions_in_vesicular_transport,
221,VIT_09s0002g07510,818,0.3973,Pentatricopeptide (PPR) repeat-containing protein,,,,
222,VIT_17s0000g03230,822,0.3967,Alpha-mannosidase,E3_2_1_113,,vv10510N-Glycan_biosynthesis,vv11030Glycan_structures-biosynthesis1
223,VIT_06s0004g04660,813,0.3964,No hit,,,,
224,VIT_06s0004g06210,819,0.3962,CYP86A1,,,,
225,VIT_04s0008g01140,819,0.3953,Beta-fructosidase (BFRUCT1),E3_2_1_26,,vv10052Galactose_metabolism,vv10500Starch_and_sucrose_metabolism
226,VIT_10s0042g01620,812,0.3917,No hit,,,,
227,VIT_12s0028g01650,803,0.3892,S-receptor kinase,,,,
228,VIT_13s0019g02020,805,0.3891,Thaumatin,,,,
229,VIT_07s0151g00410,802,0.3889,Sulfate transporter 3.1 (AST12) (AtST1),SULTR3_1,,vv50124Porters_cat_30_to_64,
230,VIT_00s0125g00310,800,0.3878,Unknown protein,,,,
231,VIT_03s0110g00360,800,0.3876,Copper transporter 2,COPT2,,vv50101Channels_and_pores,
232,VIT_04s0008g00620,800,0.3876,Myb domain protein 68,MYB68_2,MYB153,vv60044MYB,
233,VIT_17s0000g05520,798,0.3866,Calcium-dependent protein kinase 30 CPK30,CPK30,,vv34626Plant-pathogen_interaction,
234,VIT_14s0030g00650,795,0.3835,Shikimate dehydrogenase,E1_1_1_25,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
235,VIT_11s0052g00160,798,0.3833,ATP binding   related,,,,
236,VIT_18s0089g00660,781,0.3799,CF9,K13446,,vv34626Plant-pathogen_interaction,
237,VIT_09s0002g01300,784,0.3789,Retrotransposon,,,,
238,VIT_03s0017g00010,782,0.3769,No hit,,,,
239,VIT_15s0048g00510,770,0.3740,Pectinesterase family,E3_1_1_11,,vv40006Cell_wall,
240,VIT_00s0262g00120,769,0.3733,Receptor kinase RK20-1,,,,
241,VIT_01s0026g00950,764,0.3702,formin 8,FH8,,vv44810Regulation_of_actin_cytoskeleton,
242,VIT_08s0007g08440,767,0.3672,Disease resistance protein,,,,
243,VIT_03s0038g04690,749,0.3657,Isoflavone reductase protein 6,E1_3_1_45,,vv10943Isoflavonoid_biosynthesis,
244,VIT_06s0004g05870,750,0.3632,Tubulin beta-3 chain,K07375,,vv44145Phagosome,vv44810Regulation_of_actin_cytoskeleton
245,VIT_10s0071g00190,747,0.3630,R protein disease resistance protein,RPROT,,vv34627R_proteins_from_Plant-pathogen_interaction,
246,VIT_03s0038g03320,740,0.3587,Unknown protein,,,,
247,VIT_08s0056g00630,738,0.3557,Acid phosphatase,E3_1_3_2,,vv10740Riboflavin_metabolism,
248,VIT_13s0047g00950,732,0.3543,R protein MLA10,K13475,,vv34627R_proteins_from_Plant-pathogen_interaction,
249,VIT_13s0019g04070,728,0.3522,MLO1,K08472,,,
250,VIT_16s0098g01560,722,0.3480,Glucan endo-1 3-beta-D-glucosidase,E3_2_1_39,,vv10500Starch_and_sucrose_metabolism,
251,VIT_13s0019g01360,718,0.3465,Unknown,,,,
252,VIT_17s0000g03370,716,0.3456,Calmodulin-binding protein,K02183,,vv34020Calcium_signaling_pathway,vv34626Plant-pathogen_interaction
253,VIT_04s0023g02500,707,0.3447,Unknown protein,,,,
254,VIT_08s0007g06880,708,0.3427,Unknown protein,,,,
255,VIT_13s0156g00050,706,0.3426,Male sterility 2 (MS2) protein,,,,
256,VIT_14s0006g00350,708,0.3425,Glutamine synthetase cytosolic isozyme 2,E6_3_1_2,,vv10251Glutamate_metabolism,vv10550Peptidoglycan_biosynthesis
257,VIT_13s0047g01060,708,0.3419,No hit,,,,
258,VIT_10s0003g05210,707,0.3406,Wall-associated kinase 1 (WAK1),,,,
259,VIT_13s0084g00820,705,0.3393,Pepsin A,,,,
260,VIT_18s0122g00170,687,0.3345,Diphenol oxidase,E1_10_3_1,,vv10350Tyrosine_metabolism,vv50109Incompletely_characterized_transport_systems
261,VIT_08s0007g05030,687,0.3316,Myb domain protein 36,MYB36_2,MYB150,vv60044MYB,
262,VIT_10s0042g00080,686,0.3304,Peroxidase 50,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
263,VIT_18s0001g09540,681,0.3284,MADS-box agamous-like 67,AGL67,,vv60042MADS,
264,VIT_13s0067g01310,679,0.3271,R protein disease resistance protein,RPROT,,vv34627R_proteins_from_Plant-pathogen_interaction,
