Vv_m2,2000,1000,VIT_06s0004g01480
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
34,VIT_07s0005g01040,1851,0.8951,Glycosyl transferase family 8 protein,,,,
35,VIT_10s0003g05740,1849,0.8894,WRKY DNA-binding protein 14,WRKY14,VvWRKY32,vv60066WRKY,
36,VIT_11s0016g02410,1822,0.8819,MYB divaricata,DIVARICATA_3,,vv30009Flower_development,vv60044MYB
37,VIT_03s0180g00080,1823,0.8752,Cyclase,,,,
38,VIT_13s0073g00170,1779,0.8623,Exocyst subunit EXO70 A1,EXO70A1,,vv50111Tethering_factors,
39,VIT_14s0128g00650,1779,0.8598,Germin-like protein 3 [Vitis vinifera],,,,
40,VIT_17s0000g03330,1769,0.8509,Receptor serine/threonine kinase PR5K,,,,
41,VIT_04s0008g04230,1757,0.8459,ABC transporter G member 22,ABCG22,,vv52010ABC_transporters,
42,VIT_06s0004g08250,1750,0.8458,Leucine-rich repeat transmembrane protein kinase  putative,,,,
43,VIT_06s0009g02850,1736,0.8374,Cytochrome P450  family 79  subfamily A  polypeptide 2,K12153,,vv10966Glucosinolate_biosynthesis,
44,VIT_06s0004g01460<br>VIT_06s0004g01450,1720,0.8313,
45,VIT_01s0011g03430,1722,0.8275,No hit,,,,
46,VIT_10s0003g01380,1706,0.8262,Myb family,MYBGE_9,,vv60029G2-like,
47,VIT_00s2745g00010,1701,0.8237,Receptor kinase RK20-1,,,,
48,VIT_07s0095g00160,1707,0.8207,Serine/threonine kinase BRLK,,,,
49,VIT_17s0000g04910,1701,0.8205,L-asparaginase,E3_5_1_1,,vv10252Alanine_and_aspartate_metabolism,vv10910Nitrogen_metabolism
50,VIT_08s0040g02260,1682,0.8197,Protamine P1,,,,
51,VIT_11s0016g04840,1699,0.8157,Avr9/Cf-9 rapidly elicited protein 11,,,,
52,VIT_11s0037g00640,1683,0.8127,No hit,,,,
53,VIT_09s0002g07530,1674,0.8060,Tetratricopeptide helical,,,,
54,VIT_18s0001g13500,1658,0.8021,forkhead-associated domain-containing protein,FHADOM_9,,vv60028FHA,
55,VIT_18s0041g00520,1661,0.7997,Proton-dependent oligopeptide transport (POT) family protein,POT,,vv50122Porters_cat_7_to_17,
56,VIT_04s0008g06510,1645,0.7978,Unknown,,,,
57,VIT_04s0008g05520,1648,0.7961,Unknown protein,,,,
58,VIT_05s0051g00120,1635,0.7914,N-6 Adenine-specific DNA methylase,E2_1_1_72,,vv10271Methionine_metabolism,
59,VIT_06s0080g01000,1626,0.7909,Secoisolariciresinol dehydrogenase,SIRD,,vv10940Phenylpropanoid_biosynthesis,
60,VIT_12s0035g00050,1632,0.7907,No hit,,,,
61,VIT_18s0086g00220,1612,0.7833,Lipase GDSL,,,,
62,VIT_13s0067g00240,1610,0.7812,Binding,,,,
63,VIT_12s0059g02280,1614,0.7797,Spg1p (septum-promoting GTPase),,,,
64,VIT_09s0054g01290,1606,0.7773,Beta-amyrin synthase,E5_4_99_BAS,,vv10900Terpenoid_biosynthesis,
65,VIT_17s0119g00280,1598,0.7757,Alpha-amylase/subtilisin inhibitor,E3_2_1_1,,vv10500Starch_and_sucrose_metabolism,
66,VIT_04s0079g00630,1601,0.7746,Unknown,,,,
67,VIT_04s0008g01260,1589,0.7665,Zinc transporter ZIP4,ZIP4,,vv50121Porters_cat_1_to_6,
68,VIT_02s0012g01780,1571,0.7652,WD-repeat protein 74,,,,
69,VIT_04s0008g01800,1569,0.7635,Myb domain protein 7,MYB7_3,MYBPA7,vv60044MYB,
70,VIT_03s0038g03940,1585,0.7628,Tonoplast monosaccharide transporter2,TMT2,,vv50121Porters_cat_1_to_6,
71,VIT_04s0069g00540,1575,0.7616,Glutamate receptor protein,GLR2_7,,vv50101Channels_and_pores,
72,VIT_12s0057g01620,1569,0.7591,No hit,,,,
73,VIT_14s0060g01080,1565,0.7560,ferroportin,FERROPORTIN,,vv50109Incompletely_characterized_transport_systems,
74,VIT_13s0067g02360,1547,0.7521,Peroxidase  class III,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
75,VIT_00s1314g00010,1547,0.7517,Basic helix-loop-helix (bHLH) family,BHLHDOM_89,,vv60011BHLH,
76,VIT_08s0007g01550,1538,0.7455,Laccase,E1_10_3_2,,vv11000Single_reactions,vv50109Incompletely_characterized_transport_systems
77,VIT_19s0090g01020,1544,0.7452,Molybdopterin biosynthesis protein CNX5,K11996,,vv10790Folate_biosynthesis,vv24122Sulfur_relay_system
78,VIT_19s0014g03820,1541,0.7448,Myb domain protein 102,MYB102_2,MYB145,vv60044MYB,
79,VIT_08s0032g00790,1532,0.7419,ABC transporter G member 4,K05680,,vv52010ABC_transporters,
80,VIT_13s0019g01990,1527,0.7398,Phospholipid/glycerol acyltransferase,E2_3_1_51,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
81,VIT_13s0067g03140,1524,0.7380,WRKY DNA-binding protein 70,WRKY70_1,VvWRKY41,vv60066WRKY,
82,VIT_08s0056g00740,1510,0.7334,Unknown protein,,,,
83,VIT_14s0066g02270,1473,0.7140,Endonuclease/exonuclease/phosphatase family protein,E3_1_30_x,,,
84,VIT_14s0068g01510,1452,0.7062,Import inner membrane translocase subunit Tim8  Mitochondrial,TIM8,,vv50132Primary_active_transporter_cat_A5_to_A8,
85,VIT_06s0004g06880,1460,0.7057,Ran-binding protein 1 RanBP1,RANBP1,,vv50109Incompletely_characterized_transport_systems,
86,VIT_01s0010g01090,1448,0.7005,Peroxidase ATP23a,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
87,VIT_05s0049g00220,1427,0.6971,2-oxoglutarate-dependent dioxygenase,,,,
88,VIT_13s0074g00450,1437,0.6945,DEMETER protein (DME),,,,
89,VIT_19s0090g01550,1430,0.6892,Mo25,K08272,,vv34150mTOR_signaling_pathway,
90,VIT_06s0061g01540,1403,0.6761,KCBP- interacting  protein kinase,,,,
91,VIT_14s0108g01200,1391,0.6752,Vesicle transport v-SNARE 13,K08493,,vv24130SNARE_interactions_in_vesicular_transport,
92,VIT_10s0116g00430,1406,0.6750,Unknown protein,,,,
93,VIT_07s0205g00180,1387,0.6726,Basic helix-loop-helix (bHLH) family,BHLHDOM_30,,vv60011BHLH,
94,VIT_16s0050g01910,1381,0.6707,Unknown,,,,
95,VIT_04s0023g02100,1388,0.6692,Unknown,,,,
96,VIT_04s0008g00860,1383,0.6691,Ndr family protein,,,,
97,VIT_12s0134g00230,1376,0.6657,Auxin-responsive GH3ue,GH3,,vv30003Auxin_signaling,
98,VIT_13s0067g01800,1363,0.6636,Histidine acid phosphatase,E3_1_3_2,,vv10740Riboflavin_metabolism,
99,VIT_14s0030g00220,1372,0.6634,Sugar transporter ERD6-like 5,ERD6L5,,vv50121Porters_cat_1_to_6,
100,VIT_03s0063g00880,1368,0.6628,Calmodulin-binding protein,,,,
101,VIT_03s0038g03540,1377,0.6627,LYS/HIS transporter 7 LHT7,LHT7,,vv50123Porters_cat_18_to_29,
102,VIT_19s0090g00790,1370,0.6618,F-box family protein,,,,
103,VIT_08s0007g05260,1369,0.6585,Glutamate synthase (GLU1)  ferredoxin-dependent,E1_4_7_1,,vv10910Nitrogen_metabolism,
104,VIT_11s0016g02700,1349,0.6545,IAA-amino acid hydrolase 2 (ILL2),ILL2,,vv11002Auxin_biosynthesis,
105,VIT_17s0000g09570,1341,0.6507,CYP71A26,E1_14_13_73,,vv10902Monoterpenoid_biosynthesis,
106,VIT_03s0063g02680,1345,0.6488,Radialis-like protein 5,RADL5,,vv30009Flower_development,vv60044MYB
107,VIT_01s0137g00410,1342,0.6471,CYP86A2,,,,
108,VIT_14s0068g00140,1341,0.6456,No hit,,,,
109,VIT_13s0067g03260,1329,0.6442,Pheophorbidase,E3_1_1_82,,vv10860Porphyrin_and_chlorophyll_metabolism,
110,VIT_05s0020g01410,1335,0.6424,Ribosome 60S subunit biogenesis protein,K07565,,,
111,VIT_14s0066g01550,1313,0.6374,Aldehyde dehydrogenase 1 precursor,E1_2_1_3,vv10561Glycerolipid_metabolism,vv10010Glycolysis,vv10071Fatty_acid_metabolism
112,VIT_02s0025g00750,1308,0.6340,Pinoresinol forming dirigent protein,DIRPR,,vv10940Phenylpropanoid_biosynthesis,
113,VIT_18s0001g04080,1291,0.6213,Sesquiterpene synthase,E2_5_1_21,,vv10100Biosynthesis_of_steroids,vv10900Terpenoid_biosynthesis
114,VIT_18s0001g08060,1262,0.6135,Unknown,,,,
115,VIT_01s0010g02320,1272,0.6133,Vinorine synthase,E2_3_1_160,,vv10902Monoterpenoid_biosynthesis,
116,VIT_15s0046g00170,1255,0.6083,MYBPA1 protein [Vitis vinifera],MYBPA1,MYBPA1,vv60044MYB,
117,VIT_03s0063g01850,1247,0.6021,AOS (allene oxide synthase),E4_2_1_92,,vv10592alpha-Linolenic_acid_metabolism,
118,VIT_02s0025g00600,1251,0.6009,Glycoside hydrolase  family 5,,,,
119,VIT_02s0025g01730,1235,0.6007,3-oxoacyl-[acyl-carrier-protein] synthase,E2_3_1_41,,vv10061Fatty_acid_biosynthesis,
120,VIT_01s0182g00130,1237,0.5970,PHO1-like protein,PHO1,,vv50125Porters_cat_66_to_94,
121,VIT_14s0030g01650,1222,0.5944,Unknown protein,,,,
122,VIT_08s0007g01810,1231,0.5927,ANTR2 (anion transporter 2,ANTR2,,vv50121Porters_cat_1_to_6,
123,VIT_08s0007g04860,1231,0.5927,Nodulin family protein,,,,
124,VIT_04s0023g02570,1216,0.5909,Peroxidase 72,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
125,VIT_13s0019g04530,1219,0.5880,Early flowering 6,ELF6_1,,vv34710Circadian_rhythm,vv60038Jumonji
126,VIT_17s0119g00240,1206,0.5874,Trypsin and protease inhibitor Kunitz family,,,,
127,VIT_14s0030g01670,1201,0.5844,Proteasome 26S regulatory subunit (RPN6),K03036,,vv23050Proteasome,
128,VIT_11s0016g04440,1202,0.5838,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
129,VIT_14s0128g00610<br>VIT_14s0128g00640,1211,0.5825,
130,VIT_07s0255g00030,1192,0.5792,Lipase GDSL,,,,
131,VIT_03s0017g01690,1198,0.5790,CIP1 (COP1-interacting protein 4),CIP1,,vv24120Ubiquitin_mediated_proteolysis,
132,VIT_04s0008g02510,1194,0.5785,Receptor kinase homolog LRK10,,,,
133,VIT_06s0061g00240,1197,0.5783,ABC transporter G member 7,ABCG7,,vv52010ABC_transporters,
134,VIT_08s0007g02850,1185,0.5755,F-box family protein,,,,
135,VIT_18s0001g09340,1190,0.5749,Acyl-CoA binding protein,,,,
136,VIT_07s0095g00290,1183,0.5718,Serine/threonine kinase BRLK,,,,
137,VIT_03s0110g00090,1155,0.5582,Protein phosphatase 2C,E3_1_3_16,,,
138,VIT_10s0003g00790,1144,0.5553,Glutamate receptor protein,GLR2_7,,vv50101Channels_and_pores,
139,VIT_06s0061g00940,1146,0.5547,Vacuolar protein sorting 41 (VPS41),VPS41,,vv50110Protein_coat,
140,VIT_17s0119g00150,1152,0.5541,Alpha-amylase/subtilisin inhibitor,E3_2_1_1,,vv10500Starch_and_sucrose_metabolism,
141,VIT_06s0061g00220,1142,0.5514,Transcription initiation factor TFIIB,K03124,,vv23022Basal_transcription_factors,
142,VIT_01s0182g00060,1136,0.5488,PHO1-like protein,PHO1,,vv50125Porters_cat_66_to_94,
143,VIT_11s0118g00730,1129,0.5467,No hit,,,,
144,VIT_00s0218g00100,1126,0.5406,Metal transporter Nramp6,NRAMP6,,vv50124Porters_cat_30_to_64,
145,VIT_18s0072g00160,1097,0.5307,Peroxidase 12,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
146,VIT_10s0003g00830,1082,0.5219,Sodium/calcium exchanger family protein,NACAEX,,vv50123Porters_cat_18_to_29,
147,VIT_17s0000g06970,1073,0.5201,Diacylglycerol kinase 1,E2_7_1_107,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
148,VIT_17s0000g08230,1070,0.5137,Unknown protein,,,,
149,VIT_08s0105g00300,1058,0.5116,Phospholipase C,E3_1_4_3,,vv10260Glycine_serine_and_threonine_metabolism,vv10562Inositol_phosphate_metabolism
150,VIT_15s0046g03240,1049,0.5085,Unknown protein,,,,
151,VIT_07s0129g00360,1042,0.5048,Peroxidase 73,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
152,VIT_19s0085g00940,1046,0.5041,Myb domain protein 67,MYB67_1,MYB67B,vv60044MYB,
153,VIT_01s0011g05370,1054,0.5041,Phosphoglucomutase  cytoplasmic,E5_4_2_2,,vv10010Glycolysis,vv10030Pentose_phosphate
154,VIT_13s0019g03370,1042,0.5031,Myb family,MYBREL_22,,vv60045MYBrelated,
155,VIT_15s0048g01500,1041,0.5022,Geraniol 10-hydroxylase,G10H,,vv10902Monoterpenoid_biosynthesis,
156,VIT_09s0002g03130,1041,0.5002,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
157,VIT_08s0040g02100,1028,0.4998,Zinc finger (C2H2 type) JACKDAW,JACKDAW_2,,vv60017C2H2,
158,VIT_01s0011g01320,1032,0.4971,Cholinephosphate cytidylyltransferase,E2_7_7_15,,vv10564Glycerophospholipid_metabolism,
159,VIT_13s0047g00450,1032,0.4966,BHLH038/ORG2 (OBP3-responsive gene 2),ORG2_1,,vv30011Jasmonate_signaling,vv60011BHLH
160,VIT_12s0028g03960,1020,0.4942,Ankyrin repeat protein family,K10380,,vv50108Accessory_factors_involved_in_transport,
161,VIT_18s0001g01320,1012,0.4939,Wall-associated receptor kinase 5,,,,
162,VIT_11s0016g03250,1013,0.4908,Lachrymatory factor synthase,,,,
163,VIT_00s0407g00050,1006,0.4862,No hit,,,,
164,VIT_16s0013g01540,997,0.4840,Ubiquinol-cytochrome C chaperone,,,,
165,VIT_12s0034g02600,1006,0.4825,Leucine Rich Repeat receptor-like kinase,,,,
166,VIT_18s0001g07700,982,0.4767,Ethylene-inducible CTR1,CTR1,,vv30008Ethylene_signaling,
167,VIT_18s0072g00750,984,0.4751,Photosystem I P700 apoprotein A1 [Vitis vinifera],K02689,,vv10195Photosynthesis,vv50105Transport_electron_carriers
168,VIT_08s0007g07750,981,0.4751,Polygalacturonase PG1,E3_2_1_15,,vv40006Cell_wall,
169,VIT_08s0032g00050,980,0.4750,Acyl-activating enzyme 15,E6_2_1_3_AAE15,,vv10071Fatty_acid_metabolism,vv50104Group_translocators
170,VIT_12s0028g01850,974,0.4735,Receptor kinase TRKe,,,,
171,VIT_08s0007g05030,984,0.4719,Myb domain protein 36,MYB36_2,MYB150,vv60044MYB,
172,VIT_18s0164g00020,975,0.4708,Transducin protein,,,,
173,VIT_12s0035g01900,970,0.4695,Pectinesterase family,E3_1_1_11,,vv40006Cell_wall,
174,VIT_15s0048g00510,967,0.4694,Pectinesterase family,E3_1_1_11,,vv40006Cell_wall,
175,VIT_11s0016g01580,957,0.4650,DNA binding,,,,
176,VIT_18s0122g01400,949,0.4596,Exostosin family protein,K02366,,vv11030Glycan_structures-biosynthesis1,
177,VIT_12s0035g02020,939,0.4569,NAC domain-containing protein 34/35,NAC034,VvNAC40,vv60046NAC,
178,VIT_11s0016g02760,938,0.4542,No hit,,,,
179,VIT_07s0005g01070,941,0.4537,No hit,,,,
180,VIT_02s0154g00110<br>VIT_00s0233g00030,915,0.4455,
181,VIT_18s0001g11600,915,0.4435,Transducin protein,,,,
182,VIT_13s0019g03180,913,0.4419,Unknown protein,,,,
183,VIT_06s0009g02640,910,0.4417,Hydroxymethylglutaryl-CoA lyase,E4_1_3_4,,vv10072Synthesis_and_degradation_of_ketone_bodies,vv10280Valine_leucine_and_isoleucine_degradation
184,VIT_04s0044g01860,916,0.4417,Auxin efflux carrier,AUXEFF,,vv50004Auxin_transport,vv50125Porters_cat_66_to_94
185,VIT_18s0072g01050,891,0.4340,SNARE associated gtk16 protein,,,,
186,VIT_19s0177g00320,892,0.4297,Apolipoprotein D,,,,
187,VIT_00s0477g00040,883,0.4260,Clathrin assembly protein 16,CAP16,,vv50110Protein_coat,
188,VIT_01s0137g00170,875,0.4237,B-keto acyl reductase,,,,
189,VIT_07s0141g00180,875,0.4233,POR (PORCINO),PORCINO,,vv44810Regulation_of_actin_cytoskeleton,
190,VIT_11s0037g00870,870,0.4209,AP2-like ethylene-responsive transcription factor,AP2_1,VvAP2-01,vv30008Ethylene_signaling,vv60003AP2_EREBP
191,VIT_12s0035g00100,866,0.4190,Receptor protein kinase,,,,
192,VIT_07s0031g02740,854,0.4138,Auxin-responsive SAUR12,SAUR12,,vv30003Auxin_signaling,
193,VIT_14s0128g00670,851,0.4133,Germin-like protein 3 [Vitis vinifera],,,,
194,VIT_01s0011g03500,853,0.4121,Homocysteine S-methyltransferase 1,E2_1_1_10,,vv10271Methionine_metabolism,
195,VIT_11s0016g03880,844,0.4079,Receptor protein kinase PERK1,,,,
196,VIT_13s0067g03290,840,0.4068,Ribosomal protein L10,K02864,,vv23010Ribosome,
197,VIT_17s0053g00710,836,0.4062,Calcium-dependent protein kinase,,,,
198,VIT_16s0039g01410,838,0.4037,Tocopherol O-methyltransferase  chloroplast precursor,E2_1_1_95,,vv10100Biosynthesis_of_steroids,
199,VIT_12s0035g00530,834,0.4031,Unknown protein,,,,
200,VIT_05s0062g00820,827,0.4011,Unknown protein,,,,
201,VIT_07s0005g00240,833,0.4007,Transducin protein,,,,
202,VIT_05s0094g00560,823,0.3997,Stearoyl-ACP desaturase,E1_14_19_2,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
203,VIT_03s0063g01860,822,0.3969,AOS (allene oxide synthase),E4_2_1_92,,vv10592alpha-Linolenic_acid_metabolism,
204,VIT_07s0005g01470,821,0.3968,Unknown protein,,,,
205,VIT_14s0068g00780,812,0.3947,Nematode chemoreceptor,K08473,,vv50122Porters_cat_7_to_17,
206,VIT_02s0025g03720,817,0.3935,DTA2 (downstream target of AGL15 2),,,,
207,VIT_11s0016g01320,808,0.3905,Myb domain protein 13,MYB13,MYBPA2,vv60044MYB,
208,VIT_08s0007g07140,801,0.3883,Esterase/lipase/thioesterase family protein,,,,
209,VIT_13s0019g03070,801,0.3881,Heat shock protein 17.6 kDa class I,K13993,,vv24141Protein_processing_in_endoplasmic_reticulum,
210,VIT_18s0001g06840,793,0.3855,Peroxidase GvPx2b class III,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
211,VIT_14s0066g00760,794,0.3849,Disease resistance protein (NBS-LRR class),,,,
212,VIT_14s0108g00160,790,0.3813,Pyrrolo-quinoline quinone,K05889,,vv50101Channels_and_pores,
213,VIT_04s0008g02520,775,0.3766,ATP binding protein,,,,
214,VIT_11s0149g00350<br>VIT_11s0206g00030<br>VIT_11s0149g00380,775,0.3744,
215,VIT_06s0061g00790,773,0.3725,Pheophorbide a oxygenase,E1_14_12_20,,vv10860Porphyrin_and_chlorophyll_metabolism,vv50133Primary_active_transporter_cat_A9_to_A18
216,VIT_15s0048g03000,771,0.3725,GTPase RABA3,K07976,,,
217,VIT_10s0116g01840,769,0.3704,No hit,,,,
218,VIT_11s0016g02250,767,0.3696,Unknown protein,,,,
219,VIT_01s0026g02030,767,0.3696,Basic helix-loop-helix (bHLH) family,BHLHDOM_59,,vv60011BHLH,
220,VIT_08s0007g05180,767,0.3693,Unknown,,,,
221,VIT_18s0001g09420,763,0.3681,Progesterone 5-beta-reductase,E1_3_99_6,,vv10140C21-Steroid_hormone_metabolism,
222,VIT_18s0001g09720,751,0.3632,S-domain receptor kinase,,,,
223,VIT_00s0620g00010,749,0.3629,Triacylglycerol lipase,E3_1_1_3,,vv10561Glycerolipid_metabolism,
224,VIT_12s0059g01830,743,0.3605,Unknown,,,,
225,VIT_16s0100g00670,735,0.3571,Homeodomain GLABROUS1,HDG1_2,VvHB55,vv60034HB,
226,VIT_10s0116g01660,738,0.3567,Lactoylglutathione lyase,E4_4_1_5,,vv10620Pyruvate_metabolism,
227,VIT_10s0003g02540,732,0.3543,ABC transporter B member 14,ABCB14,,vv52010ABC_transporters,
228,VIT_04s0023g01720,730,0.3528,SEC14 cytosolic factor  putative,SEC14,,vv50122Porters_cat_7_to_17,
229,VIT_16s0050g01770,729,0.3520,Unknown,,,,
230,VIT_09s0002g03370,722,0.3517,No hit,,,,
231,VIT_18s0041g00290,721,0.3507,Zinc finger (C3HC4-type ring finger),ZFC3HC4_111,,vv60078Other_zf-C3HC4,
232,VIT_02s0025g00610,725,0.3501,Glycoside hydrolase  family 5,,,,
233,VIT_12s0059g01000,721,0.3486,Cellulose synthase CSLB04,E2_4_1_12_CSLB04,,vv40006Cell_wall,
234,VIT_00s0225g00080,717,0.3450,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
235,VIT_18s0089g00390,705,0.3437,Carboxyesterase18 CXE18,E3_1_1_1,,,
236,VIT_14s0068g01280,713,0.3428,V-type H+-transporting ATPase subunit C,K02148,,vv10190Oxidative_phosphorylation,vv44145Phagosome
237,VIT_17s0000g00130,707,0.3411,SEC14 cytosolic factor,SEC14,,vv50122Porters_cat_7_to_17,
238,VIT_03s0063g00550,702,0.3406,Fw2.2 ORFX,,,,
239,VIT_01s0010g02220,705,0.3396,Zinc finger (C3HC4-type ring finger),ZFC3HC4_200,,vv60078Other_zf-C3HC4,
240,VIT_14s0030g01550,698,0.3382,Cysteine synthase 7  cytosolic,E2_5_1_47,,vv10272Cysteine_metabolism,vv10450Selenoamino_acid_metabolism
241,VIT_11s0052g01140,692,0.3338,Membrane protein,,,,
242,VIT_01s0010g03870,686,0.3306,Unknown protein,,,,
243,VIT_17s0000g06290,682,0.3301,Lipase GDSL,,,,
244,VIT_18s0117g00340,683,0.3292,TCP family transcription factor TCP14,TCP14_2,,vv60061TCP,
245,VIT_18s0122g01270,683,0.3288,Protein kinase APK1B,,,,
246,VIT_12s0142g00520,684,0.3282,AAA-type ATPase,,,,
247,VIT_11s0016g02310,673,0.3250,Thioredoxin 2,,,,
248,VIT_11s0118g00180,667,0.3222,HHP1 (heptahelical protein 1),,,,
249,VIT_18s0001g01700,664,0.3200,Histone-lysine N-methyltransferase ASHH2 EFS (early flowering in short days),E2_1_1_43EFS_1,,vv10300Lysine_biosynthesis,vv30009Flower_development
250,VIT_15s0021g02690,661,0.3186,Unfertilized embryo sac 10 UNE10,UNE10_1,,vv60011BHLH,
251,VIT_10s0092g00260,656,0.3174,Alpha-glucosidase 1 (AGLU1),E3_2_1_20,,vv10052Galactose_metabolism,vv10500Starch_and_sucrose_metabolism
252,VIT_05s0020g04560,656,0.3168,Armadillo/beta-catenin repeat protein / U-box domain-containing protein,,,,
253,VIT_16s0013g01950,653,0.3167,Hexose transporter [Vitis vinifera],VVHT4,,vv50121Porters_cat_1_to_6,
254,VIT_04s0023g01890,651,0.3146,Unknown protein,,,,
255,VIT_13s0019g04610,645,0.3105,Salt stress-inducible protein kinase,,,,
256,VIT_11s0016g01920,641,0.3104,EIF-4A3,K13025,,vv23013RNA_transport,vv23015mRNA_surveillance_pathway
257,VIT_18s0001g07140,643,0.3100,Zinc finger homeobox 22,ZFHB22_3,,vv60068Zf-HD,
258,VIT_18s0001g09320,634,0.3072,Casein kinase II subunit alpha-2,K03097,,vv23008Ribosome_biogenesis_in_Eukaryotes,vv34710Circadian_rhythm
259,VIT_10s0003g00780,631,0.3063,Glutamate receptor 3.4,GLR3_4,,vv50101Channels_and_pores,
260,VIT_18s0041g00710,632,0.3062,UDP-glucose: anthocyanidin 5 3-O-glucosyltransferase,RHGT1,,vv10942Anthocyanin_biosynthesis,
261,VIT_14s0060g01540,630,0.3057,Syntaxin 16,K08489,,vv24130SNARE_interactions_in_vesicular_transport,vv50101Channels_and_pores
262,VIT_03s0063g01730,630,0.3052,Viral-response family protein-like,,,,
263,VIT_16s0013g00730,629,0.3052,Fe2+ dioxygenase-like,,,,
264,VIT_19s0090g00770,627,0.3035,F-box family protein,,,,
