Vv_m2,2000,1000,VIT_07s0141g00340
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
35,VIT_03s0017g01380,1846,0.8948,Disease resistance protein (CC-NBS-LRR class),,,,
36,VIT_10s0003g03390,1839,0.8927,Unknown protein,,,,
37,VIT_03s0097g00120,1839,0.8919,Concanavalin A lectin,,,,
38,VIT_14s0066g00060,1829,0.8831,Unknown protein,,,,
39,VIT_17s0000g06090,1823,0.8811,Pentatricopeptide (PPR) repeat-containing protein,,,,
40,VIT_10s0003g03400,1829,0.8781,No hit,,,,
41,VIT_05s0029g00360,1796,0.8697,Dual specificity protein phosphatase,,,,
42,VIT_10s0003g03320,1786,0.8653,Unknown,,,,
43,VIT_10s0003g03340,1757,0.8521,No hit,,,,
44,VIT_05s0049g02200,1759,0.8477,CBS domain containing protein,,,,
45,VIT_01s0010g00870,1751,0.8418,Menaquinone biosynthesis protein,K03183,,vv10130Ubiquinone_biosynthesis,
46,VIT_00s0184g00120,1727,0.8396,R protein L6,K13477,,vv34627R_proteins_from_Plant-pathogen_interaction,
47,VIT_00s0233g00120,1715,0.8374,flavin-containing monooxygenase family protein / FMO family protein,E1_14_13_8,,vv11000Single_reactions,
48,VIT_18s0001g01260<br>VIT_18s0001g00430,1723,0.8372,
49,VIT_18s0001g02210,1702,0.8266,MYB divaricata,DIVARICATA_4,,vv30009Flower_development,vv60044MYB
50,VIT_00s0373g00040,1691,0.8229,Malate dehydrogenase Glyoxysomal,E1_1_1_37,,vv10020Citrate_cycle,vv10620Pyruvate_metabolism
51,VIT_03s0038g00580,1710,0.8217,GATA transcription factor 25,GAT25_2,,vv60016C2C2-GATA,
52,VIT_05s0020g00050,1707,0.8199,No hit,,,,
53,VIT_00s1764g00010,1693,0.8187,1-aminocyclopropane-1-carboxylate synthase,E4_4_1_14,,vv10640Propanoate_metabolism,vv30008Ethylene_signaling
54,VIT_07s0005g01840,1680,0.8167,Patatin,,,,
55,VIT_13s0067g03590,1683,0.8127,R protein MLA10,K13475,,vv34627R_proteins_from_Plant-pathogen_interaction,
56,VIT_01s0011g04030,1680,0.8085,Reticulon family protein (RTNLB9),,,,
57,VIT_19s0015g00270,1675,0.8084,No hit,,,,
58,VIT_03s0017g02240,1672,0.8046,Glucan endo-1 3-beta-glucosidase precursor,E3_2_1_39,,vv10500Starch_and_sucrose_metabolism,
59,VIT_01s0150g00530,1657,0.8013,Unknown protein,,,,
60,VIT_06s0009g00720,1652,0.8012,MKK2,K04368_MKK2,,vv34626Plant-pathogen_interaction,
61,VIT_18s0001g12650,1653,0.8009,Unknown protein,,,,
62,VIT_08s0032g00340,1642,0.7944,No hit,,,,
63,VIT_05s0020g00610,1645,0.7932,Unknown protein,,,,
64,VIT_08s0007g05610,1631,0.7929,Unknown protein,,,,
65,VIT_18s0001g15050,1619,0.7859,Protein phosphatase 2C,E3_1_3_16,,,
66,VIT_10s0003g02720,1601,0.7776,Beta-1 3 glucanase,E3_2_1_6,,,
67,VIT_15s0048g00220,1609,0.7743,Membrane-associated mannitol-induced,MAMI,,vv50109Incompletely_characterized_transport_systems,
68,VIT_15s0021g01720,1597,0.7726,Calcium-binding protein,,,,
69,VIT_16s0013g01880,1604,0.7723,No hit,,,,
70,VIT_05s0136g00390,1589,0.7691,Unknown protein,,,,
71,VIT_07s0005g06580,1592,0.7687,Glycosyl hydrolase 9B10,,,,
72,VIT_09s0002g08750,1567,0.7577,Ankyrin repeat,K10380,,vv50108Accessory_factors_involved_in_transport,
73,VIT_16s0039g01250,1560,0.7536,Receptor kinase homolog LRK10,,,,
74,VIT_14s0066g00050,1542,0.7464,Unknown protein,,,,
75,VIT_16s0050g00920,1534,0.7421,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
76,VIT_01s0127g00570,1534,0.7411,No hit,,,,
77,VIT_14s0030g02110,1502,0.7267,Ca2+-transporting ATPase type 2 isoform 8,K01537,,vv34020Calcium_signaling_pathway,vv50131Primary_active_transporter_cat_A2_to_A4
78,VIT_11s0016g00220,1496,0.7255,Glycosyl hydrolase family 17 protein,,,,
79,VIT_03s0017g02030,1497,0.7249,No hit,,,,
80,VIT_14s0006g01710,1497,0.7221,Isopentenyl-diphosphate delta-isomerase.,E5_3_3_2,,vv10100Biosynthesis_of_steroids,vv10900Terpenoid_biosynthesis
81,VIT_14s0060g01960,1476,0.7165,Pectinesterase; Pectinesterase inhibitor,PMEI,,vv40006Cell_wall,
82,VIT_18s0041g01770,1472,0.7108,No hit,,,,
83,VIT_06s0009g03510,1482,0.7084,Pentatricopeptide (PPR) repeat-containing protein,,,,
84,VIT_07s0005g03950,1457,0.7063,Ankyrin,K10380,,vv50108Accessory_factors_involved_in_transport,
85,VIT_11s0103g00310,1451,0.7003,Unknown protein,,,,
86,VIT_13s0019g00090,1455,0.6992,Unknown,,,,
87,VIT_05s0049g01070,1435,0.6990,Glutathione S-transferase 19 GSTU1,E2_5_1_18_GSTU1,,vv10480Glutathione_metabolism,
88,VIT_01s0011g06590,1441,0.6951,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
89,VIT_07s0031g00950,1395,0.6769,Exonuclease,E3_1_13_1,,,
90,VIT_12s0142g00440,1400,0.6744,ABA-responsive protein HVA22F,HVA22F,,vv30001ABA_signaling,
91,VIT_05s0124g00540,1394,0.6731,EMB1674,EMB1674_2,,vv60087Orphans_KIP1_SANTA,
92,VIT_07s0005g06500,1396,0.6731,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
93,VIT_00s2558g00010,1384,0.6686,TRNA synthetase  class II (D  K and N); Nucleic acid-binding  OB-fold,E6_1_1_6,,vv10300Lysine_biosynthesis,vv20970Aminoacyl-tRNA_biosynthesis
94,VIT_00s0120g00100,1380,0.6635,Asparaginyl-tRNA synthetase  cytoplasmic 3,E6_1_1_22,,vv10252Alanine_and_aspartate_metabolism,vv20970Aminoacyl-tRNA_biosynthesis
95,VIT_18s0001g12280,1350,0.6506,Unknown protein,,,,
96,VIT_06s0004g00050,1331,0.6496,Kinesin family member C3,K10406,,vv44810Regulation_of_actin_cytoskeleton,
97,VIT_00s0179g00010,1329,0.6458,Ankyrin,K10380,,,
98,VIT_12s0035g00990,1323,0.6416,Big apical meristem 1 BAM1,,,,
99,VIT_07s0104g00120,1322,0.6414,Unknown protein,,,,
100,VIT_10s0116g01180,1318,0.6392,Unknown protein,,,,
101,VIT_08s0007g01910,1326,0.6387,Laccase,E1_10_3_2,,vv11000Single_reactions,vv50109Incompletely_characterized_transport_systems
102,VIT_07s0151g00070,1321,0.6372,Ankyrin,K10380,,,
103,VIT_14s0066g00010,1314,0.6363,Unknown protein,,,,
104,VIT_05s0062g01440,1322,0.6356,Receptor kinase RHG4,,,,
105,VIT_12s0035g02110,1318,0.6346,Glutathione S-transferase Z1 GSTZ1,E2_5_1_18_GSTZ1,,vv10480Glutathione_metabolism,
106,VIT_13s0067g03630,1314,0.6329,No hit,,,,
107,VIT_04s0008g05450,1298,0.6280,Phospholipase D alpha 1 precursor (PLD 1) (Choline phosphatase 1),PLDA1,,vv10564Glycerophospholipid_metabolism,vv10565Ether_lipid_metabolism
108,VIT_06s0004g01790,1291,0.6213,Zf A20 and AN1 domain-containing stress-associated protein 5,SAP5_2,,vv60077Other_zf-AN1,
109,VIT_01s0011g04170,1279,0.6185,Phosphatidic acid phosphatase alpha,E3_1_3_4,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
110,VIT_14s0030g00180,1274,0.6152,Unknown protein,,,,
111,VIT_08s0007g08570,1251,0.6064,Lectin-like receptor kinase 1;1,,,,
112,VIT_12s0034g01410,1241,0.6010,Rhomboid,,,,
113,VIT_00s0437g00060,1237,0.6002,Receptor kinase RK20-1,,,,
114,VIT_00s0567g00030,1243,0.5964,Patatin,,,,
115,VIT_02s0025g03190,1235,0.5958,2-oxoglutarate-dependent dioxygenase,,,,
116,VIT_06s0061g00720,1227,0.5953,BHLH transcriptional regulator bHLH029,BHLH029,,vv60011BHLH,
117,VIT_09s0002g06450,1205,0.5861,CYP81B2v1,,,,
118,VIT_05s0049g01100,1207,0.5817,Glutathione S-transferase 25 GSTU7,E2_5_1_18_GSTU7,,vv10480Glutathione_metabolism,
119,VIT_17s0000g08960,1179,0.5693,Raffinose synthase,E2_4_1_82,,vv10052Galactose_metabolism,
120,VIT_10s0042g00370,1167,0.5632,R protein disease resistance protein,RPROT,,vv34627R_proteins_from_Plant-pathogen_interaction,
121,VIT_15s0046g00330,1154,0.5594,CYP703A2,,,,
122,VIT_10s0003g03380,1149,0.5580,No hit,,,,
123,VIT_00s1600g00010,1145,0.5553,No hit,,,,
124,VIT_09s0054g01740,1144,0.5551,C2-HC type zinc finger protein C.e-MyT1,,,,
125,VIT_03s0088g00650,1130,0.5480,Xyloglucan:xyloglucosyl transferase,E2_4_1_207,,vv40006Cell_wall,
126,VIT_13s0101g00260,1132,0.5458,Cinnamyl alcohol dehydrogenase,E1_1_1_195,,vv10940Phenylpropanoid_biosynthesis,
127,VIT_01s0011g05420,1121,0.5455,Fw2.2 ORFX,,,,
128,VIT_00s0153g00070,1121,0.5439,Glutathione S-transferase 8 GSTU8,E2_5_1_18_GSTU8,,vv10480Glutathione_metabolism,
129,VIT_19s0177g00200,1117,0.5401,Plastocyanin domain,K02638,,vv10195Photosynthesis,vv50113Thylakoid_targeting_pathway
130,VIT_07s0151g00650,1111,0.5372,ABI3-interacting protein 2,AIP2,,vv30001ABA_signaling,
131,VIT_04s0023g02770,1101,0.5368,Protein kinase,,,,
132,VIT_18s0072g00540,1092,0.5291,Unknown,,,,
133,VIT_19s0085g00810,1093,0.5290,Glucan endo-1 3-beta-glucosidase precursor,E3_2_1_39,,vv10500Starch_and_sucrose_metabolism,
134,VIT_18s0075g00950,1086,0.5269,Laccase,E1_10_3_2,,vv11000Single_reactions,vv50109Incompletely_characterized_transport_systems
135,VIT_11s0016g04090,1086,0.5224,DNA repair protein MutS,,,,
136,VIT_07s0129g00260,1077,0.5223,N-acetyltransferase hookless1 HLS1,HLS1_1,,vv30008Ethylene_signaling,vv50004Auxin_transport
137,VIT_12s0057g00410,1067,0.5200,Mo25,K08272,,vv34150mTOR_signaling_pathway,
138,VIT_18s0001g03570,1067,0.5160,Thaumatin ATLP-1,,,,
139,VIT_07s0141g00370,1068,0.5137,No hit,,,,
140,VIT_19s0027g00660,1064,0.5135,R protein  PRF  disease resistance protein,K13453,,vv34627R_proteins_from_Plant-pathogen_interaction,
141,VIT_08s0007g03860,1053,0.5094,S-receptor kinase,,,,
142,VIT_18s0001g03490,1053,0.5087,Flavonol synthase,E1_14_11_23,,vv10941Flavonoid_biosynthesis,
143,VIT_07s0005g05850,1054,0.5045,Unknown protein,,,,
144,VIT_12s0034g00980,1027,0.5017,Peptidase C50  separase,K02365,,vv44110Cell_cycle,
145,VIT_18s0001g04160,1040,0.5005,Translation initiation factor eIF-5,K03262,,vv23013RNA_transport,
146,VIT_16s0013g01760,1032,0.4978,Derlin-1,K11519,,vv24141Protein_processing_in_endoplasmic_reticulum,vv50133Primary_active_transporter_cat_A9_to_A18
147,VIT_03s0088g00690,1028,0.4969,Pathogenesis-related protein 1 precursor (PRP 1),PRP1,,vv30011Jasmonate_signaling,vv34626Plant-pathogen_interaction
148,VIT_07s0141g00480,1027,0.4964,No hit,,,,
149,VIT_03s0180g00060,1023,0.4964,Late embryonic abundant protein EMB7,,,,
150,VIT_01s0010g03290,1013,0.4908,Beta 1 3-glycosyltransferase I,,,,
151,VIT_13s0147g00230,1003,0.4881,Unknown protein,,,,
152,VIT_04s0023g02580,1004,0.4855,No hit,,,,
153,VIT_19s0015g00260,1002,0.4824,Import inner membrane translocase subunit TIM50,TIM50,,vv50132Primary_active_transporter_cat_A5_to_A8,
154,VIT_15s0024g00730,996,0.4807,Ankyrin,K10380,,vv50108Accessory_factors_involved_in_transport,
155,VIT_14s0006g01700,985,0.4770,Isopentenyl diphosphate isomerase 2,E5_3_3_2,,vv10100Biosynthesis_of_steroids,vv10900Terpenoid_biosynthesis
156,VIT_07s0205g00190,975,0.4717,Basic helix-loop-helix (bHLH) family,BHLHDOM_57,,vv60011BHLH,
157,VIT_07s0005g04270,968,0.4692,No hit,,,,
158,VIT_13s0067g00750,964,0.4662,R protein  PRF  disease resistance protein,K13453,,vv34627R_proteins_from_Plant-pathogen_interaction,
159,VIT_07s0104g01440,955,0.4629,Phototropic-responsive NPH3,,,,
160,VIT_19s0015g00210,944,0.4583,Zinc transporter ZIP11,ZIP11,,vv50121Porters_cat_1_to_6,
161,VIT_07s0151g00990,948,0.4553,Ankyrin repeat protein,,,,
162,VIT_06s0061g00850,937,0.4518,Harpin-induced protein,,,,
163,VIT_17s0000g03260,928,0.4500,Reticulon (RTNLB9),,,,
164,VIT_07s0185g00030,916,0.4425,Ubiquitin-associated (UBA)/TS-N domain-containing protein,,,,
165,VIT_09s0002g01220,905,0.4376,Unknown protein,,,,
166,VIT_14s0068g00670,904,0.4369,Heavy-metal-associated domain-containing protein,,,,
167,VIT_06s0009g01090,904,0.4363,Heat shock  HSP20 family protein,K13993,,vv24141Protein_processing_in_endoplasmic_reticulum,
168,VIT_03s0097g00090,903,0.4356,Lectin protein kinase,,,,
169,VIT_01s0011g06240,896,0.4352,Cytochrome B561,K08360,,vv50105Transport_electron_carriers,
170,VIT_00s0281g00030,898,0.4336,No hit,,,,
171,VIT_12s0059g00700,875,0.4264,MYB33 /GAMYB,MYB33,MYB160,vv30001ABA_signaling,vv60044MYB
172,VIT_19s0027g01660,878,0.4260,Peptidyl-prolyl cis-trans isomerase-like 4,K12735,,vv23040Spliceosome,
173,VIT_09s0002g03000,877,0.4247,Leucine-rich repeat protein kinase,,,,
174,VIT_04s0008g00460,867,0.4215,Unknown protein,,,,
175,VIT_09s0002g02660,871,0.4210,Unknown protein,,,,
176,VIT_07s0005g03250,858,0.4149,No hit,,,,
177,VIT_14s0171g00440,855,0.4146,Glyceraldehyde-3-phosphate dehydrogenase GAPC3 cytosolic,E1_2_1_12,,vv10010Glycolysis,
178,VIT_02s0154g00150,854,0.4144,PLATZ transcription factor,PLATZFAM_6,,vv60049PLATZ,
179,VIT_19s0014g03100,846,0.4091,flavodoxin family protein,,,,
180,VIT_09s0002g07830,836,0.4052,Leucine-rich repeat protein kinase,,,,
181,VIT_02s0087g00610,839,0.4036,Unknown protein,,,,
182,VIT_02s0033g01360,829,0.4028,forminy 2 domain-containing protein,FH2,,vv44810Regulation_of_actin_cytoskeleton,
183,VIT_19s0090g01650,830,0.4014,LOP1 TRN1 (LOPPED 1  TORNADO 1),LOP1,,vv50004Auxin_transport,
184,VIT_17s0000g00680,822,0.4004,No hit,,,,
185,VIT_17s0053g00670,818,0.3965,Vegetative storage protein,,,,
186,VIT_04s0008g01260,815,0.3952,Zinc transporter ZIP4,ZIP4,,vv50121Porters_cat_1_to_6,
187,VIT_01s0026g00970,816,0.3948,Cupin family protein,,,,
188,VIT_02s0012g00850,813,0.3926,Splicing factor PWI domain-containing protein,,,,
189,VIT_11s0016g01520<br>VITisv_015848<br>VIT_11s0016g01640,810,0.3907,
190,VIT_06s0004g05400,814,0.3904,Tropinone reductase,E1_1_1_206,,vv10220Urea_cycle_and_metabolism_of_amino_groups,
191,VIT_02s0025g02720,809,0.3888,Unknown protein,,,,
192,VIT_05s0062g01270,803,0.3872,Cyclo-DOPA 5-O-glucosyltransferase,CD5OGT,,vv10350Tyrosine_metabolism,
193,VIT_00s1682g00010,802,0.3869,Copper amine oxidase,E1_4_3_4,,vv10220Urea_cycle_and_metabolism_of_amino_groups,vv10340Histidine_metabolism
194,VIT_01s0011g02410,798,0.3866,Unknown,,,,
195,VIT_00s0288g00040,791,0.3825,TIR-NBS disease resistance,,,,
196,VIT_01s0127g00750,777,0.3768,Polyamine oxidase precursor,E1_5_3_11,,vv11000Single_reactions,
197,VIT_10s0071g01090,777,0.3763,LUG (LEUNIG),LEUNIG_8,,vv30009Flower_development,vv60041LUG
198,VIT_07s0191g00190,777,0.3750,GTP cyclohydrolase II/3 4-dihydroxy-2-butanone 4-phosphate synthase,E3_5_4_25,,vv10740Riboflavin_metabolism,
199,VIT_09s0018g02020,775,0.3749,Syntaxin 1B/2/3/4,K08486,,vv24130SNARE_interactions_in_vesicular_transport,vv50101Channels_and_pores
200,VIT_01s0137g00730,776,0.3742,Acetylcholinesterase,E3_1_1_7,,vv10564Glycerophospholipid_metabolism,
201,VIT_12s0059g01920,768,0.3734,Strubbelig-receptor family 3,,,,
202,VIT_14s0036g01320,769,0.3728,SOD Cu/Zn superoxide dismutase,K04565,,vv44146Peroxisome,
203,VIT_03s0038g02820,770,0.3711,Unknown protein,,,,
204,VIT_12s0028g03820,767,0.3711,No hit,,,,
205,VIT_14s0068g01830,768,0.3703,Unknown protein,,,,
206,VIT_08s0056g01200,758,0.3687,Wuschel related homeobox 12,WOX12,VvHB28,vv60034HB,
207,VIT_08s0007g02630,758,0.3685,Secoisolariciresinol dehydrogenase,SIRD,,vv10940Phenylpropanoid_biosynthesis,
208,VIT_09s0002g02170,762,0.3681,No hit,,,,
209,VIT_01s0137g00440,761,0.3673,Cellulase,E3_2_1_4,,vv40006Cell_wall,
210,VIT_10s0003g03360,752,0.3631,No hit,,,,
211,VIT_00s1927g00010,742,0.3595,Unknown,,,,
212,VIT_01s0011g06610,742,0.3593,Glutamate decarboxylase,E4_1_1_15,,vv10251Glutamate_metabolism,vv10252Alanine_and_aspartate_metabolism
213,VIT_15s0046g02080,740,0.3592,Unknown,,,,
214,VIT_05s0094g01220,745,0.3570,CYP706A6,,,,
215,VIT_17s0053g00740,738,0.3560,NAC domain containing protein 57,NAC057_1,VvNAC57,vv60046NAC,
216,VIT_18s0086g00500,727,0.3495,Alpha-expansin 6 precursor,EXPA6,,vv30003Auxin_signaling,
217,VIT_13s0019g02690,722,0.3491,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
218,VIT_00s0125g00430,710,0.3455,Root hair defective 3 GTP-binding (RHD3),,,,
219,VIT_11s0052g01110,715,0.3426,4-coumarate-CoA ligase 1,E6_2_1_12,,vv10940Phenylpropanoid_biosynthesis,vv50104Group_translocators
220,VIT_19s0093g00390,706,0.3422,Glutathione S-transferase 25 GSTU25,E2_5_1_18_GSTU25,,vv10480Glutathione_metabolism,
221,VIT_13s0064g00980,701,0.3396,Telomerase reverse transcriptase (TERT),K00992,,,
222,VIT_01s0137g00390,704,0.3388,Unknown protein,,,,
223,VIT_03s0017g02190,693,0.3367,ZIP family transporter,ZIP1,,vv50121Porters_cat_1_to_6,
224,VIT_00s0192g00010,696,0.3366,No hit,,,,
225,VIT_06s0009g01400,689,0.3341,Unknown protein,,,,
226,VIT_01s0011g06470,681,0.3303,Galacturonic acid reductase,E1_1_1_203,,vv40006Cell_wall,
227,VIT_03s0088g00730,679,0.3285,Methionine sulfoxide reductase,E1_8_4_11,,vv10271Methionine_metabolism,
228,VIT_18s0001g06260,678,0.3258,R protein L6,K13477,,vv34627R_proteins_from_Plant-pathogen_interaction,
229,VIT_14s0066g00020<br>VIT_14s0066g00070<br>VIT_14s0066g00100<br>VIT_14s0066g00120,673,0.3251,
230,VIT_15s0021g01690,671,0.3249,Calcium-binding protein,,,,
231,VIT_06s0061g01010,662,0.3206,Prolylcarboxypeptidase,E3_4_16_2,,,
232,VIT_04s0008g06190,668,0.3204,Polyprotein,,,,
233,VIT_12s0028g00530,655,0.3189,Cytochrome B561,K08360,,vv50105Transport_electron_carriers,
234,VIT_17s0000g06310,657,0.3172,Cycling DOF factor 2,CDF2_3,,vv60015C2C2-DOF,
235,VIT_10s0003g02620,641,0.3130,AWPM19,AWPM19,,vv30001ABA_signaling,
236,VIT_10s0116g00530,648,0.3120,Thiazole biosynthetic enzyme  chloroplast (ARA6),E2_5_1_3,,vv10730Thiamine_metabolism,
237,VIT_16s0039g00300,643,0.3112,Unknown protein,,,,
238,VIT_13s0067g01840,642,0.3106,ferritin,E1_16_3_1,,vv10860Porphyrin_and_chlorophyll_metabolism,
239,VIT_03s0063g01260,640,0.3078,Nodulin 1A  Senescence-associated,,,,
240,VIT_12s0121g00390,634,0.3067,Diacylglycerol kinase,E2_7_1_107,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
241,VIT_19s0015g01150,633,0.3059,Kinesin 4 motor protein,K10395,,vv44810Regulation_of_actin_cytoskeleton,
242,VIT_18s0001g14900,632,0.3055,La domain-containing protein,,,,
243,VIT_10s0003g05840,633,0.3054,Unknown protein,,,,
244,VIT_08s0007g04330,631,0.3053,CHUP1 (chloroplast unusual positioning 1),CHUP1,,vv44810Regulation_of_actin_cytoskeleton,
245,VIT_05s0102g00030,625,0.3038,Ankyrin repeat protein family,K10380,,vv50108Accessory_factors_involved_in_transport,
246,VIT_15s0046g01620,624,0.3023,Glycosyl transferase family 1 protein,,,,
247,VIT_12s0059g02590,625,0.3011,Receptor protein kinase RK20-1,,,,
248,VIT_09s0002g00320,620,0.3000,Pectinesterase PME3,E3_1_1_11,,vv40006Cell_wall,
249,VIT_18s0001g05160,621,0.2996,Glycosyl hydrolase family 3 protein,,,,
250,VIT_13s0147g00210,624,0.2993,Unknown protein,,,,
251,VIT_04s0008g02880,617,0.2975,Extracellular ligand-gated ion channel,EXLIGIONCH,,vv50109Incompletely_characterized_transport_systems,
252,VIT_13s0106g00040,614,0.2955,Ankyrin,K10380,,vv50108Accessory_factors_involved_in_transport,
253,VIT_14s0060g02630,609,0.2948,Unknown protein,,,,
254,VIT_00s0179g00030,612,0.2942,Ankyrin,K10380,,vv50108Accessory_factors_involved_in_transport,
255,VIT_04s0008g05580,603,0.2917,Unknown protein,,,,
256,VIT_07s0031g02620,603,0.2914,Aspartic proteinase Asp1 precursor,E3_4_23_x,,,
257,VIT_01s0011g05520,601,0.2908,Unknown protein,,,,
258,VIT_18s0089g00700,598,0.2893,CYP714A1,,,,
259,VIT_08s0007g01060,592,0.2856,Delta 1-pyrroline-5-carboxylate synthetase (P5CS),E1_5_1_2,,vv10330Arginine_and_proline_metabolism,
260,VIT_13s0156g00090,581,0.2797,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
261,VIT_17s0053g00860,577,0.2790,Cyclic nucleotide-binding transporter 1,K05391_CNBT1,,vv34626Plant-pathogen_interaction,vv50101Channels_and_pores
262,VIT_06s0004g07650,571,0.2764,Taxadien-5-alpha-ol-O-acetyltransferase,E2_3_1_162,,vv10904Diterpenoid_biosynthesis,
263,VIT_08s0007g04150,569,0.2757,RKL1 (Receptor-like kinase 1),,,,
264,VIT_09s0002g08300,567,0.2751,R protein MLA10,K13475,,vv34627R_proteins_from_Plant-pathogen_interaction,
265,VIT_02s0012g01690,564,0.2741,No hit,,,,
266,VIT_01s0010g01830,557,0.2684,Regulator of nonsense transcripts 1,K14326,,vv23013RNA_transport,vv23015mRNA_surveillance_pathway
267,VIT_14s0219g00230,554,0.2682,Pectate lyase,E4_2_2_2,,vv40006Cell_wall,
268,VIT_17s0000g03550,552,0.2677,Basic helix-loop-helix (bHLH) family,BHLHDOM_37,,vv60011BHLH,
269,VIT_18s0001g15420,551,0.2648,Auxin efflux carrier protein 6,AUXEFF6,,vv50004Auxin_transport,vv50125Porters_cat_66_to_94
270,VIT_07s0005g01880,538,0.2612,Patatin,,,,
271,VIT_00s0291g00030,540,0.2611,Enhancer of shoot regeneration 1 ESR1,ESR1_1,VvERF067,vv30008Ethylene_signaling,vv60003AP2_EREBP
272,VIT_00s0288g00020,539,0.2593,Nematode resistance-like protein,,,,
273,VIT_17s0000g03300,533,0.2561,Unknown protein,,,,
274,VIT_03s0063g00040,529,0.2551,Abscisic acid-specific glucosyltransferase,AOG,,vv10906Carotenoid_biosynthesis,vv11013ABA_biosynthesis
275,VIT_11s0016g05810,530,0.2544,Potassium channel SKOR,SKOR,,vv50101Channels_and_pores,
276,VIT_07s0005g02020,525,0.2541,Sulfate adenylyltransferase,E2_7_7_4,,vv10230Purine_metabolism,vv10450Selenoamino_acid_metabolism
277,VIT_06s0004g03760,517,0.2494,Laccase,E1_10_3_2,,vv11000Single_reactions,vv50109Incompletely_characterized_transport_systems
278,VIT_13s0084g00250,509,0.2466,Steroid sulfotransferase,E2_8_2_15,,vv11000Single_reactions,
