Vv_m2,2000,1000,VIT_06s0004g01470
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
39,VIT_02s0033g01050,1731,0.8370,Anthraniloyal-CoA: methanol anthraniloyal transferase,AMAT,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
40,VIT_07s0104g00490,1722,0.8351,Unknown,,,,
41,VIT_16s0022g00830,1739,0.8341,Pectin methylesterase inhibitor,PMEI,,vv40006Cell_wall,
42,VIT_00s0192g00120,1730,0.8329,FtsH protease 4 ftsh4,FTSH4,,,
43,VIT_07s0205g00060,1722,0.8323,Dihydrouridine synthase 2,K05543,,,
44,VIT_00s0199g00190,1712,0.8291,14-3-3 protein GF14 kappa (GRF8),,,,
45,VIT_13s0019g00580,1690,0.8208,Asp/Glu racemase; Tetratricopeptide helical,K01797,,,
46,VIT_00s1232g00020,1706,0.8202,Ribosomal protein L12,K02869,,vv23010Ribosome,
47,VIT_05s0051g00780,1682,0.8087,Glutamate receptor protein,GLR2_7,,vv50101Channels_and_pores,
48,VIT_11s0016g02210,1676,0.8065,GATA transcription factor 24,GAT24,,vv60016C2C2-GATA,
49,VIT_00s0251g00080,1657,0.8036,No hit,,,,
50,VIT_01s0137g00510,1655,0.8018,CYP71B10,CYP71B10,,vv10940Phenylpropanoid_biosynthesis,
51,VIT_12s0035g00150,1653,0.8001,Leucine Rich Repeat receptor-like kinase,,,,
52,VIT_07s0104g00610,1651,0.7960,Glutamine synthetase,E6_3_1_2,,vv10251Glutamate_metabolism,vv10550Peptidoglycan_biosynthesis
53,VIT_12s0034g02160,1636,0.7949,Importin beta-2,K14293_2,,vv23013RNA_transport,vv50109Incompletely_characterized_transport_systems
54,VIT_05s0020g05060,1632,0.7896,Cellulose synthase CSLG2,E2_4_1_12_CSLG2,,vv40006Cell_wall,
55,VIT_12s0035g00060,1632,0.7869,DNA (cytosine-5)-methyltransferase,E2_1_1_37,,vv10271Methionine_metabolism,
56,VIT_05s0062g00640,1609,0.7780,UDP-glucose:flavonoid 7-O-glucosyltransferase,E2_4_1_237,,vv10941Flavonoid_biosynthesis,
57,VIT_09s0054g01260,1604,0.7753,No hit,,,,
58,VIT_10s0092g00430,1596,0.7740,No hit,,,,
59,VIT_00s0261g00050,1599,0.7717,No hit,,,,
60,VIT_12s0034g01770,1587,0.7715,Unknown,,,,
61,VIT_19s0027g00520,1600,0.7711,Peptidase  trypsin serine and cysteine proteases,,,,
62,VIT_12s0034g02570,1584,0.7704,Leucine Rich Repeat receptor-like kinase,,,,
63,VIT_12s0035g00110,1610,0.7703,Leucine Rich Repeat receptor-like kinase,,,,
64,VIT_18s0001g08400,1599,0.7702,No hit,,,,
65,VIT_06s0061g00980,1557,0.7504,Prolylcarboxypeptidase,E3_4_16_2,,,
66,VIT_05s0124g00550,1543,0.7479,Unknown protein,,,,
67,VIT_00s0125g00300,1545,0.7467,No hit,,,,
68,VIT_04s0008g03600,1539,0.7453,Tocopherol cyclase,K09834,,vv10100Biosynthesis_of_steroids,
69,VIT_15s0046g02250,1545,0.7439,Angustifolia,,,,
70,VIT_00s0227g00180<br>VIT_00s0582g00020,1536,0.7420,
71,VIT_05s0062g01280,1533,0.7406,Cyclo-DOPA 5-O-glucosyltransferase,CD5OGT,,vv10350Tyrosine_metabolism,
72,VIT_12s0034g02460,1515,0.7387,Unknown,,,,
73,VIT_03s0038g04110,1510,0.7323,AT-hook DNA-binding protein,,,,
74,VIT_14s0128g00010,1511,0.7321,No hit,,,,
75,VIT_04s0008g06280,1504,0.7287,Calcium-binding EF hand,,,,
76,VIT_17s0000g08110,1502,0.7274,Nodulin MtN3,,,,
77,VIT_19s0090g00840,1488,0.7192,WRKY DNA-binding protein 6,WRKY6_2,VvWRKY55,vv60066WRKY,
78,VIT_19s0015g01030,1472,0.7173,No hit,,,,
79,VIT_18s0001g01760,1476,0.7169,PISTILLATA (PI) floral homeotic protein,PISTILLATA_1,,vv30009Flower_development,vv60042MADS
80,VIT_14s0171g00440,1463,0.7119,Glyceraldehyde-3-phosphate dehydrogenase GAPC3 cytosolic,E1_2_1_12,,vv10010Glycolysis,
81,VIT_16s0098g01420,1464,0.7086,DOF affecting germination 1,DAG1_2,,vv60015C2C2-DOF,
82,VIT_09s0018g00230,1467,0.7084,Phosphoglucomutase/phosphomannomutase C terminal,E5_4_2_2,,vv10010Glycolysis,vv10030Pentose_phosphate
83,VIT_18s0001g14810,1474,0.7080,Lipase 3 (EXL3) family II extracellular,,,,
84,VIT_08s0007g02840,1453,0.7047,Unknown protein,,,,
85,VIT_11s0037g00680,1451,0.7027,Leucine Rich Repeat receptor-like kinase,,,,
86,VIT_14s0006g01700,1446,0.7013,Isopentenyl diphosphate isomerase 2,E5_3_3_2,,vv10100Biosynthesis_of_steroids,vv10900Terpenoid_biosynthesis
87,VIT_05s0124g00230,1447,0.7000,F-box domain containing protein,,,,
88,VIT_16s0039g01230,1444,0.6972,VPS5A subunit of retromer complex,VPS5A,,vv50110Protein_coat,
89,VIT_19s0015g01210,1432,0.6925,KH domain-containing protein,,,,
90,VIT_13s0067g01580,1413,0.6839,Anthocyaninless2 (ANL2),ANL2_4,,vv60034HB,
91,VIT_10s0003g00760,1415,0.6836,Glutamate receptor protein,GLR2_9,,vv50101Channels_and_pores,
92,VIT_15s0021g01690,1407,0.6833,Calcium-binding protein,,,,
93,VIT_17s0000g09950,1413,0.6826,Heat shock cognate 70 kDa protein 1 (HSC70-1) (HSP70-1),HSC701,,vv23040Spliceosome,vv24141Protein_processing_in_endoplasmic_reticulum
94,VIT_16s0039g01250,1402,0.6770,Receptor kinase homolog LRK10,,,,
95,VIT_13s0067g01440,1396,0.6754,Pentatricopeptide (PPR) repeat-containing protein,,,,
96,VIT_08s0058g01470,1393,0.6736,No hit,,,,
97,VIT_08s0040g00790,1390,0.6725,FK506-binding protein 4/5,K09571,,vv50108Accessory_factors_involved_in_transport,
98,VIT_11s0149g00210,1390,0.6725,H(+)-ATPase 8 AHA8,K01535,,vv10190Oxidative_phosphorylation,vv50131Primary_active_transporter_cat_A2_to_A4
99,VIT_18s0001g04080,1381,0.6675,Sesquiterpene synthase,E2_5_1_21,,vv10100Biosynthesis_of_steroids,vv10900Terpenoid_biosynthesis
100,VIT_17s0000g09550,1376,0.6644,CYP71A26,,,,
101,VIT_15s0045g01150,1364,0.6621,No hit,,,,
102,VIT_10s0092g00470,1351,0.6597,SHR5-receptor-like kinase,,,,
103,VIT_12s0035g00010,1359,0.6594,DNA (cytosine-5)-methyltransferase (ATHIM),E2_1_1_37,,vv10271Methionine_metabolism,
104,VIT_13s0156g00570,1351,0.6571,S-receptor kinase,,,,
105,VIT_14s0030g01550,1367,0.6560,Cysteine synthase 7  cytosolic,E2_5_1_47,,vv10272Cysteine_metabolism,vv10450Selenoamino_acid_metabolism
106,VIT_09s0002g06950,1355,0.6540,ABC transporter g family pleiotropic drug resistance 12 PDR12,ABCGPDR12,,vv52010ABC_transporters,
107,VIT_10s0003g03990,1359,0.6537,No hit,,,,
108,VIT_13s0019g04050,1358,0.6513,TET6 (tetraspanin6),,,,
109,VIT_05s0077g01740,1344,0.6502,Polygalacturonase GH28,E3_2_1_15,,vv40006Cell_wall,
110,VIT_01s0026g02240,1328,0.6437,ANTR2 (anion transporter 2,ANTR2,,vv50121Porters_cat_1_to_6,
111,VIT_05s0020g04140,1331,0.6418,Unknown protein,,,,
112,VIT_05s0165g00100,1328,0.6415,Elongation factor 1-alpha,K03231,,vv23013RNA_transport,
113,VIT_08s0007g00960,1327,0.6386,Wall-associated receptor kinase-like 20,,,,
114,VIT_05s0077g00260,1317,0.6368,Transducin protein,,,,
115,VIT_13s0019g01530,1299,0.6312,Adaptor-related protein complex 3  beta 2 subunit,AP3B2,,vv50110Protein_coat,
116,VIT_08s0058g01080,1306,0.6309,No hit,,,,
117,VIT_12s0035g00140,1299,0.6278,Leucine Rich Repeat receptor-like kinase,,,,
118,VIT_16s0050g00730,1304,0.6272,3-ketoacyl-CoA reductase 3,,,,
119,VIT_03s0063g02430,1301,0.6270,Major Facilitator Superfamily,MFS,,vv50121Porters_cat_1_to_6,
120,VIT_16s0148g00270,1298,0.6261,No hit,,,,
121,VIT_05s0029g00380,1296,0.6258,No hit,,,,
122,VIT_18s0001g14930,1288,0.6255,Unknown protein,,,,
123,VIT_03s0038g02950,1301,0.6252,Pentatricopeptide (PPR) repeat-containing protein,,,,
124,VIT_16s0050g00220,1288,0.6204,Cofilin,K05765,,vv44810Regulation_of_actin_cytoskeleton,
125,VIT_19s0090g01020,1293,0.6201,Molybdopterin biosynthesis protein CNX5,K11996,,vv10790Folate_biosynthesis,vv24122Sulfur_relay_system
126,VIT_03s0063g00550,1283,0.6168,Fw2.2 ORFX,,,,
127,VIT_07s0151g01000,1267,0.6130,Photosystem I reaction center subunit II (PSAD),K02692,,vv10195Photosynthesis,vv50105Transport_electron_carriers
128,VIT_07s0005g00910,1261,0.6109,Zinc finger (MYND type),ZFMYND_2,,vv60067Zf-MYND,
129,VIT_02s0033g01030,1239,0.6074,Anthraniloyal-CoA: methanol anthraniloyal transferase,AMAT,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
130,VIT_10s0092g00650,1258,0.6071,Receptor kinase RK20-1,,,,
131,VIT_01s0026g01680,1261,0.6071,Pectate lyase,E4_2_2_2,,vv40006Cell_wall,
132,VIT_08s0032g00740,1252,0.6063,Pentatricopeptide (PPR) repeat-containing,,,,
133,VIT_15s0046g00600,1240,0.5996,No hit,,,,
134,VIT_03s0063g00740,1236,0.5977,Carboxylesterase CXE,E3_1_1_1,,,
135,VIT_11s0052g01640,1211,0.5887,flavonol 3-O-glucosyltransferase,E2_4_1_91,,vv10941Flavonoid_biosynthesis,
136,VIT_08s0007g01420,1218,0.5870,Glutathione S-transferase 8 GSTU8,E2_5_1_18_GSTU8,,vv10480Glutathione_metabolism,
137,VIT_08s0032g00880,1200,0.5822,No hit,,,,
138,VIT_08s0105g00300,1208,0.5822,Phospholipase C,E3_1_4_3,,vv10260Glycine_serine_and_threonine_metabolism,vv10562Inositol_phosphate_metabolism
139,VIT_03s0038g04690,1205,0.5818,Isoflavone reductase protein 6,E1_3_1_45,,vv10943Isoflavonoid_biosynthesis,
140,VIT_01s0010g01490,1206,0.5812,Lysine histidine transporter 1,LHT1,,vv50123Porters_cat_18_to_29,
141,VIT_06s0009g01170,1186,0.5732,No hit,,,,
142,VIT_06s0004g01510,1175,0.5698,Lipoxygenase (LOX2),E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
143,VIT_10s0003g02160,1179,0.5690,Trehalose-phosphatase,E2_4_1_15,,vv10500Starch_and_sucrose_metabolism,
144,VIT_18s0086g00220,1171,0.5660,Lipase GDSL,,,,
145,VIT_13s0064g00510,1172,0.5632,No hit,,,,
146,VIT_09s0002g03030,1155,0.5626,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
147,VIT_09s0002g06940,1163,0.5616,ABC transporter g family pleiotropic drug resistance 12 PDR12,ABCGPDR12,,vv52010ABC_transporters,
148,VIT_11s0016g03500,1160,0.5609,Unknown protein,,,,
149,VIT_13s0156g00580,1161,0.5609,S-receptor kinase,,,,
150,VIT_10s0003g03580,1154,0.5578,Aquaporin PIP3,PIP3,,vv50101Channels_and_pores,
151,VIT_09s0002g02990,1154,0.5564,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
152,VIT_12s0134g00020,1155,0.5561,Isoprene synthase,E4_2_3_27,,vv10900Terpenoid_biosynthesis,
153,VIT_12s0034g00180,1146,0.5558,Acyl-[acyl-carrier-protein] desaturase,E1_14_19_2,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
154,VIT_04s0079g00010,1141,0.5536,Expansin-A7,EXPA7,,vv30003Auxin_signaling,
155,VIT_09s0018g01790,1142,0.5498,Integral membrane Yip1 family protein,YIP1,,vv50110Protein_coat,
156,VIT_17s0000g03940,1136,0.5488,ferulate 5-hydroxylase,K09755,,vv10940Phenylpropanoid_biosynthesis,
157,VIT_16s0022g01700,1136,0.5485,No hit,,,,
158,VIT_02s0012g01990,1140,0.5483,4-hydroxyphenylpyruvate dioxygenase,E1_13_11_27,,vv10350Tyrosine_metabolism,vv10360Phenylalanine_metabolism
159,VIT_06s0004g04850,1119,0.5411,XH/XS domain-containing protein,,,,
160,VIT_07s0005g04540,1109,0.5410,Poly(A) binding protein 8,,,,
161,VIT_06s0080g00810,1118,0.5406,Lycopene beta cyclase (LYC),K06443,,vv10906Carotenoid_biosynthesis,
162,VIT_03s0017g00700,1113,0.5379,Oxidoreductase  2OG-Fe(II) oxygenase,,,,
163,VIT_15s0046g03470,1108,0.5368,Unknown,,,,
164,VIT_16s0022g00840,1114,0.5361,Invertase/pectin methylesterase inhibitor,PMEI,,vv40006Cell_wall,
165,VIT_12s0142g00800,1115,0.5348,Leucine-rich repeat protein kinase,,,,
166,VIT_02s0087g00190,1094,0.5277,SH3 domain-containing protein 2,SH3P2,,vv50110Protein_coat,
167,VIT_19s0135g00130,1083,0.5260,CYP72A57,K13400,,vv10902Monoterpenoid_biosynthesis,
168,VIT_18s0001g03830,1085,0.5254,Unknown protein,,,,
169,VIT_06s0061g00230,1081,0.5217,ABC transporter G member 7,ABCG7,,vv52010ABC_transporters,
170,VIT_03s0017g01130,1077,0.5210,Cis-zeatin O-beta-D-glucosyltransferase,E2_4_1_215,,vv10908Zeatin_biosynthesis,
171,VIT_04s0008g06600,1073,0.5206,WRKY DNA-binding protein 32,WRKY32_1,VvWRKY09,vv60066WRKY,
172,VIT_18s0122g00990,1064,0.5133,Glutamate receptor Ionotropic,GLR3_3,,vv50101Channels_and_pores,
173,VIT_13s0047g00370,1063,0.5115,Enoyl-CoA hydratase,E4_2_1_17,vv10650Butanoate_metabolism,vv10062Fatty_acid_elongation_in_mitochondria,vv10071Fatty_acid_metabolism
174,VIT_07s0141g00180,1060,0.5106,POR (PORCINO),PORCINO,,vv44810Regulation_of_actin_cytoskeleton,
175,VIT_12s0142g00310,1058,0.5104,Oxygen evolving enhancer 3 (PsbQ),K08901,,vv10195Photosynthesis,vv50113Thylakoid_targeting_pathway
176,VIT_07s0005g01070,1049,0.5100,No hit,,,,
177,VIT_04s0023g01060,1053,0.5085,Proton gradient regulation 3,PGR3,,,
178,VIT_16s0050g00720,1047,0.5053,Ubiquitin-protein ligase ASK21,ASK21,,vv30003Auxin_signaling,
179,VIT_06s0004g02230,1049,0.5053,Unknown protein,,,,
180,VIT_15s0048g00540,1026,0.4971,Golgi SNARE 12 protein,K08495,,vv24130SNARE_interactions_in_vesicular_transport,
181,VIT_07s0104g00300,1032,0.4957,Hemolysin,K06442,,vv50109Incompletely_characterized_transport_systems,
182,VIT_17s0000g01380,1028,0.4940,Ubiquitin-activating enzyme E1 domain-containing protein 1,K03178,,vv24120Ubiquitin_mediated_proteolysis,
183,VIT_19s0014g04920,1027,0.4933,(-)-germacrene D synthase,E4_2_3_22,,vv10900Terpenoid_biosynthesis,
184,VIT_03s0038g04670,1025,0.4930,Isoflavone reductase,E1_3_1_45,,vv10943Isoflavonoid_biosynthesis,
185,VIT_15s0024g01050,1017,0.4920,Tubulin beta-8,K07375,,vv44145Phagosome,vv44810Regulation_of_actin_cytoskeleton
186,VIT_12s0057g00370,1013,0.4882,Polygalacturonase PGA3,E3_2_1_15,,vv40006Cell_wall,
187,VIT_01s0011g03710,1014,0.4877,Thioesterase family,,,,
188,VIT_14s0066g01860,1003,0.4859,Zinc finger protein 5,ZFP5_2,,vv60017C2H2,
189,VIT_00s0253g00070,1005,0.4841,Unknown,,,,
190,VIT_13s0101g00060,999,0.4831,No hit,,,,
191,VIT_16s0050g01860,1001,0.4824,SLAH3 (SLAC1 Homologue 3),SLAH3,,vv50122Porters_cat_7_to_17,
192,VIT_14s0066g00760,991,0.4811,Disease resistance protein (NBS-LRR class),,,,
193,VIT_09s0002g03060,987,0.4764,Leucine-rich repeat protein kinase,,,,
194,VIT_11s0016g03280,977,0.4722,Protein phosphatases PP1 regulatory subunit SDS22,E3_1_3_16,,,
195,VIT_16s0039g02330,970,0.4695,Unknown,,,,
196,VIT_08s0040g02720,966,0.4683,CCT chaperonin beta subunit,,,,
197,VIT_18s0001g01430,974,0.4669,Oxidoreductase N-terminal domain-containing,,,,
198,VIT_14s0066g01690,956,0.4652,Pathogen-inducible alpha-dioxygenase,K10529,,vv10592alpha-Linolenic_acid_metabolism,
199,VIT_06s0080g00770,956,0.4645,ABC transporter B member 14,ABCB14,,vv52010ABC_transporters,
200,VIT_07s0031g01560,955,0.4627,Unknown protein,,,,
201,VIT_07s0005g05610,951,0.4603,3-ketoacyl-CoA thiolase PED1,K07513,,vv10062Fatty_acid_elongation_in_mitochondria,vv10071Fatty_acid_metabolism
202,VIT_18s0089g00100,948,0.4586,R protein L6,K13477,,vv34627R_proteins_from_Plant-pathogen_interaction,
203,VIT_16s0022g01070,949,0.4582,Chalcone synthase [Vitis vinifera],E2_3_1_74,,vv10941Flavonoid_biosynthesis,
204,VIT_09s0002g07790,945,0.4574,Ubiquitin-conjugating enzyme 16 UBC16,K10688,,vv24120Ubiquitin_mediated_proteolysis,
205,VIT_11s0037g00640,948,0.4545,No hit,,,,
206,VIT_19s0014g00970,931,0.4519,Unknown protein,,,,
207,VIT_17s0000g04220,931,0.4504,CHUP1 (chloroplast unusual positioning 1),CHUP1,,vv44810Regulation_of_actin_cytoskeleton,
208,VIT_08s0007g07980,929,0.4497,Arabinogalactan protein 23 AGP23,AGP23,,vv40006Cell_wall,
209,VIT_11s0016g01280,926,0.4482,DNA-directed RNA polymerase III subunit C4,K03026,,vv23020RNA_polymerase,
210,VIT_19s0085g01140,929,0.4479,Protein kinase 5,,,,
211,VIT_05s0051g00120,921,0.4462,N-6 Adenine-specific DNA methylase,E2_1_1_72,,vv10271Methionine_metabolism,
212,VIT_17s0000g09040,921,0.4449,Pentatricopeptide (PPR) repeat,,,,
213,VIT_08s0007g00640,916,0.4438,No hit,,,,
214,VIT_09s0002g03130,916,0.4429,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
215,VIT_11s0016g00760,893,0.4318,Ubiquinone biosynthesis protein COQ9,,,,
216,VIT_11s0016g00830,891,0.4317,Ribose isomerase,E5_3_1_20,,vv10030Pentose_phosphate,
217,VIT_03s0017g02360,891,0.4309,AarF domain containing kinase,K08869,,,
218,VIT_12s0028g01570,887,0.4295,Zinc finger (C3HC4-type ring finger),ZFC3HC4_12,,vv60078Other_zf-C3HC4,
219,VIT_10s0116g00150,875,0.4241,Receptor kinase RK20-1,,,,
220,VIT_01s0011g05380,874,0.4224,Pectinesterase family,E3_1_1_11,,vv40006Cell_wall,
221,VIT_08s0032g00790,870,0.4189,ABC transporter G member 4,K05680,,vv52010ABC_transporters,
222,VIT_04s0008g03930,862,0.4172,RD22,,,,
223,VIT_05s0049g01360,861,0.4172,HrBP1-1 PAP/fibrillin family,K06825,,,
224,VIT_18s0001g14270,860,0.4167,Gibberellin-regulated protein 1 (GASA1),GASA1,,vv30010Gibberellin_signaling,
225,VIT_02s0012g01060,860,0.4167,ABC protein 6 non-intrinsic,K09015,,vv52010ABC_transporters,
226,VIT_03s0063g01680,846,0.4113,CYP82C1p,,,,
227,VIT_12s0034g01980,846,0.4105,Globulin-like protein,,,,
228,VIT_17s0000g03330,845,0.4090,Receptor serine/threonine kinase PR5K,,,,
229,VIT_14s0006g00570,844,0.4079,Unknown protein,,,,
230,VIT_03s0038g03090,846,0.4079,Catechol O-methyltransferase,E2_1_1_6,,vv10350Tyrosine_metabolism,
231,VIT_10s0116g01710,844,0.4062,Galactosyltransferase family protein,E2_4_x_x,,,
232,VIT_13s0067g03060,838,0.4060,Methionyl-tRNA synthetase,E6_1_1_10,,vv10271Methionine_metabolism,vv10450Selenoamino_acid_metabolism
233,VIT_12s0034g02580,834,0.4041,Leucine Rich Repeat receptor-like kinase,,,,
234,VIT_11s0052g00990,832,0.4037,Glutamate receptor 2.8,GLR2_8,,vv50101Channels_and_pores,
235,VIT_16s0100g00160,828,0.4014,HMG-CoA synthase 2,E2_3_3_10,,vv10072Synthesis_and_degradation_of_ketone_bodies,vv10280Valine_leucine_and_isoleucine_degradation
236,VIT_10s0116g01870,827,0.4011,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
237,VIT_09s0002g03630,826,0.3975,ABC transporter g family pleiotropic drug resistance 7 PDR7,ABCGPDR7,,vv52010ABC_transporters,
238,VIT_14s0068g01880,819,0.3964,No hit,,,,
239,VIT_00s1897g00010,826,0.3960,Ribosomal protein L21,K02888,,vv23010Ribosome,
240,VIT_15s0024g00690,810,0.3936,Unknown protein,,,,
241,VIT_06s0004g06700,809,0.3923,ATP-dependent Clp protease ClpB protein,K03695,,vv50109Incompletely_characterized_transport_systems,
242,VIT_16s0098g00010,819,0.3911,Receptor-like protein kinase,,,,
243,VIT_16s0115g00150,788,0.3822,No hit,,,,
244,VIT_15s0021g01560,785,0.3801,Leucine carboxyl methyltransferase family protein,K00599,,vv10340Histidine_metabolism,vv10350Tyrosine_metabolism
245,VIT_05s0094g01030,782,0.3781,UDP-glucose:salicylic acid glucosyltransferase,E2_4_1_35,,vv10500Starch_and_sucrose_metabolism,
246,VIT_18s0001g09420,779,0.3776,Progesterone 5-beta-reductase,E1_3_99_6,,vv10140C21-Steroid_hormone_metabolism,
247,VIT_19s0085g00280,773,0.3747,SEC14 cytosolic factor,SEC14,,vv50122Porters_cat_7_to_17,
248,VIT_14s0068g00670,775,0.3740,Heavy-metal-associated domain-containing protein,,,,
249,VIT_07s0005g06210,773,0.3740,RPM1 (resistance to p. syringae pv maculicola 1),K13457,,vv34626Plant-pathogen_interaction,
250,VIT_09s0002g03010,766,0.3729,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
251,VIT_18s0001g06480,766,0.3718,Aquaporin PIP PIP1;4,PIP1_4,,vv50101Channels_and_pores,
252,VIT_01s0011g06470,771,0.3716,Galacturonic acid reductase,E1_1_1_203,,vv40006Cell_wall,
253,VIT_14s0066g02410,773,0.3715,Betaine-aldehyde dehydrogenase,E1_2_1_8,,vv10260Glycine_serine_and_threonine_metabolism,vv50101Channels_and_pores
254,VIT_19s0014g02690,763,0.3698,Unknown protein,,,,
255,VIT_18s0001g14650,767,0.3698,DNA-directed RNA polymerase I subunit A12,K03000,,vv23020RNA_polymerase,
256,VIT_17s0053g00670,762,0.3692,Vegetative storage protein,,,,
257,VIT_12s0034g02560,756,0.3682,DNA (cytosine-5)-methyltransferase (ATHIM),E2_1_1_37,,vv10271Methionine_metabolism,
258,VIT_19s0015g02080,758,0.3660,(-)-germacrene D synthase,E4_2_3_22,,vv10900Terpenoid_biosynthesis,
259,VIT_11s0037g00110,757,0.3650,Transport protein particle (TRAPP) component Bet3,BET3,,vv50110Protein_coat,
260,VIT_12s0035g00050,754,0.3634,No hit,,,,
261,VIT_14s0006g01290,745,0.3603,Myb domain protein 113,MYB113_2,MYBA6,vv60044MYB,
262,VIT_07s0005g06350,746,0.3595,Photosystem II 47 kDa protein,K02704,,vv10195Photosynthesis,vv50135Primary_active_transporter_cat_D3_to_E2
263,VIT_01s0026g01390,739,0.3584,No hit,,,,
