Vv_m2,2000,1000,VIT_06s0004g01500
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
32,VIT_14s0128g00790,1948,0.9433,Lipoxygenase (LOX1),E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
33,VIT_14s0066g00760,1950,0.9429,Disease resistance protein (NBS-LRR class),,,,
34,VIT_06s0061g00250,1945,0.9428,ABC transporter G member 7,ABCG7,,vv52010ABC_transporters,
35,VIT_08s0058g00060,1941,0.9377,Receptor Like Protein 26,,,,
36,VIT_18s0001g14810,1937,0.9367,Lipase 3 (EXL3) family II extracellular,,,,
37,VIT_14s0006g00570,1926,0.9331,Unknown protein,,,,
38,VIT_06s0004g04000,1928,0.9296,Beta-ketoacyl-CoA synthase,E2_3_1_41,,vv10061Fatty_acid_biosynthesis,
39,VIT_19s0015g02080,1911,0.9232,(-)-germacrene D synthase,E4_2_3_22,,vv10900Terpenoid_biosynthesis,
40,VIT_00s0203g00170,1913,0.9210,Myb domain protein 92,MYB92_1,MYB136,vv60044MYB,
41,VIT_18s0041g00520,1887,0.9174,Proton-dependent oligopeptide transport (POT) family protein,POT,,vv50122Porters_cat_7_to_17,
42,VIT_16s0022g01670,1893,0.9172,Receptor kinase LRK10,,,,
43,VIT_15s0048g01570,1895,0.9155,CYP76C2,,,,
44,VIT_13s0067g03750,1888,0.9147,Stigma/style ABC transporter WBC19,WBC19,,vv52010ABC_transporters,
45,VIT_09s0002g02980,1887,0.9134,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
46,VIT_19s0135g00250,1889,0.9126,Ankyrin repeat protein,K10380,,vv50108Accessory_factors_involved_in_transport,
47,VIT_19s0085g00890,1888,0.9099,Myb APL (altered phloem development),APL,,vv60029G2-like,
48,VIT_13s0106g00200,1851,0.8916,Unknown,,,,
49,VIT_05s0094g00730,1847,0.8901,Stearoyl-acyl-carrier protein desaturase,E1_14_19_2,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
50,VIT_18s0122g01460,1844,0.8887,CYP87A3,,,,
51,VIT_16s0013g00210,1837,0.8879,Metacaspase 1,,,,
52,VIT_07s0141g00070,1823,0.8832,Beta-keto-Coa synthase,,,,
53,VIT_11s0037g00770,1808,0.8794,Leucine Rich Repeat receptor-like kinase,,,,
54,VIT_16s0098g00740,1811,0.8778,Ovate family protein 10 OFP10,OFP10_1,,vv60086OFP,
55,VIT_15s0045g01600,1809,0.8743,Eceriferum 1 (CER1 protein) Sterol desaturase,,,,
56,VIT_09s0054g01280,1809,0.8739,Beta-amyrin synthase,E5_4_99_BAS,,vv10900Terpenoid_biosynthesis,
57,VIT_15s0024g00980,1799,0.8737,Amidase,E3_5_1_4,,vv10220Urea_cycle_and_metabolism_of_amino_groups,vv10360Phenylalanine_metabolism
58,VIT_11s0052g01780,1807,0.8704,1-deoxy-D-xylulose-5-phosphate synthase,E2_2_1_7,,vv10100Biosynthesis_of_steroids,
59,VIT_00s0480g00060,1799,0.8695,Polyphenol oxidase [Vitis vinifera],E1_10_3_1,,vv10350Tyrosine_metabolism,vv50109Incompletely_characterized_transport_systems
60,VIT_08s0040g01490,1801,0.8680,Unknown,,,,
61,VIT_00s0125g00430,1792,0.8670,Root hair defective 3 GTP-binding (RHD3),,,,
62,VIT_00s0228g00070<br>VIT_00s0228g00010<br>VIT_00s0411g00050,1781,0.8641,
63,VIT_19s0014g03820,1760,0.8511,Myb domain protein 102,MYB102_2,MYB145,vv60044MYB,
64,VIT_14s0066g01520,1756,0.8495,UDP-glucoronosyl and UDP-glucosyl transferase,,,,
65,VIT_15s0045g01520,1753,0.8481,Eceriferum 1 (CER1 protein) Sterol desaturase,,,,
66,VIT_09s0002g03100,1753,0.8469,Light repressible receptor protein kinase,,,,
67,VIT_08s0007g01480,1755,0.8454,TTL1 (tetratricopetide-repeat thioredoxin-like 1),TTL1,,vv50132Primary_active_transporter_cat_A5_to_A8,
68,VIT_08s0007g04350,1739,0.8357,Protein kinase,,,,
69,VIT_07s0191g00220,1717,0.8347,Unknown protein,,,,
70,VIT_02s0012g02340,1726,0.8346,CYP76C4,,,,
71,VIT_09s0002g07100,1724,0.8345,EMB2744 (embryo defective 2744),,,,
72,VIT_08s0007g02480,1703,0.8251,Lysine decarboxylase-like protein,LOG,,vv10908Zeatin_biosynthesis,
73,VIT_00s0374g00020,1697,0.8234,S-locus lectin protein kinase,,,,
74,VIT_05s0051g00780,1697,0.8210,Glutamate receptor protein,GLR2_7,,vv50101Channels_and_pores,
75,VIT_00s0357g00060<br>VIT_00s0357g00080<br>VIT_00s0556g00020<br>VIT_00s0895g00010,1683,0.8103,
76,VIT_01s0011g01840,1679,0.8084,No hit,,,,
77,VIT_13s0019g02430,1676,0.8069,LIM domain containing protein,LIMDOM_2,,vv60040LIM,
78,VIT_10s0116g01150,1658,0.8014,Unknown,,,,
79,VIT_05s0094g00740,1660,0.8012,Stearoyl-acyl-[acyl-carrier-protein] desaturase,E1_14_19_2,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
80,VIT_02s0012g00400,1654,0.8010,1-aminocyclopropane-1-carboxylate oxidase,E1_14_17_4,,vv10640Propanoate_metabolism,vv30008Ethylene_signaling
81,VIT_05s0029g01180,1647,0.7995,Unknown,,,,
82,VIT_15s0046g03530,1637,0.7931,(+)-neomenthol dehydrogenase,E1_1_1_208,,vv10902Monoterpenoid_biosynthesis,
83,VIT_15s0021g00010,1637,0.7916,Eceriferum 1 (CER1 protein) Sterol desaturase,,,,
84,VIT_17s0000g08460,1629,0.7881,Carbonic anhydrase  chloroplast precursor,E4_2_1_1,,vv10910Nitrogen_metabolism,vv50124Porters_cat_30_to_64
85,VIT_09s0018g02100,1587,0.7700,Anthocyaninless2 (ANL2),ANL2_2,,vv60034HB,
86,VIT_19s0014g04080,1571,0.7593,Serine/threonine-protein kinase receptor ARK3,,,,
87,VIT_01s0010g03100,1565,0.7590,Malate dehydrogenase  cytoplasmic 1,E1_1_1_37,,vv10020Citrate_cycle,vv10620Pyruvate_metabolism
88,VIT_06s0004g01150,1566,0.7554,No hit,,,,
89,VIT_04s0008g05730,1554,0.7460,Sucrose-phosphate synthase,E2_4_1_14,,vv10500Starch_and_sucrose_metabolism,
90,VIT_17s0000g07680,1530,0.7442,Alpha-N-acetylglucosaminidase,E3_2_1_50,,vv10511N-Glycan_degradation,
91,VIT_18s0089g00390,1523,0.7390,Carboxyesterase18 CXE18,E3_1_1_1,,,
92,VIT_08s0007g05360,1542,0.7389,Strictosidine synthase,E4_3_3_2,,vv10900Terpenoid_biosynthesis,vv10902Monoterpenoid_biosynthesis
93,VIT_14s0060g00490,1530,0.7388,No hit,,,,
94,VIT_19s0085g00670,1533,0.7377,No hit,,,,
95,VIT_18s0086g00220,1527,0.7338,Lipase GDSL,,,,
96,VIT_00s0294g00080,1512,0.7301,Receptor kinase homolog LRK10,,,,
97,VIT_08s0040g01940,1481,0.7203,Zinc finger (C3HC4-type ring finger),ZFC3HC4_154,,vv60078Other_zf-C3HC4,
98,VIT_12s0035g00110,1496,0.7199,Leucine Rich Repeat receptor-like kinase,,,,
99,VIT_07s0095g00790,1476,0.7186,Homeodomain GLABROUS12,HDG12_1,,vv60034HB,
100,VIT_12s0035g00070,1481,0.7179,Leucine Rich Repeat receptor-like kinase,,,,
101,VIT_05s0094g00550,1491,0.7168,Stearoyl-acyl-[acyl-carrier-protein] desaturase,E1_14_19_2,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
102,VIT_09s0054g01360,1474,0.7104,Cycloartenol synthase,E5_4_99_8,,vv10100Biosynthesis_of_steroids,
103,VIT_04s0008g01140,1472,0.7097,Beta-fructosidase (BFRUCT1),E3_2_1_26,,vv10052Galactose_metabolism,vv10500Starch_and_sucrose_metabolism
104,VIT_01s0026g02360,1459,0.7096,NAC domain-containing protein 9,NAC009_2,VvNAC27,vv60046NAC,
105,VIT_08s0056g00380,1459,0.7083,Purple acid phosphatase 10 ATPAP10/PAP10,E3_1_3_2,,vv10740Riboflavin_metabolism,
106,VIT_00s0266g00020<br>VIT_00s0372g00020<br>VIT_00s0271g00010<br>VIT_00s0385g00020<br>VIT_00s0522g00020<br>VIT_00s0372g00060<br>VIT_00s0372g00030<br>VIT_00s0385g00010,1467,0.7070,
107,VIT_05s0094g00650,1455,0.7009,Stearoyl-acyl-carrier protein desaturase,E1_14_19_2,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
108,VIT_12s0035g00140,1438,0.6964,Leucine Rich Repeat receptor-like kinase,,,,
109,VIT_15s0048g01680,1438,0.6944,CYP704G7,,,,
110,VIT_01s0011g02420,1431,0.6930,Unknown,,,,
111,VIT_19s0014g04110,1428,0.6915,Elongation factor 1-alpha (EF-1-alpha),K03231,,vv23013RNA_transport,
112,VIT_18s0041g00970,1428,0.6902,UDP-glycosyltransferase 88B1,,,,
113,VIT_14s0060g02340,1411,0.6880,Heat shock protein 70,K03283,,vv23040Spliceosome,vv24141Protein_processing_in_endoplasmic_reticulum
114,VIT_11s0016g04840,1414,0.6861,Avr9/Cf-9 rapidly elicited protein 11,,,,
115,VIT_12s0034g00640,1411,0.6843,GH3-like protein,AUXINBIOSYNTHESIS_GH3,,vv11002Auxin_biosynthesis,
116,VIT_11s0065g00100,1407,0.6823,Carbonic anhydrase,E4_2_1_1,,vv10910Nitrogen_metabolism,vv50124Porters_cat_30_to_64
117,VIT_13s0047g00910,1409,0.6807,Molybdopterin biosynthesis MoaE,K03635,,vv10790Folate_biosynthesis,
118,VIT_06s0004g07220,1408,0.6786,Indole-3-acetate beta-glucosyltransferase,E2_4_1_121,,vv11002Auxin_biosynthesis,
119,VIT_02s0012g00370,1393,0.6782,No hit,,,,
120,VIT_01s0011g04530,1384,0.6702,Tetratricopeptide repeat protein 5,,,,
121,VIT_03s0097g00240,1385,0.6697,No hit,,,,
122,VIT_03s0038g01860,1388,0.6679,Proline-rich protein 4,,,,
123,VIT_12s0142g00780,1377,0.6672,Leucine-rich repeat transmembrane protein kinase,,,,
124,VIT_15s0045g01460,1378,0.6651,Eceriferum 1 (CER1 protein) Sterol desaturase,,,,
125,VIT_19s0015g00380,1379,0.6649,Cystathionine beta-synthase,E4_2_1_22,,vv10260Glycine_serine_and_threonine_metabolism,vv10271Methionine_metabolism
126,VIT_09s0070g00640,1373,0.6642,Disease resistance protein,,,,
127,VIT_11s0052g01140,1367,0.6607,Membrane protein,,,,
128,VIT_09s0018g01210,1367,0.6569,Receptor kinase TRKe,,,,
129,VIT_11s0016g03250,1347,0.6517,Lachrymatory factor synthase,,,,
130,VIT_07s0005g05210,1336,0.6482,No hit,,,,
131,VIT_11s0037g00640,1337,0.6475,No hit,,,,
132,VIT_06s0004g01460<br>VIT_06s0004g01450,1336,0.6448,
133,VIT_08s0007g07750,1338,0.6427,Polygalacturonase PG1,E3_2_1_15,,vv40006Cell_wall,
134,VIT_14s0108g00290,1321,0.6397,formin 8,FH8,,vv44810Regulation_of_actin_cytoskeleton,
135,VIT_16s0022g01190<br>VIT_00s1492g00010<br>VIT_16s0022g01000<br>VIT_16s0022g01140,1325,0.6395,
136,VIT_06s0004g02080,1323,0.6394,TRNA-specific 2-thiouridylase,K00566,,vv24122Sulfur_relay_system,
137,VIT_12s0035g00100,1320,0.6352,Receptor protein kinase,,,,
138,VIT_05s0020g01240,1306,0.6343,Geranylgeranyl pyrophosphate synthase,E2_5_1_29,,vv10100Biosynthesis_of_steroids,vv10900Terpenoid_biosynthesis
139,VIT_15s0046g00650,1311,0.6318,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
140,VIT_14s0006g02170,1299,0.6284,Jasmonate O-methyltransferase,E2_1_1_141,,vv10592alpha-Linolenic_acid_metabolism,
141,VIT_12s0034g02570,1296,0.6246,Leucine Rich Repeat receptor-like kinase,,,,
142,VIT_19s0014g01720,1270,0.6186,Sodium/calcium exchanger family protein,NACAEX,,vv50123Porters_cat_18_to_29,
143,VIT_06s0080g00570,1279,0.6167,Unknown protein,,,,
144,VIT_18s0001g14930,1269,0.6163,Unknown protein,,,,
145,VIT_00s0901g00010,1277,0.6160,Ankyrin repeat protein,,,,
146,VIT_12s0034g02590,1272,0.6133,Leucine Rich Repeat receptor-like kinase,,,,
147,VIT_01s0137g00130,1258,0.6063,B-keto acyl reductase,,,,
148,VIT_08s0007g01420,1254,0.6061,Glutathione S-transferase 8 GSTU8,E2_5_1_18_GSTU8,,vv10480Glutathione_metabolism,
149,VIT_09s0002g07570,1254,0.6026,Leucine-rich repeat protein kinase,,,,
150,VIT_07s0005g03270,1248,0.6020,Transcription factor TSRF1,ERF1_2,VvERF101,vv30008Ethylene_signaling,vv30011Jasmonate_signaling
151,VIT_12s0028g04020,1251,0.6020,Ankyrin repeat,K10380,,vv50108Accessory_factors_involved_in_transport,
152,VIT_10s0116g00590,1235,0.6004,Pectinesterase family,E3_1_1_11,,vv40006Cell_wall,
153,VIT_17s0000g09950,1237,0.5964,Heat shock cognate 70 kDa protein 1 (HSC70-1) (HSP70-1),HSC701,,vv23040Spliceosome,vv24141Protein_processing_in_endoplasmic_reticulum
154,VIT_03s0038g04690,1212,0.5849,Isoflavone reductase protein 6,E1_3_1_45,,vv10943Isoflavonoid_biosynthesis,
155,VIT_00s0324g00030,1209,0.5821,Unknown,,,,
156,VIT_18s0041g01590,1202,0.5776,Taxane 10-beta-hydroxylase,E1_14_13_76,,vv10904Diterpenoid_biosynthesis,
157,VIT_14s0006g00050,1189,0.5772,Transposase  IS4,,,,
158,VIT_13s0067g00380,1189,0.5744,Pinene synthase,E4_2_3_14,,vv10902Monoterpenoid_biosynthesis,
159,VIT_03s0017g01280,1177,0.5722,ABC transporter G member 7,ABCG7,,vv52010ABC_transporters,
160,VIT_12s0142g00310,1181,0.5719,Oxygen evolving enhancer 3 (PsbQ),K08901,,vv10195Photosynthesis,vv50113Thylakoid_targeting_pathway
161,VIT_03s0088g00100,1185,0.5714,Concanavalin A lectin,,,,
162,VIT_14s0006g02570,1182,0.5705,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
163,VIT_04s0008g06300,1165,0.5609,Leucine-rich repeat family,,,,
164,VIT_18s0001g10900,1155,0.5604,Patatin,,,,
165,VIT_03s0180g00240,1159,0.5596,No hit,,,,
166,VIT_00s1311g00010,1152,0.5587,NADH dehydrogenase (ubiquinone) Fe-S protein 4,K03937,,vv10190Oxidative_phosphorylation,vv50134Primary_active_transporter_cat_D1
167,VIT_08s0032g00490,1152,0.5560,No hit,,,,
168,VIT_01s0026g01460,1158,0.5559,Thioredoxin H-type 2 (Trx-H-2),,,,
169,VIT_08s0007g05030,1149,0.5548,Myb domain protein 36,MYB36_2,MYB150,vv60044MYB,
170,VIT_00s0258g00080,1151,0.5539,Brassinosteroid insensitive 1-associated receptor kinase 1,BAK1,,vv30005Brassinosteroids_signaling,vv34626Plant-pathogen_interaction
171,VIT_03s0038g00250<br>VIT_03s0038g00230,1140,0.5531,
172,VIT_14s0006g01030,1141,0.5515,Calmodulin-binding heat-shock protein,,,,
173,VIT_09s0054g00510,1137,0.5503,No hit,,,,
174,VIT_15s0046g03650,1137,0.5490,(+)-neomenthol dehydrogenase,E1_1_1_208,,vv10902Monoterpenoid_biosynthesis,
175,VIT_01s0011g03710,1128,0.5468,Thioesterase family,,,,
176,VIT_06s0080g01030,1127,0.5460,No hit,,,,
177,VIT_19s0014g04840,1125,0.5443,(-)-germacrene D synthase,E4_2_3_22,,vv10900Terpenoid_biosynthesis,
178,VIT_03s0038g02480,1114,0.5410,SKP1,K03094,,vv24120Ubiquitin_mediated_proteolysis,vv24141Protein_processing_in_endoplasmic_reticulum
179,VIT_02s0012g00390,1117,0.5362,Norcoclaurine synthase,E4_2_1_78,,vv10950Alkaloid_biosynthesis_I,
180,VIT_00s0266g00030<br>VIT_00s0271g00020,1106,0.5361,
181,VIT_18s0075g01010,1109,0.5345,Dihydrofolate reductase-thymidylate synthase,K13998,,vv10240Pyrimidine_metabolism,vv10670One_carbon_pool_by_folate
182,VIT_15s0048g00150,1096,0.5339,No hit,,,,
183,VIT_09s0018g01120<br>VIT_09s0018g01020,1108,0.5335,
184,VIT_05s0094g00960,1097,0.5312,UDP-xylose phenolic glycosyltransferase,,,,
185,VIT_18s0001g10850,1095,0.5292,Patatin,,,,
186,VIT_13s0019g00440,1097,0.5287,Auxin-regulated protein,AUXREG,,vv30003Auxin_signaling,
187,VIT_16s0022g01720,1092,0.5242,Receptor kinase homolog LRK10,,,,
188,VIT_17s0000g09040,1080,0.5215,Pentatricopeptide (PPR) repeat,,,,
189,VIT_17s0000g10370,1082,0.5199,No hit,,,,
190,VIT_00s0724g00010,1058,0.5136,Pinene synthase,E4_2_3_14,,vv10902Monoterpenoid_biosynthesis,
191,VIT_18s0122g00170,1062,0.5101,Diphenol oxidase,E1_10_3_1,,vv10350Tyrosine_metabolism,vv50109Incompletely_characterized_transport_systems
192,VIT_12s0028g01370,1055,0.5082,PMR5 (powdery mildew resistant 5),,,,
193,VIT_16s0013g01150,1030,0.5019,Rust resistance kinase Lr10,,,,
194,VIT_15s0024g00440,1038,0.5012,R protein  PRF  disease resistance protein,K13453,,vv34627R_proteins_from_Plant-pathogen_interaction,
195,VIT_12s0059g00590,1039,0.5010,Allergenic protein Pt2L4,,,,
196,VIT_00s0256g00060,1019,0.4944,Unknown,,,,
197,VIT_09s0002g03010,1020,0.4925,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
198,VIT_00s0484g00020,1013,0.4920,Receptor kinase ARK3,,,,
199,VIT_12s0035g01770,1019,0.4904,DNA (cytosine-5)-methyltransferase AthI,E2_1_1_37,,vv10271Methionine_metabolism,
200,VIT_06s0080g00560,1009,0.4867,Beta-alanine synthase,E3_5_1_53,,vv10220Urea_cycle_and_metabolism_of_amino_groups,
201,VIT_14s0006g00740,1012,0.4865,No hit,,,,
202,VIT_03s0088g01140,1006,0.4858,Squalene monooxygenase 2,E1_14_99_7,,vv10100Biosynthesis_of_steroids,vv10900Terpenoid_biosynthesis
203,VIT_14s0006g01120,1001,0.4850,Lipase GDSL,,,,
204,VIT_09s0054g01440,994,0.4821,Beta-amyrin synthase,E5_4_99_BAS,,vv10900Terpenoid_biosynthesis,
205,VIT_07s0005g04540,992,0.4792,Poly(A) binding protein 8,,,,
206,VIT_12s0028g02680,993,0.4783,Unknown protein,,,,
207,VIT_00s1232g00020,985,0.4770,Ribosomal protein L12,K02869,,vv23010Ribosome,
208,VIT_14s0066g01480,976,0.4742,Cis-zeatin O-beta-D-glucosyltransferase,E2_4_1_215,,vv10908Zeatin_biosynthesis,
209,VIT_15s0048g02430,976,0.4708,Naringenin 2-oxoglutarate 3-dioxygenase,E1_14_11_9,,vv10941Flavonoid_biosynthesis,
210,VIT_13s0067g00370,968,0.4704,Pinene synthase,E4_2_3_14,,vv10902Monoterpenoid_biosynthesis,
211,VIT_00s0323g00010,964,0.4662,No hit,,,,
212,VIT_09s0054g01260,965,0.4651,No hit,,,,
213,VIT_16s0050g02720<br>VIT_16s0148g00110<br>VIT_00s0425g00030<br>VIT_16s0098g00100,956,0.4636,
214,VIT_05s0094g00630,947,0.4608,Stearoyl-CoA 9-desaturase,E1_14_19_1,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
215,VIT_03s0017g01500,943,0.4564,N-6 Adenine-specific DNA methylase,E2_1_1_72,,vv10271Methionine_metabolism,
216,VIT_01s0011g04420,946,0.4561,Unknown protein,,,,
217,VIT_01s0026g02690,937,0.4557,YGL010w,,,,
218,VIT_05s0094g00540,930,0.4506,Acyl-[acyl-carrier-protein] desaturase,E1_14_19_2,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
219,VIT_05s0049g01400,920,0.4455,Alcohol oxidase,E1_1_3_13,,vv10680Methane_metabolism,
220,VIT_02s0025g00750,916,0.4442,Pinoresinol forming dirigent protein,DIRPR,,vv10940Phenylpropanoid_biosynthesis,
221,VIT_00s0353g00020,909,0.4423,S-locus lectin protein kinase,,,,
222,VIT_09s0070g00620,912,0.4399,Leucine-rich repeat family protein,,,,
223,VIT_18s0001g14800,904,0.4382,Lipase 3 (EXL3) family II extracellular,,,,
224,VIT_03s0063g01680,904,0.4376,CYP82C1p,,,,
225,VIT_15s0024g00400,898,0.4349,R protein MLA10,K13475,,vv34627R_proteins_from_Plant-pathogen_interaction,
226,VIT_05s0062g01340,903,0.4348,Unknown protein,,,,
227,VIT_00s0267g00050,893,0.4295,No hit,,,,
228,VIT_19s0090g01160,885,0.4284,Lipase GDSL,,,,
229,VIT_01s0026g00950,885,0.4267,formin 8,FH8,,vv44810Regulation_of_actin_cytoskeleton,
230,VIT_09s0018g00300,877,0.4251,N-acetyltransferase hookless1 HLS1,HLS1_2,,vv30008Ethylene_signaling,vv50004Auxin_transport
231,VIT_08s0058g00090,883,0.4247,Hcr9-Avr4-par1,,,,
232,VIT_12s0142g00800,872,0.4235,Leucine-rich repeat protein kinase,,,,
233,VIT_09s0054g01330,877,0.4231,Beta-amyrin synthase,E5_4_99_BAS,,vv10900Terpenoid_biosynthesis,
234,VIT_19s0014g04850,874,0.4212,Germacrene-D synthase,E4_2_3_22,,vv10900Terpenoid_biosynthesis,
235,VIT_03s0063g01730,871,0.4198,Viral-response family protein-like,,,,
236,VIT_19s0015g01010,863,0.4177,Farnesyl diphosphate synthase,E2_5_1_10,,vv10100Biosynthesis_of_steroids,vv10900Terpenoid_biosynthesis
237,VIT_06s0004g01580,867,0.4174,Lipoxygenase,E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
238,VIT_15s0046g00600,863,0.4173,No hit,,,,
239,VIT_02s0087g01010,859,0.4160,CRK10 (cysteine-rich RLK10),,,,
240,VIT_07s0005g00890,851,0.4141,Polygalacturonase GH28,E3_2_1_15,,vv40006Cell_wall,
241,VIT_00s0455g00050,854,0.4136,R protein  PRF  disease resistance protein,K13453,,vv34627R_proteins_from_Plant-pathogen_interaction,
242,VIT_00s0262g00010,854,0.4106,Receptor kinase RK20-1,,,,
243,VIT_01s0011g03430,840,0.4078,No hit,,,,
244,VIT_12s0028g00570,844,0.4077,Vacuolar protein sorting 16 VCL1 (vacuoleless 1),VCL1,,vv50111Tethering_factors,
245,VIT_16s0022g00360,841,0.4067,TMK1 (transmembrane kinase 1),,,,
246,VIT_09s0002g06950,844,0.4066,ABC transporter g family pleiotropic drug resistance 12 PDR12,ABCGPDR12,,vv52010ABC_transporters,
247,VIT_09s0054g01430,832,0.4035,No hit,,,,
248,VIT_14s0006g02530,830,0.4015,Non-specific lipid-transfer protein 2 (LTP 2),,,,
249,VIT_03s0063g00550,823,0.3984,Fw2.2 ORFX,,,,
250,VIT_07s0005g05520,819,0.3968,Pectate lyase,E4_2_2_2,,vv40006Cell_wall,
251,VIT_12s0059g00610,819,0.3955,Auxin-resistance protein AXR1 (AXR1),AXR1,,vv30003Auxin_signaling,
252,VIT_00s2745g00010,816,0.3946,Receptor kinase RK20-1,,,,
253,VIT_16s0022g00340,818,0.3938,Unknown,,,,
254,VIT_06s0061g00240,813,0.3933,ABC transporter G member 7,ABCG7,,vv52010ABC_transporters,
255,VIT_09s0054g01500,817,0.3932,Beta-amyrin synthase,E5_4_99_BAS,,vv10900Terpenoid_biosynthesis,
256,VIT_18s0001g06480,805,0.3895,Aquaporin PIP PIP1;4,PIP1_4,,vv50101Channels_and_pores,
257,VIT_06s0004g06410,805,0.3876,Anthocyanidin 3-O-glucosyltransferase,E2_4_1_115,,vv10942Anthocyanin_biosynthesis,
258,VIT_02s0025g03650,799,0.3869,Cu2+-exporting ATPase HMA5 (heavy metal ATPase 5),K01533_HMA5,,vv50131Primary_active_transporter_cat_A2_to_A4,
259,VIT_16s0148g00010,797,0.3847,Receptor kinase homolog LRK10,,,,
260,VIT_11s0016g01670,787,0.3830,Ankyrin repeat,,,,
261,VIT_13s0106g00490,781,0.3780,Vacuolar protein sorting 4,VPS4,,vv50111Tethering_factors,
262,VIT_13s0064g01560,778,0.3753,Glycosyl hydrolase family 1 protein,,,,
263,VIT_09s0054g01290,773,0.3752,Beta-amyrin synthase,E5_4_99_BAS,,vv10900Terpenoid_biosynthesis,
264,VIT_12s0057g01160,772,0.3746,AarF domain containing kinase,K08869,,,
