Vv_m2,2000,1000,VIT_01s0010g02750
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
47,VIT_17s0000g03890,1758,0.8501,Peptidyl-prolyl isomerase C,K09563,,,
48,VIT_19s0085g01170,1762,0.8496,Seed maturation protein PM41,,,,
49,VIT_06s0061g00550,1747,0.8489,Xyloglucan endotransglucosylase/hydrolase 32,E2_4_1_207,,vv40006Cell_wall,
50,VIT_14s0219g00210,1744,0.8466,Ubiquitin family,,,,
51,VIT_11s0016g00980,1736,0.8399,flavonoid 3-monooxygenase,E1_14_13_21,,vv10941Flavonoid_biosynthesis,
52,VIT_04s0008g06000,1733,0.8352,Ethylene-responsive transcription factor ERF003,ERF003_2,VvERF045,vv30008Ethylene_signaling,vv60003AP2_EREBP
53,VIT_18s0001g11930,1729,0.8337,Thaumatin SCUTL2,,,,
54,VIT_18s0001g02570,1709,0.8272,IAA-amino acid hydrolase 6,IAR6,,vv11002Auxin_biosynthesis,
55,VIT_02s0025g02070,1702,0.8262,RWP-RK domain-containing protein,RWPRKDOM_10,,vv60052RWP-RK,
56,VIT_12s0035g00910,1710,0.8257,Bile acid sodium symporter,K03453,,vv50123Porters_cat_18_to_29,
57,VIT_06s0009g02280,1708,0.8247,Ankyrin repeat,K10380,,vv50108Accessory_factors_involved_in_transport,
58,VIT_06s0004g02250,1700,0.8177,Unknown protein,,,,
59,VIT_19s0015g02070,1687,0.8173,(-)-germacrene D synthase,E4_2_3_22,,vv10900Terpenoid_biosynthesis,
60,VIT_01s0026g01740,1669,0.8130,CBS,,,,
61,VIT_17s0000g07690,1675,0.8104,Transducin family protein / WD-40,,,,
62,VIT_06s0080g00320,1660,0.8047,Esterase/lipase/thioesterase,,,,
63,VIT_11s0052g01090,1669,0.8020,4-coumarate-CoA ligase 2,E6_2_1_12,,vv10940Phenylpropanoid_biosynthesis,vv50104Group_translocators
64,VIT_06s0004g07560,1658,0.7987,Ribosomal protein S29 28S,K02980,,vv23010Ribosome,
65,VIT_13s0019g04500,1649,0.7982,Transketolase,E2_2_1_1,,vv10030Pentose_phosphate,vv10710Carbon_fixation
66,VIT_12s0059g00140,1645,0.7982,Ankyrin repeat protein,,,,
67,VIT_07s0205g00010,1644,0.7965,Unknown,,,,
68,VIT_19s0014g02950,1648,0.7946,No hit,,,,
69,VIT_07s0141g00920,1612,0.7840,CYP94A1,,,,
70,VIT_13s0067g00700,1624,0.7834,Hydrolase  alpha/beta fold,,,,
71,VIT_09s0002g08370,1602,0.7765,TPR1 (topless-related 1),TPR1,,vv30003Auxin_signaling,
72,VIT_03s0063g02620,1594,0.7723,Myb RAD (Transcription factor RAD),RADIALIS_1,,vv30009Flower_development,vv60045MYBrelated
73,VIT_05s0020g04500,1591,0.7701,Unknown protein,,,,
74,VIT_19s0014g03240,1570,0.7603,Beta-mannosidase 4,E3_2_1_25,,vv10511N-Glycan_degradation,
75,VIT_18s0089g00140,1569,0.7576,1 4-beta-mannan endohydrolase,E3_2_1_78,,vv10051Fructose_and_mannose_metabolism,
76,VIT_04s0008g00540,1572,0.7569,Oleosin OLE-3,,,,
77,VIT_05s0049g00950,1557,0.7533,Phosphoenolpyruvate carboxylase kinase,E4_1_1_49,,vv10020Citrate_cycle,vv10620Pyruvate_metabolism
78,VIT_06s0061g01040,1544,0.7488,Argonaute protein,,,,
79,VIT_18s0001g03120,1539,0.7456,Ethylene-responsive transcription factor ERF003,ERF003_6,,vv30008Ethylene_signaling,vv60003AP2_EREBP
80,VIT_01s0011g04720,1547,0.7441,Multi copper oxidase type 1,,,,
81,VIT_03s0063g00780,1544,0.7441,CXE carboxylesterase,E3_1_1_1,,,
82,VIT_05s0077g01240,1537,0.7407,Calmodulin-binding transcription activator 6,CMTA6,,vv60020CAMTA,
83,VIT_04s0043g00510,1530,0.7406,Ethylene-responsive transcription factor ERF003,ERF003_1,,vv30008Ethylene_signaling,vv60003AP2_EREBP
84,VIT_18s0001g12530,1517,0.7329,Retrotransposon protein  Unclassified,,,,
85,VIT_15s0046g02730,1515,0.7312,R protein  PRF  disease resistance protein,K13453,,vv34627R_proteins_from_Plant-pathogen_interaction,
86,VIT_02s0033g01070,1514,0.7307,Anthraniloyal-CoA: methanol anthraniloyal transferase,AMAT,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
87,VIT_18s0001g11450<br>VIT_18s0001g11410,1512,0.7266,
88,VIT_07s0141g00360,1492,0.7236,Lipase class 3,,,,
89,VIT_09s0018g01390,1497,0.7221,STE20/SPS1 proline-alanine-rich protein kinase,,,,
90,VIT_15s0046g03340,1479,0.7173,Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit,E6_4_1_2,,vv10061Fatty_acid_biosynthesis,vv10620Pyruvate_metabolism
91,VIT_13s0019g02400,1474,0.7131,Transducin protein,,,,
92,VIT_09s0018g01370,1466,0.7123,STE20/SPS1 proline-alanine-rich protein kinase,,,,
93,VIT_16s0013g00220,1472,0.7101,Metacaspase AtMCP1b,,,,
94,VIT_02s0025g04380,1461,0.7065,ATPP2-A13,,,,
95,VIT_06s0080g00150,1443,0.7001,Subtilisin-like proteinase AIR3,,,,
96,VIT_07s0031g02030,1449,0.6983,Polypyrimidine tract-binding protein 3,,,,
97,VIT_14s0083g00110,1439,0.6902,Allene oxide cyclase,E5_3_99_6,,vv10592alpha-Linolenic_acid_metabolism,
98,VIT_12s0028g03640,1408,0.6828,Ripening induced protein,,,,
99,VIT_03s0038g03240,1411,0.6813,Auxin-independent growth promoter,,,,
100,VIT_11s0016g00010,1407,0.6810,Purine permease 5 PUP5,PUP5,,vv50122Porters_cat_7_to_17,
101,VIT_18s0072g00670,1400,0.6803,GT2-like trihelix DNA-binding protein,GT2REL_1,,vv60062Trihelix,
102,VIT_18s0041g00610,1413,0.6800,Proton-dependent oligopeptide transport (POT) family protein,POT,,vv50122Porters_cat_7_to_17,
103,VIT_08s0007g06040,1414,0.6795,Beta-1 3-glucanase,E3_2_1_6,,,
104,VIT_14s0006g02090,1404,0.6766,Ankyrin protein kinase,,,,
105,VIT_13s0019g05190,1399,0.6752,RAB GTPase RAB_ALPHA,K07976,,,
106,VIT_09s0002g04240,1377,0.6649,Membrane protein,,,,
107,VIT_16s0098g01640,1370,0.6638,No hit,,,,
108,VIT_00s0187g00340,1378,0.6635,fumarylacetoacetase,E3_7_1_2,,vv10350Tyrosine_metabolism,
109,VIT_05s0077g00900,1364,0.6615,No hit,,,,
110,VIT_01s0011g04740,1364,0.6536,LPR1 (Low Phosphate Root1) multicopper oxidase,,,,
111,VIT_18s0001g04890,1340,0.6502,Low affinity sulphate transporter,AST68,,vv50124Porters_cat_30_to_64,
112,VIT_07s0031g02670,1341,0.6494,Delay of germination 1,DOG1_4,,vv60012BZIP,
113,VIT_02s0154g00520,1338,0.6476,Aspartyl protease,E3_4_23_x,,,
114,VIT_03s0038g00820,1342,0.6464,3-oxo-5-alpha-steroid 4-dehydrogenase  C-terminal,K09591,,vv10905Brassinosteroid_biosynthesis,
115,VIT_00s0323g00070,1307,0.6357,Pectin methylesterase inhibitor,PMEI,,vv40006Cell_wall,
116,VIT_02s0154g00350,1310,0.6353,L-lactate dehydrogenase A,E1_1_1_27,,vv10010Glycolysis,vv10272Cysteine_metabolism
117,VIT_18s0001g14920,1299,0.6297,Unknown protein,,,,
118,VIT_06s0004g02560,1296,0.6279,Kiwellin Ripening-related protein grip22,,,,
119,VIT_11s0103g00210,1296,0.6276,F-box family protein,,,,
120,VIT_09s0002g05730,1298,0.6274,Esterase,,,,
121,VIT_18s0089g00180,1293,0.6268,1 4-beta-mannan endohydrolase,E3_2_1_78,,vv10051Fructose_and_mannose_metabolism,
122,VIT_00s0253g00060,1293,0.6240,OBF binding protein 2,OBP2,,vv60015C2C2-DOF,
123,VIT_08s0040g00690,1283,0.6201,Unknown,,,,
124,VIT_08s0007g04590,1276,0.6173,UGT73C2 (UDP-glucosyl transferase 73C2),,,,
125,VIT_06s0004g06390,1270,0.6138,UDP-glucose glucosyltransferase,E2_4_1_35,,vv10500Starch_and_sucrose_metabolism,
126,VIT_01s0011g04090,1256,0.6109,Unknown protein,,,,
127,VIT_05s0020g01930,1259,0.6070,TUBBY like protein 3 TLP3,TLP3_1,,vv60063TUB,
128,VIT_14s0006g02600,1209,0.5886,Wall-associated kinase 4,,,,
129,VIT_06s0061g00570,1199,0.5803,Amino acid permease,AAPREL,,vv50123Porters_cat_18_to_29,
130,VIT_02s0025g03630,1199,0.5789,Cu2+-exporting ATPase HMA5 (heavy metal ATPase 5),K01533_HMA5,,vv50131Primary_active_transporter_cat_A2_to_A4,
131,VIT_01s0011g06200,1180,0.5643,Zinc finger protein 4,ZFP4_2,,vv60017C2H2,
132,VIT_11s0016g01000,1161,0.5611,flavonoid 3-monooxygenase,E1_14_13_21,,vv10941Flavonoid_biosynthesis,
133,VIT_18s0001g00140,1149,0.5580,Unknown protein,,,,
134,VIT_05s0049g00890,1151,0.5579,Serine/threonine-protein phosphatase PP1,K06269,,vv10500Starch_and_sucrose_metabolism,
135,VIT_05s0020g02280,1144,0.5551,Unknown protein,,,,
136,VIT_15s0046g01900,1146,0.5528,ferric reduction oxidase 2,FRO2,,vv50105Transport_electron_carriers,
137,VIT_00s0317g00160,1133,0.5500,Chalcone and stilbene synthases,E2_3_1_74,,vv10941Flavonoid_biosynthesis,
138,VIT_05s0020g03080,1138,0.5484,Acyl-CoA synthetase long-chain member 6,E6_2_1_3_LACS6,,vv10071Fatty_acid_metabolism,vv44146Peroxisome
139,VIT_19s0085g00010,1124,0.5425,Auxin-regulated protein,AUXREG,,vv30003Auxin_signaling,
140,VIT_14s0030g01980,1117,0.5401,Auxin-induced protein PCNT115,AUXREG,,vv30003Auxin_signaling,
141,VIT_04s0023g03840,1113,0.5390,Beta-galactosidase,E3_2_1_23,,vv10052Galactose_metabolism,vv10511N-Glycan_degradation
142,VIT_11s0016g00300,1100,0.5324,Pectinesterase family,E3_1_1_11,,vv40006Cell_wall,
143,VIT_09s0002g00550,1101,0.5324,Lipase GDSL 1,,,,
144,VIT_03s0088g00110<br>VIT_03s0088g00050,1103,0.5321,
145,VIT_13s0019g05000,1084,0.5280,Cytokinesis Sec1 protein (KEULE),KEULE,,vv24130SNARE_interactions_in_vesicular_transport,vv44110Cell_cycle
146,VIT_06s0009g00850,1072,0.5227,Strictosidine synthase,E4_3_3_2,,vv10900Terpenoid_biosynthesis,vv10902Monoterpenoid_biosynthesis
147,VIT_11s0052g00360,1078,0.5190,No hit,,,,
148,VIT_12s0059g00150,1044,0.5048,Ankyrin repeat,K10380,,vv50108Accessory_factors_involved_in_transport,
149,VIT_11s0052g00880,1035,0.5029,NADPH-cytochrome P450 oxydoreductase isoform 3,E1_6_2_4,,vv10195Photosynthesis,
150,VIT_00s0480g00090<br>VIT_00s0480g00100,1037,0.5015,
151,VIT_14s0081g00560,1032,0.4986,WRKY DNA-binding protein 39,WRKY39_1,VvWRKY42,vv60066WRKY,
152,VIT_01s0150g00540,1028,0.4981,Unknown protein,,,,
153,VIT_11s0016g03920,1023,0.4968,Polyol transporter 5,PLT5,,vv50121Porters_cat_1_to_6,
154,VIT_11s0016g01340,1029,0.4942,Unknown protein,,,,
155,VIT_08s0007g01350,1019,0.4932,No hit,,,,
156,VIT_05s0077g01980,1018,0.4904,Unknown protein,,,,
157,VIT_05s0049g01280,1013,0.4868,COP1-interacting protein 7,CIP7,,vv24120Ubiquitin_mediated_proteolysis,
158,VIT_04s0008g06570,1007,0.4867,Chorismate mutase  cytosolic (CM2),E5_4_99_5,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
159,VIT_04s0008g00280,1002,0.4852,Amino acid permease 1,AAP1,,vv50123Porters_cat_18_to_29,
160,VIT_04s0008g04380,998,0.4852,Vernalization insensitive 3,VIN3,,vv30009Flower_development,
161,VIT_14s0066g00600,1007,0.4851,Unknown protein,,,,
162,VIT_00s0392g00050,1002,0.4836,Protein-serine/threonine kinase,,,,
163,VIT_00s0203g00040,991,0.4825,Vesicle-associated membrane protein,VAMPREL,,vv50109Incompletely_characterized_transport_systems,
164,VIT_17s0000g02440,997,0.4819,Integral membrane protein,,,,
165,VIT_00s1328g00020,996,0.4809,Phytosulfokines PSK4,,,,
166,VIT_07s0005g02730,990,0.4806,Myb Radialis,RADIALIS_2,,vv30009Flower_development,vv60045MYBrelated
167,VIT_09s0002g06300,989,0.4796,Unknown,,,,
168,VIT_18s0001g01640,971,0.4671,UDP-sugar pyrophospharylase,E2_7_7_23,,vv10530Aminosugars_metabolism,
169,VIT_18s0001g11240,952,0.4617,MAPKKK5 (Mitogen-activated protein kinase kinase kinase 5),,,,
170,VIT_04s0023g03540,955,0.4609,Thaumatin SCUTL1,,,,
171,VIT_05s0077g00520,947,0.4586,Gibberellin 2-oxidase,E1_14_11_13,,vv10904Diterpenoid_biosynthesis,
172,VIT_16s0022g00960,950,0.4563,Invertase/pectin methylesterase inhibitor,PMEI,,vv40006Cell_wall,
173,VIT_12s0142g00450,936,0.4520,Unknown protein,,,,
174,VIT_15s0048g00770,924,0.4449,Kinesin motor KHC,KMKHC,,,
175,VIT_05s0094g00350,923,0.4444,Chitinase class IV,E3_2_1_14,,vv10530Aminosugars_metabolism,
176,VIT_11s0016g01770,910,0.4407,MKK2,K04368_MKK2,,vv34626Plant-pathogen_interaction,
177,VIT_00s0253g00110,911,0.4405,Methyl jasmonate esterase,MEJAE,,vv10592alpha-Linolenic_acid_metabolism,
178,VIT_18s0001g09300,907,0.4388,Protein Mpv17,K13348,,vv44146Peroxisome,
179,VIT_13s0067g01250,899,0.4364,Em protein GEA6 (EM6),,,,
180,VIT_09s0002g02490,886,0.4295,Dof zinc finger protein 1,ADOF1,,vv60015C2C2-DOF,
181,VIT_07s0031g00130,879,0.4273,Kinesin protein FRA1 (fragile fiber 1),FRA1,,vv44810Regulation_of_actin_cytoskeleton,
182,VIT_16s0115g00170,885,0.4263,Seed maturation protein PM28,,,,
183,VIT_19s0014g02360,887,0.4262,Phytosulfokine receptor precursor,,,,
184,VIT_07s0104g01340,883,0.4253,Nodulin MtN3 family,,,,
185,VIT_00s0317g00010,872,0.4221,Unknown,,,,
186,VIT_07s0005g01660,871,0.4216,Pentatricopeptide (PPR) repeat-containing protein,,,,
187,VIT_01s0011g05140,868,0.4167,Major latex-like protein ripening protein [grip61],,,,
188,VIT_03s0038g04390,858,0.4125,Dehydrin 1,,,,
189,VIT_14s0030g00590,856,0.4119,ABC transporter g family pleiotropic drug resistance 12 PDR12,ABCGPDR12,,vv52010ABC_transporters,
190,VIT_03s0063g00580,850,0.4112,Rad54,K10875,,vv23440Homologous_recombination,vv60058SNF2
191,VIT_12s0059g02710,845,0.4094,Pinene synthase,E4_2_3_14,,vv10902Monoterpenoid_biosynthesis,
192,VIT_04s0044g01410,849,0.4092,Photosystem I reaction center subunit N (PSAN),K02701,,vv10195Photosynthesis,vv50105Transport_electron_carriers
193,VIT_08s0040g01340,843,0.4084,Cellulose synthase CSLA09,E2_4_1_12_CSLA09,,vv40006Cell_wall,
194,VIT_11s0016g01040,837,0.4067,CYP92A2v4,,,,
195,VIT_15s0048g01390,833,0.4036,Gibberellin receptor GID1L3,GID1C,,vv30010Gibberellin_signaling,
196,VIT_05s0077g01190,828,0.4027,Outer envelope protein 16,OEP16,,vv50101Channels_and_pores,
197,VIT_03s0038g00430,832,0.4012,Enhanced disease susceptibility 5 EDS5,EDS5,,vv30011Jasmonate_signaling,vv50125Porters_cat_66_to_94
198,VIT_05s0020g01240,830,0.4002,Geranylgeranyl pyrophosphate synthase,E2_5_1_29,,vv10100Biosynthesis_of_steroids,vv10900Terpenoid_biosynthesis
199,VIT_03s0038g00670,823,0.3978,fructose-bisphosphate aldolase  chloroplast precursor,E4_1_2_13,,vv10010Glycolysis,vv10030Pentose_phosphate
200,VIT_15s0021g00310,815,0.3954,Ent-kaurenoic acid oxidase,E1_14_13_79,,vv10904Diterpenoid_biosynthesis,
201,VIT_19s0015g01310,798,0.3878,Amino acid permease 7,AAP7,,vv50123Porters_cat_18_to_29,
202,VIT_13s0067g00600,800,0.3872,Arginine-tRNA-protein transferase 1,E2_3_2_8,,vv20970Aminoacyl-tRNA_biosynthesis,
203,VIT_19s0027g00430,791,0.3838,No hit,,,,
204,VIT_04s0023g03120,792,0.3822,Histone H3,,,,
205,VIT_03s0017g01520,783,0.3814,Peptidyl-prolyl cis-trans isomerase ROC7 (rotamase CYP 7),ROC7,,,
206,VIT_07s0130g00260,785,0.3792,SET domain-containing protein,SETDOM_6,,vv60056SET_PCG,
207,VIT_16s0098g01150,781,0.3775,Auxin-responsive SAUR29,SAUR29,,vv30003Auxin_signaling,
208,VIT_03s0063g00790,780,0.3770,Carboxyesterase 13; CXE13,E3_1_1_1,,,
209,VIT_06s0080g00590,775,0.3748,Harpin-induced protein,,,,
210,VIT_10s0116g00400,775,0.3742,SEC14 cytosolic factor,SEC14,,vv50122Porters_cat_7_to_17,
211,VIT_14s0066g01720,775,0.3740,Bromo-adjacenty (BAH) domain-containing protein,,,,
212,VIT_10s0116g00560,771,0.3730,Polyphenol oxidase II  chloroplast precursor,E1_10_3_1,,vv10350Tyrosine_metabolism,vv50109Incompletely_characterized_transport_systems
213,VIT_04s0044g01380,765,0.3710,Myb domain protein 52,MYB52_3,MYB166,vv60044MYB,
214,VIT_11s0016g01050,766,0.3704,ferulate 5-hydroxylase,K09755,,vv10940Phenylpropanoid_biosynthesis,
215,VIT_00s0253g00090,763,0.3702,Methyl jasmonate esterase,MEJAE,,vv10592alpha-Linolenic_acid_metabolism,
216,VIT_14s0219g00290,760,0.3689,Esterase/lipase/thioesterase,,,,
217,VIT_00s0341g00070<br>VIT_00s0632g00010,761,0.3675,
218,VIT_11s0016g01230,750,0.3628,12-oxophytodienoate reductase 3,E1_3_1_42,,vv10592alpha-Linolenic_acid_metabolism,
219,VIT_10s0071g00020<br>VIT_10s0042g00050<br>VIT_13s0074g00070<br>VIT_10s0042g00030<br>VIT_10s0042g00020<br>VIT_13s0074g00080<br>VIT_10s0042g00010<br>VIT_00s0575g00020<br>VIT_10s0071g00010,747,0.3612,
220,VIT_00s0373g00030,742,0.3600,HSL2 (HAESA-like 2),,,,
221,VIT_00s0199g00240,742,0.3591,Pyrophosphate-fructose-6-phosphate 1-phosphotransferase,E2_7_1_90,,vv10051Fructose_and_mannose_metabolism,
222,VIT_18s0075g00410,740,0.3573,Sucrose-phosphate synthase - like protein,E2_4_1_14,,vv10500Starch_and_sucrose_metabolism,
223,VIT_12s0028g03270,731,0.3564,Ethylene-responsive transcription factor 9,ERF9_1,,vv30008Ethylene_signaling,vv60003AP2_EREBP
224,VIT_06s0004g04310,736,0.3542,Alcohol dehydrogenase,E1_1_1_1,,vv10010Glycolysis,vv10071Fatty_acid_metabolism
225,VIT_17s0000g03630,732,0.3533,No hit,,,,
226,VIT_06s0080g00420,729,0.3529,Glucan endo-1 3-beta-glucosidase 7 precursor,E3_2_1_39,,vv10500Starch_and_sucrose_metabolism,
227,VIT_15s0048g02980,725,0.3502,Unknown protein,,,,
228,VIT_00s0480g00070,725,0.3499,Polyphenol oxidase II  chloroplast precursor,E1_10_3_1,,vv10350Tyrosine_metabolism,vv50109Incompletely_characterized_transport_systems
229,VIT_13s0067g02930,703,0.3428,Expansin [Vitis labrusca x Vitis vinifera] EXPA8,EXPA8,,vv30003Auxin_signaling,
230,VIT_05s0124g00480,708,0.3410,2-hydroxyacyl-CoA lyase 1,K12261,,vv44146Peroxisome,
231,VIT_10s0003g01410,704,0.3404,CBL-interacting protein kinase 20 (CIPK20),CIPK20,,,
232,VIT_00s0253g00030,702,0.3388,BTI2 (VIRB2- interacting  protein 2),,,,
233,VIT_00s0291g00100,697,0.3379,ABC transporter B member 5,K05660,,vv52010ABC_transporters,
234,VIT_05s0094g00930,691,0.3332,Phosphoglucomutase/phosphomannomutase C terminal,E5_4_2_2,,vv10010Glycolysis,vv10030Pentose_phosphate
235,VIT_08s0007g06530,689,0.3330,DnaJ homolog  subfamily B  member 6,K09512,,vv50132Primary_active_transporter_cat_A5_to_A8,
236,VIT_17s0000g08460,688,0.3314,Carbonic anhydrase  chloroplast precursor,E4_2_1_1,,vv10910Nitrogen_metabolism,vv50124Porters_cat_30_to_64
237,VIT_02s0012g01450,664,0.3228,Basic helix-loop-helix BHLH071,BHLH071,,vv60011BHLH,
238,VIT_18s0001g07960,665,0.3220,Serine hydroxymethyltransferase,E2_1_2_1,,vv10260Glycine_serine_and_threonine_metabolism,vv10670One_carbon_pool_by_folate
239,VIT_09s0018g01490,662,0.3220,Anthraniloyal-CoA: methanol anthraniloyal transferase,AMAT,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
240,VIT_09s0002g02080,664,0.3198,CYP90D2,K09589,,vv10905Brassinosteroid_biosynthesis,
241,VIT_06s0004g01890,655,0.3170,Cu2+-exporting ATPase HMA5 (heavy metal ATPase 5),K01533_HMA5,,vv50131Primary_active_transporter_cat_A2_to_A4,
242,VIT_16s0013g01880,656,0.3169,No hit,,,,
243,VIT_01s0026g01020,650,0.3151,Binding,,,,
244,VIT_14s0006g02900,650,0.3134,Monoglyceride lipase,E3_1_1_23,,vv10561Glycerolipid_metabolism,
245,VIT_02s0025g05050,649,0.3126,Zf A20 and AN1 domain-containing stress-associated protein 1,SAP1_1,,vv60077Other_zf-AN1,
246,VIT_06s0004g07530,642,0.3123,U2B'' (U2 small nuclear ribonucleoprotein B),K11094,,vv23040Spliceosome,
247,VIT_13s0158g00080,642,0.3100,Serine carboxypeptidase,,,,
248,VIT_02s0025g03590,641,0.3100,Phospholipid hydroperoxide glutathione peroxidase,E1_11_1_12,,vv10480Glutathione_metabolism,
249,VIT_00s0199g00220,637,0.3083,Phosphofructokinase,E2_7_1_90,,vv10051Fructose_and_mannose_metabolism,
250,VIT_16s0050g02530,633,0.3043,Myb Triptychon,TRIPTYCHON_1,,vv44110Cell_cycle,vv60045MYBrelated
251,VIT_00s0299g00090,625,0.3031,No hit,,,,
252,VIT_00s0218g00210,627,0.3028,Folate-biopterin transporter,FBT,,vv50125Porters_cat_66_to_94,
253,VIT_06s0004g06790,626,0.3024,Gibberellin 2-beta-dioxygenase 7,E1_14_11_13,,vv10904Diterpenoid_biosynthesis,
254,VIT_08s0007g08840,623,0.3021,Glycosyl transferaseHGA1,,,,
