Vv_m2,2000,1000,VIT_12s0035g00150
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
66,VIT_07s0031g01710,1657,0.8063,WRKY DNA-binding protein 51,WRKY51_3,VvWRKY22,vv60066WRKY,
67,VIT_05s0020g04710,1647,0.8026,Protein transport protein Sec23A,K14006,,vv24141Protein_processing_in_endoplasmic_reticulum,vv50110Protein_coat
68,VIT_02s0109g00310,1658,0.8017,flavonoid 3-monooxygenase,E1_14_13_21,,vv10941Flavonoid_biosynthesis,
69,VIT_02s0025g01530,1652,0.7996,Membrane protein-like,,,,
70,VIT_06s0004g01470,1649,0.7993,Lipoxygenase LOX1,E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
71,VIT_09s0002g02990,1662,0.7983,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
72,VIT_16s0050g01970,1662,0.7979,Serine/threonine protein kinase LRK19,,,,
73,VIT_16s0039g01260,1651,0.7968,Ser/Thr receptor-like kinase1,,,,
74,VIT_16s0148g00070,1630,0.7924,Receptor-like protein kinase,,,,
75,VIT_16s0050g02720<br>VIT_16s0148g00110<br>VIT_00s0425g00030<br>VIT_16s0098g00100,1618,0.7839,
76,VIT_05s0102g00140,1607,0.7782,No hit,,,,
77,VIT_12s0034g00250,1591,0.7772,Aquaporin PIP1A,PIP1A,,vv50101Channels_and_pores,
78,VIT_00s0388g00090<br>VIT_00s1830g00010<br>VIT_00s0388g00020,1589,0.7695,
79,VIT_09s0002g03000,1589,0.7684,Leucine-rich repeat protein kinase,,,,
80,VIT_16s0148g00280,1591,0.7682,Receptor kinase homolog LRK10,,,,
81,VIT_04s0008g00330,1568,0.7649,Clavata1 receptor kinase (CLV1),,,,
82,VIT_02s0154g00170,1571,0.7564,flavin-containing monooxygenase 3,E1_14_13_8,,vv11000Single_reactions,
83,VIT_08s0007g01560,1569,0.7543,Photoassimilate-responsive protein,,,,
84,VIT_09s0018g01120<br>VIT_09s0018g01020,1552,0.7505,
85,VIT_13s0067g02420,1538,0.7470,No hit,,,,
86,VIT_04s0008g00350,1546,0.7433,Clavata1 receptor kinase (CLV1),,,,
87,VIT_02s0025g02970,1546,0.7429,flavanone 3-beta-hydroxylase,E1_14_11_9,,vv10941Flavonoid_biosynthesis,
88,VIT_09s0002g07680,1539,0.7417,Disease resistance protein,,,,
89,VIT_03s0017g01290,1532,0.7387,ABC transporter G member 7,ABCG7,,vv52010ABC_transporters,
90,VIT_16s0050g02500,1511,0.7346,Transcription factor MUTE,MUTE_1,,vv60011BHLH,
91,VIT_06s0080g01030,1506,0.7254,No hit,,,,
92,VIT_10s0003g04860,1499,0.7249,Receptor kinase TRKa,,,,
93,VIT_06s0004g05290,1472,0.7084,No hit,,,,
94,VIT_01s0011g02920,1452,0.7062,TCP family transcription factor DICHOTOMA,DICHOTOMA,,vv30009Flower_development,vv60061TCP
95,VIT_11s0016g04840,1454,0.7031,Avr9/Cf-9 rapidly elicited protein 11,,,,
96,VIT_00s0203g00170,1451,0.7023,Myb domain protein 92,MYB92_1,MYB136,vv60044MYB,
97,VIT_14s0036g00610,1460,0.7019,Ethylene-induced calmodulin-binding protein B,EICBPB_1,,vv30008Ethylene_signaling,vv30011Jasmonate_signaling
98,VIT_16s0050g02710,1443,0.6958,RPK1 (receptor-like protein kinase 1),,,,
99,VIT_09s0002g02810,1444,0.6939,Light repressible receptor protein kinase,,,,
100,VIT_08s0058g00850,1436,0.6920,Gag-pol polyprotein,,,,
101,VIT_18s0001g01320,1428,0.6909,Wall-associated receptor kinase 5,,,,
102,VIT_16s0050g00250,1419,0.6892,Disease resistance family protein,,,,
103,VIT_07s0005g04040,1421,0.6871,Leucine Rich Repeat receptor-like kinase,,,,
104,VIT_04s0008g02530,1421,0.6848,ATP binding protein,,,,
105,VIT_16s0098g00970,1412,0.6821,Subtilisin serine protease,SBT3_5_1,,vv50101Channels_and_pores,vv60085MTERF
106,VIT_06s0004g05360,1412,0.6808,Tropinone reductase,E1_1_1_206,,vv10220Urea_cycle_and_metabolism_of_amino_groups,
107,VIT_09s0002g07510,1402,0.6799,Pentatricopeptide (PPR) repeat-containing protein,,,,
108,VIT_19s0014g04180,1411,0.6790,Curculin (mannose-binding) lectin,,,,
109,VIT_16s0148g00270,1405,0.6781,No hit,,,,
110,VIT_16s0050g01980,1406,0.6750,EIX receptor 2,,,,
111,VIT_00s0388g00010,1399,0.6749,Serine/threonine kinase,,,,
112,VIT_00s1372g00010,1384,0.6748,Pentatricopeptide (PPR) repeat-containing protein,,,,
113,VIT_05s0049g01900,1388,0.6748,Pentatricopeptide (PPR) repeat-containing,,,,
114,VIT_04s0008g03930,1387,0.6740,RD22,,,,
115,VIT_00s0294g00080,1389,0.6723,Receptor kinase homolog LRK10,,,,
116,VIT_01s0010g01090,1364,0.6609,Peroxidase ATP23a,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
117,VIT_18s0001g15150,1365,0.6607,Unknown protein,,,,
118,VIT_16s0039g01250,1357,0.6591,Receptor kinase homolog LRK10,,,,
119,VIT_14s0036g00930,1346,0.6512,Polyubiquitin (UBQ4),,,,
120,VIT_09s0070g00400,1344,0.6496,No hit,,,,
121,VIT_18s0001g03340,1351,0.6495,No hit,,,,
122,VIT_07s0104g01660,1328,0.6443,HAK5 (High affinity K+ transporter 5),HAK5,,vv50125Porters_cat_66_to_94,
123,VIT_09s0070g00640,1316,0.6385,Disease resistance protein,,,,
124,VIT_12s0057g01430,1306,0.6312,Heavy-metal-associated domain-containing protein,,,,
125,VIT_01s0137g00510,1304,0.6306,CYP71B10,CYP71B10,,vv10940Phenylpropanoid_biosynthesis,
126,VIT_15s0046g02090,1298,0.6289,Late embryogenesis abundant group 14,,,,
127,VIT_13s0074g00660,1290,0.6253,ABC transporter G member 22,ABCG22,,vv52010ABC_transporters,
128,VIT_19s0014g04470,1293,0.6249,S-locus protein kinase,,,,
129,VIT_00s0353g00030,1290,0.6238,S-locus lectin protein kinase,,,,
130,VIT_13s0156g00570,1274,0.6200,S-receptor kinase,,,,
131,VIT_09s0002g05130,1281,0.6182,Zinc finger (C3HC4-type ring finger),ZFC3HC4_53,,vv60078Other_zf-C3HC4,
132,VIT_00s0587g00030,1275,0.6171,CBS domain-containing protein,,,,
133,VIT_16s0050g01890,1276,0.6158,Unknown,,,,
134,VIT_00s0294g00060<br>VIT_00s0258g00050,1259,0.6097,
135,VIT_14s0068g00090,1248,0.6070,feronia receptor-like kinase,,,,
136,VIT_18s0041g00520,1250,0.6059,Proton-dependent oligopeptide transport (POT) family protein,POT,,vv50122Porters_cat_7_to_17,
137,VIT_14s0128g00780,1242,0.6035,Lipoxygenase,E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
138,VIT_01s0010g03210,1251,0.6026,HcrVf1 protein,,,,
139,VIT_17s0053g00400,1242,0.6015,S-receptor protein kinase,,,,
140,VIT_13s0067g02360,1245,0.6009,Peroxidase  class III,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
141,VIT_07s0095g00290,1247,0.6004,Serine/threonine kinase BRLK,,,,
142,VIT_19s0027g01510,1241,0.5981,No hit,,,,
143,VIT_00s0266g00020<br>VIT_00s0372g00020<br>VIT_00s0271g00010<br>VIT_00s0385g00020<br>VIT_00s0522g00020<br>VIT_00s0372g00060<br>VIT_00s0372g00030<br>VIT_00s0385g00010,1229,0.5952,
144,VIT_16s0050g01900,1225,0.5932,Leucine-rich repeat protein kinase,,,,
145,VIT_17s0000g03330,1207,0.5837,Receptor serine/threonine kinase PR5K,,,,
146,VIT_17s0000g09300,1212,0.5833,Pentatricopeptide (PPR) repeat,,,,
147,VIT_19s0177g00120,1196,0.5786,Unknown protein,,,,
148,VIT_16s0050g01530,1178,0.5694,HcrVf2 protein,,,,
149,VIT_19s0027g01600,1173,0.5672,CC-NBS-LRR class,,,,
150,VIT_00s0388g00060,1149,0.5545,Receptor serine/threonine kinase,,,,
151,VIT_12s0059g02280,1150,0.5534,Spg1p (septum-promoting GTPase),,,,
152,VIT_07s0104g01670,1146,0.5515,HAK5 (High affinity K+ transporter 5),HAK5,,vv50125Porters_cat_66_to_94,
153,VIT_09s0002g03060,1135,0.5488,Leucine-rich repeat protein kinase,,,,
154,VIT_03s0017g01650,1132,0.5461,Major Facilitator Superfamily,MFS,,vv50121Porters_cat_1_to_6,
155,VIT_16s0050g02190,1129,0.5446,Unknown,,,,
156,VIT_17s0000g07680,1118,0.5425,Alpha-N-acetylglucosaminidase,E3_2_1_50,,vv10511N-Glycan_degradation,
157,VIT_09s0054g01370,1128,0.5423,Beta-amyrin synthase,E5_4_99_BAS,,vv10900Terpenoid_biosynthesis,
158,VIT_00s0505g00020,1115,0.5407,No hit,,,,
159,VIT_19s0135g00250,1107,0.5363,Ankyrin repeat protein,K10380,,vv50108Accessory_factors_involved_in_transport,
160,VIT_01s0010g00710,1105,0.5346,Armadillo/beta-catenin repeat protein / U-box domain-containing protein ,,,,
161,VIT_16s0039g02380,1090,0.5309,Disease resistance family protein,,,,
162,VIT_00s0266g00030<br>VIT_00s0271g00020,1094,0.5262,
163,VIT_16s0039g02280,1092,0.5242,EIX receptor 2,,,,
164,VIT_06s0004g01460<br>VIT_06s0004g01450,1074,0.5216,
165,VIT_00s0258g00040,1071,0.5186,Ser/Thr receptor-like kinase1,,,,
166,VIT_00s0258g00110,1071,0.5166,Receptor serine/threonine kinase,,,,
167,VIT_18s0001g00570,1061,0.5131,Pentatricopeptide (PPR) repeat-containing,,,,
168,VIT_18s0001g15120,1061,0.5099,Unknown protein,,,,
169,VIT_10s0116g01150,1041,0.5051,Unknown,,,,
170,VIT_00s0484g00030,1044,0.5041,ARK3 (Arabidopsis Receptor Kinase 3),,,,
171,VIT_18s0001g10930,1040,0.5029,Patatin,,,,
172,VIT_03s0110g00020,1035,0.5005,Unknown,,,,
173,VIT_16s0013g01760,1033,0.4969,Derlin-1,K11519,,vv24141Protein_processing_in_endoplasmic_reticulum,vv50133Primary_active_transporter_cat_A9_to_A18
174,VIT_18s0072g00430,1033,0.4954,Alginate_lyase2,E4_2_2_11,,,
175,VIT_17s0000g06100,1028,0.4947,Pentatricopeptide (PPR) repeat-containing protein,,,,
176,VIT_14s0036g00990,1024,0.4933,Polyubiquitin (UBQ4),,,,
177,VIT_14s0108g00310,1021,0.4925,Leucine Rich Repeat receptor-like kinase,,,,
178,VIT_12s0028g01620,1027,0.4919,Pentatricopeptide (PPR) repeat,,,,
179,VIT_19s0014g04170,1016,0.4906,Curculin (mannose-binding) lectin,,,,
180,VIT_18s0001g10280,1008,0.4884,No hit,,,,
181,VIT_01s0011g03430,1009,0.4874,No hit,,,,
182,VIT_15s0024g00980,1004,0.4850,Amidase,E3_5_1_4,,vv10220Urea_cycle_and_metabolism_of_amino_groups,vv10360Phenylalanine_metabolism
183,VIT_09s0002g02890,1000,0.4831,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
184,VIT_16s0098g00110,996,0.4823,Receptor kinase LRK10,,,,
185,VIT_01s0011g00970,997,0.4819,RPM1 (resistance to p. syringae pv maculicola 1),K13457,,vv34626Plant-pathogen_interaction,
186,VIT_18s0089g01190,997,0.4819,Stage III sporulation protein AA,K06390,,vv50109Incompletely_characterized_transport_systems,
187,VIT_12s0059g01210,999,0.4810,RNA-binding protein,,,,
188,VIT_09s0002g07720,986,0.4754,Leucine-rich repeat family protein,,,,
189,VIT_00s0294g00090,984,0.4740,Ser/Thr receptor-like kinase1,,,,
190,VIT_16s0022g01700,969,0.4683,No hit,,,,
191,VIT_14s0068g00130<br>VIT_14s0068g00110<br>VIT_14s0068g00120,962,0.4661,
192,VIT_04s0008g00920,959,0.4637,Clavata1 receptor kinase (CLV1),,,,
193,VIT_10s0003g03550,960,0.4627,Lupeol synthase,E5_4_99_8,,vv10100Biosynthesis_of_steroids,
194,VIT_09s0054g00300,959,0.4615,Disease resistance,,,,
195,VIT_15s0046g00510,951,0.4599,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
196,VIT_09s0070g00620,949,0.4598,Leucine-rich repeat family protein,,,,
197,VIT_13s0074g00680,948,0.4580,ABC transporter G member 22,ABCG22,,vv52010ABC_transporters,
198,VIT_18s0041g00230,946,0.4568,TIR-NBS-LRR disease resistance,,,,
199,VIT_00s0787g00020,938,0.4534,Heat shock 70kDa protein 1/8,K03283,,vv23040Spliceosome,vv24141Protein_processing_in_endoplasmic_reticulum
200,VIT_18s0072g00980,939,0.4532,Leucine-rich repeat protein kinase,,,,
201,VIT_08s0058g01390,933,0.4527,WRKY DNA-binding protein 70,WRKY70_2,VvWRKY25,vv60066WRKY,
202,VIT_07s0141g00060,934,0.4480,Beta-ketoacyl-CoA-synthase,E2_3_1_41,,vv10061Fatty_acid_biosynthesis,
203,VIT_00s0254g00010,920,0.4460,Unknown,,,,
204,VIT_16s0039g00620,902,0.4370,PHD zinc finger protein,,,,
205,VIT_18s0041g00190,902,0.4364,R protein L6,K13477,,vv34627R_proteins_from_Plant-pathogen_interaction,
206,VIT_06s0004g02080,904,0.4363,TRNA-specific 2-thiouridylase,K00566,,vv24122Sulfur_relay_system,
207,VIT_00s0456g00040<br>VIT_00s0374g00030,902,0.4351,
208,VIT_06s0080g00820,896,0.4341,Tubulin beta-6 chain,K07375,,vv44145Phagosome,vv44810Regulation_of_actin_cytoskeleton
209,VIT_05s0077g01020,892,0.4315,GCN5 N-acetyltransferase (GNAT),GCN5_24,,vv60082GNAT,
210,VIT_12s0142g00690,885,0.4282,No hit,,,,
211,VIT_05s0094g00960,896,0.4281,UDP-xylose phenolic glycosyltransferase,,,,
212,VIT_17s0000g10270,887,0.4273,No hit,,,,
213,VIT_00s0286g00140<br>VIT_00s0484g00010<br>VIT_00s2549g00010,876,0.4252,
214,VIT_01s0127g00070,876,0.4224,Nitrate transporter2.5,NRT2_5,,vv50121Porters_cat_1_to_6,
215,VIT_15s0024g00190,870,0.4173,No hit,,,,
216,VIT_16s0039g02300,863,0.4141,EIX receptor 2,,,,
217,VIT_09s0002g04690,848,0.4139,Pentatricopeptide (PPR) repeat-containing protein,,,,
218,VIT_16s0022g00320,852,0.4122,Nitric-oxide synthase 1 (AtNOS1),E1_14_13_39,,vv10330Arginine_and_proline_metabolism,vv34020Calcium_signaling_pathway
219,VIT_05s0029g00150,854,0.4110,No hit,,,,
220,VIT_09s0002g07810,851,0.4107,No hit,,,,
221,VIT_19s0014g03090,851,0.4101,CBS domain-containing protein,,,,
222,VIT_09s0002g07610,844,0.4081,Leucine-rich repeat family,,,,
223,VIT_09s0002g07830,847,0.4080,Leucine-rich repeat protein kinase,,,,
224,VIT_14s0171g00500,838,0.4048,No hit,,,,
225,VIT_11s0016g04270,836,0.4041,Hydrolase  alpha/beta fold,,,,
226,VIT_16s0098g00170,831,0.4038,Receptor kinase homolog LRK10,,,,
227,VIT_18s0001g14810,840,0.4029,Lipase 3 (EXL3) family II extracellular,,,,
228,VIT_16s0022g01720,835,0.4028,Receptor kinase homolog LRK10,,,,
229,VIT_13s0067g01570<br>VIT_13s0067g01640,831,0.4020,
230,VIT_00s0424g00020,815,0.3933,Receptor serine/threonine kinase,,,,
231,VIT_07s0151g00200,813,0.3931,Quinone-oxidoreductase  Chloroplast,K03956,,vv10190Oxidative_phosphorylation,vv50134Primary_active_transporter_cat_D1
232,VIT_14s0006g02210,807,0.3921,DNA ligase I,K10747,,vv23030DNA_replication,vv23410Base_excision_repair
233,VIT_16s0148g00060,812,0.3913,Receptor kinase homolog LRK10,,,,
234,VIT_06s0009g01040,807,0.3908,No hit,,,,
235,VIT_10s0042g00590,809,0.3904,Leucine-rich repeat receptor-like protein kinase 1,,,,
236,VIT_11s0118g00050,802,0.3884,EIX receptor,,,,
237,VIT_04s0008g00370,802,0.3876,Clavata1 receptor kinase (CLV1),,,,
238,VIT_04s0008g00400,802,0.3874,Clavata1 receptor kinase (CLV1),,,,
239,VIT_04s0008g02510,800,0.3859,Receptor kinase homolog LRK10,,,,
240,VIT_14s0108g00290,790,0.3826,formin 8,FH8,,vv44810Regulation_of_actin_cytoskeleton,
241,VIT_03s0038g01670,786,0.3821,R protein  PRF  disease resistance protein,K13453,,vv34627R_proteins_from_Plant-pathogen_interaction,
242,VIT_05s0124g00230,794,0.3819,F-box domain containing protein,,,,
243,VIT_09s0054g01440,789,0.3793,Beta-amyrin synthase,E5_4_99_BAS,,vv10900Terpenoid_biosynthesis,
244,VIT_08s0040g01490,782,0.3781,Unknown,,,,
245,VIT_12s0057g01570,779,0.3771,No hit,,,,
246,VIT_08s0007g05780,774,0.3721,Intron maturase  type II,,,,
247,VIT_16s0148g00170,770,0.3714,Protein binding / zinc ion binding,,,,
248,VIT_05s0020g01000<br>VIT_05s0020g01010<br>VIT_05s0020g00980,765,0.3692,
249,VIT_01s0011g00890,765,0.3687,Pentatricopeptide (PPR) repeat-containing,,,,
250,VIT_18s0001g09730,751,0.3642,S-domain receptor kinase,,,,
251,VIT_01s0011g05040,752,0.3628,Pentatricopeptide (PPR) repeat,,,,
252,VIT_07s0005g04070,741,0.3588,Leucine Rich Repeat receptor-like kinase,,,,
253,VIT_00s0753g00030,732,0.3548,No hit,,,,
254,VIT_08s0007g02480,738,0.3534,Lysine decarboxylase-like protein,LOG,,vv10908Zeatin_biosynthesis,
255,VIT_04s0044g01960,732,0.3529,Unknown,,,,
256,VIT_14s0030g00040,735,0.3527,Disease resistance protein (CC-NBS-LRR class),,,,
257,VIT_07s0005g01550,723,0.3491,Polygalacturonase PG1,E3_2_1_15,,vv40006Cell_wall,
258,VIT_00s0456g00030,717,0.3491,S-locus lectin protein kinase,,,,
259,VIT_09s0054g01280,713,0.3438,Beta-amyrin synthase,E5_4_99_BAS,,vv10900Terpenoid_biosynthesis,
260,VIT_16s0098g01160,708,0.3420,Subtilisin protease,SBT3_5,,vv50101Channels_and_pores,
261,VIT_04s0210g00100,705,0.3412,Mucin protein,K06568,,,
262,VIT_03s0017g01280,709,0.3412,ABC transporter G member 7,ABCG7,,vv52010ABC_transporters,
263,VIT_12s0028g04040,704,0.3403,Ankyrin repeat,K10380,,vv50108Accessory_factors_involved_in_transport,
264,VIT_13s0067g03690,701,0.3388,Pinene synthase,E4_2_3_14,,vv10902Monoterpenoid_biosynthesis,
265,VIT_08s0040g02620,693,0.3345,Pentatricopeptide (PPR) repeat-containing protein,,,,
266,VIT_19s0014g04480,690,0.3333,S-locus protein kinase,,,,
267,VIT_03s0180g00240,691,0.3322,No hit,,,,
268,VIT_02s0087g00630,686,0.3319,Alcohol oxidase,E1_1_3_13,,vv10680Methane_metabolism,
269,VIT_12s0028g03400,685,0.3319,No hit,,,,
270,VIT_04s0044g01570,689,0.3316,DNA topoisomerase III alpha,K03165,,vv23440Homologous_recombination,vv50132Primary_active_transporter_cat_A5_to_A8
271,VIT_03s0017g01550,680,0.3295,CRK10 (cysteine-rich RLK10),,,,
272,VIT_13s0084g00570<br>VIT_13s0084g00560,671,0.3238,
273,VIT_07s0104g01710,670,0.3230,HAK5 (High affinity K+ transporter 5),HAK5,,vv50125Porters_cat_66_to_94,
274,VIT_16s0098g00020<br>VIT_00s0258g00100<br>VIT_16s0148g00030<br>VIT_16s0148g00040,664,0.3230,
275,VIT_00s0294g00100,669,0.3209,Brassinosteroid insensitive 1-associated receptor kinase 1,BAK1,,vv30005Brassinosteroids_signaling,
276,VIT_17s0000g09240,656,0.3183,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
277,VIT_11s0016g04470,656,0.3181,Ornithine decarboxylase,E4_1_1_17,,vv10220Urea_cycle_and_metabolism_of_amino_groups,
278,VIT_12s0028g02680,653,0.3158,Unknown protein,,,,
279,VIT_08s0058g01080,650,0.3157,No hit,,,,
280,VIT_14s0006g02550,643,0.3108,Non-specific lipid-transfer protein 2 (LTP 2),,,,
281,VIT_15s0021g02710,640,0.3084,Zinc finger (C2H2 type) family,C2H2FAM_24,,vv60017C2H2,
282,VIT_03s0038g04690,637,0.3083,Isoflavone reductase protein 6,E1_3_1_45,,vv10943Isoflavonoid_biosynthesis,
283,VIT_16s0013g01160,638,0.3079,Receptor kinase homolog LRK10,,,,
284,VIT_19s0015g02420,623,0.3021,Serine/threonine-protein kinase receptor ARK3,,,,
285,VIT_09s0002g08310,613,0.2980,Unknown,,,,
286,VIT_16s0050g02740<br>VIT_00s1467g00010<br>VIT_00s0294g00070<br>VIT_16s0039g01210<br>VIT_16s0050g02730<br>VIT_16s0148g00180<br>VIT_16s0148g00420,613,0.2946,
287,VIT_13s0067g02100,611,0.2940,Pentatricopeptide (PPR) repeat-containing protein,,,,
288,VIT_05s0049g00130,610,0.2940,forkhead-associated domain-containing protein,FHADOM_13,,vv60028FHA,
289,VIT_09s0002g07750,608,0.2934,Disease resistance protein,,,,
290,VIT_03s0091g00060,605,0.2933,ACT domain-containing protein (ACR6),,,,
291,VIT_14s0068g02280,609,0.2932,No hit,,,,
292,VIT_17s0119g00390,603,0.2917,No hit,,,,
293,VIT_02s0012g02560,602,0.2911,No hit,,,,
