Vv_m2,2000,1000,VIT_12s0034g02570
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
36,VIT_08s0058g01390,1820,0.8797,WRKY DNA-binding protein 70,WRKY70_2,VvWRKY25,vv60066WRKY,
37,VIT_04s0008g02510,1778,0.8631,Receptor kinase homolog LRK10,,,,
38,VIT_19s0090g00770,1777,0.8593,F-box family protein,,,,
39,VIT_03s0038g04100,1768,0.8583,3-hydroxy-3-methylglutaryl-coenzyme A reductase 3,E1_1_1_34,,vv10100Biosynthesis_of_steroids,vv50121Porters_cat_1_to_6
40,VIT_02s0033g01050,1757,0.8533,Anthraniloyal-CoA: methanol anthraniloyal transferase,AMAT,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
41,VIT_09s0054g01370,1762,0.8520,Beta-amyrin synthase,E5_4_99_BAS,,vv10900Terpenoid_biosynthesis,
42,VIT_13s0019g00350,1760,0.8507,ARF GTPase activator  ARF-GAP Domain 13,AGD13,,vv50110Protein_coat,
43,VIT_01s0011g03430,1744,0.8441,No hit,,,,
44,VIT_02s0087g00400,1732,0.8424,Pectinacetylesterase,PAE,,vv40006Cell_wall,
45,VIT_17s0000g04610,1726,0.8354,Strictosidine synthase,E4_3_3_2,,vv10900Terpenoid_biosynthesis,vv10902Monoterpenoid_biosynthesis
46,VIT_15s0021g02710,1718,0.8312,Zinc finger (C2H2 type) family,C2H2FAM_24,,vv60017C2H2,
47,VIT_04s0008g02520,1716,0.8290,ATP binding protein,,,,
48,VIT_08s0007g00890,1715,0.8218,Tropinone reductase,E1_1_1_206,,vv10220Urea_cycle_and_metabolism_of_amino_groups,
49,VIT_05s0020g03270,1689,0.8179,S-receptor kinase,,,,
50,VIT_18s0001g00510,1684,0.8120,Prolyl endopeptidase,E3_4_21_26,,,
51,VIT_12s0034g00250,1665,0.8102,Aquaporin PIP1A,PIP1A,,vv50101Channels_and_pores,
52,VIT_05s0062g00820,1666,0.8091,Unknown protein,,,,
53,VIT_14s0068g01170,1678,0.8091,Pentatricopeptide repeat domain containing protein,,,,
54,VIT_05s0062g01120,1674,0.8083,PIN1,PIN1,,vv50004Auxin_transport,vv50125Porters_cat_66_to_94
55,VIT_00s1380g00010,1667,0.8069,Pentatricopeptide (PPR) repeat-containing protein,,,,
56,VIT_02s0025g00750,1677,0.8063,Pinoresinol forming dirigent protein,DIRPR,,vv10940Phenylpropanoid_biosynthesis,
57,VIT_10s0092g00650,1656,0.8015,Receptor kinase RK20-1,,,,
58,VIT_16s0039g01310,1646,0.7998,Receptor serine/threonine kinase PR5K,,,,
59,VIT_15s0048g02000,1640,0.7969,Homeodomain GLABROUS1,HDG1_1,VvHB53,vv60034HB,
60,VIT_06s0004g08250,1627,0.7879,Leucine-rich repeat transmembrane protein kinase  putative,,,,
61,VIT_06s0004g01470,1633,0.7877,Lipoxygenase LOX1,E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
62,VIT_00s0225g00080,1621,0.7838,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
63,VIT_04s0069g01120,1624,0.7827,Acyl-activating enzyme 7,E6_2_1_3,,vv10071Fatty_acid_metabolism,vv50104Group_translocators
64,VIT_12s0035g00110,1622,0.7817,Leucine Rich Repeat receptor-like kinase,,,,
65,VIT_08s0007g04130,1616,0.7795,CYP76G1,,,,
66,VIT_16s0148g00320,1593,0.7752,Ser/Thr receptor-like kinase1,,,,
67,VIT_13s0019g03510,1599,0.7728,Zinc finger (CCCH-type) family protein,CCCHFAM_14,,vv60018C3H,
68,VIT_00s1314g00010,1595,0.7702,Basic helix-loop-helix (bHLH) family,BHLHDOM_89,,vv60011BHLH,
69,VIT_09s0002g03010,1568,0.7619,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
70,VIT_03s0180g00240,1573,0.7592,No hit,,,,
71,VIT_14s0060g01420,1556,0.7561,Unknown protein,,,,
72,VIT_07s0005g06300,1551,0.7533,Phototropic-responsive NPH3,,,,
73,VIT_17s0053g00710,1563,0.7533,Calcium-dependent protein kinase,,,,
74,VIT_12s0035g00070,1551,0.7511,Leucine Rich Repeat receptor-like kinase,,,,
75,VIT_02s0033g01320,1542,0.7438,Amino acid permease,AAPREL,,vv50123Porters_cat_18_to_29,
76,VIT_18s0041g00250,1539,0.7424,R protein L6,K13477,,vv34627R_proteins_from_Plant-pathogen_interaction,
77,VIT_12s0059g01210,1527,0.7373,RNA-binding protein,,,,
78,VIT_00s0456g00040<br>VIT_00s0374g00030,1522,0.7363,
79,VIT_02s0025g01530,1491,0.7245,Membrane protein-like,,,,
80,VIT_03s0063g02250,1495,0.7236,Polyol transporter 5,PLT5,,vv50121Porters_cat_1_to_6,
81,VIT_19s0090g00840,1487,0.7204,WRKY DNA-binding protein 6,WRKY6_2,VvWRKY55,vv60066WRKY,
82,VIT_05s0029g01420,1489,0.7193,Ankyrin repeat,K10380,,vv50108Accessory_factors_involved_in_transport,
83,VIT_13s0084g00130,1482,0.7146,CXE carboxylesterase,E3_1_1_1,,,
84,VIT_08s0007g02850,1461,0.7048,F-box family protein,,,,
85,VIT_13s0067g00240,1456,0.7030,Binding,,,,
86,VIT_19s0014g01180,1452,0.7021,Pathogenesis-related,,,,
87,VIT_08s0032g00740,1444,0.6986,Pentatricopeptide (PPR) repeat-containing,,,,
88,VIT_02s0025g02970,1444,0.6962,flavanone 3-beta-hydroxylase,E1_14_11_9,,vv10941Flavonoid_biosynthesis,
89,VIT_12s0142g00800,1434,0.6961,Leucine-rich repeat protein kinase,,,,
90,VIT_08s0058g00990,1434,0.6944,Peroxidase,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
91,VIT_05s0051g00120,1431,0.6926,N-6 Adenine-specific DNA methylase,E2_1_1_72,,vv10271Methionine_metabolism,
92,VIT_09s0002g03020,1435,0.6919,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
93,VIT_04s0008g05520,1424,0.6906,Unknown protein,,,,
94,VIT_08s0007g04100,1431,0.6886,CYPLXXVIA2,,,,
95,VIT_08s0058g01230,1413,0.6879,Non-specific lipid-transfer protein,,,,
96,VIT_16s0098g01160,1411,0.6860,Subtilisin protease,SBT3_5,,vv50101Channels_and_pores,
97,VIT_02s0087g00470,1412,0.6815,Anthraniloyal-CoA: methanol anthraniloyal transferase,AMAT,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
98,VIT_16s0022g01710,1372,0.6651,Ser/Thr receptor-like kinase1,,,,
99,VIT_16s0098g00970,1366,0.6605,Subtilisin serine protease,SBT3_5_1,,vv50101Channels_and_pores,vv60085MTERF
100,VIT_03s0063g00880,1331,0.6480,Calmodulin-binding protein,,,,
101,VIT_18s0089g01270,1328,0.6440,Heat shock protein precursor 22.0 kDa class IV,K13993,,vv24141Protein_processing_in_endoplasmic_reticulum,
102,VIT_18s0041g00240,1334,0.6438,R protein L6,K13477,,vv34627R_proteins_from_Plant-pathogen_interaction,
103,VIT_05s0029g01490,1311,0.6395,Ankyrin repeat,K10380,,vv50108Accessory_factors_involved_in_transport,
104,VIT_14s0030g00040,1324,0.6368,Disease resistance protein (CC-NBS-LRR class),,,,
105,VIT_14s0068g00150,1312,0.6338,No hit,,,,
106,VIT_14s0060g02370,1316,0.6336,DegP protease,E3_4_21_107,,,
107,VIT_09s0054g00300,1300,0.6308,Disease resistance,,,,
108,VIT_18s0041g00190,1307,0.6302,R protein L6,K13477,,vv34627R_proteins_from_Plant-pathogen_interaction,
109,VIT_18s0001g09830,1289,0.6276,TTL3 (tetratricopetide-repeat thioredoxin 3),TTL3,,vv50132Primary_active_transporter_cat_A5_to_A8,
110,VIT_14s0060g01090,1299,0.6263,LNG1 (LONGIFOLIA1),,,,
111,VIT_15s0045g00880<br>VIT_15s0045g00980,1300,0.6241,
112,VIT_14s0068g00090,1293,0.6237,feronia receptor-like kinase,,,,
113,VIT_06s0004g01500,1291,0.6234,Lipoxygenase (LOX2),E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
114,VIT_06s0061g00240,1274,0.6221,ABC transporter G member 7,ABCG7,,vv52010ABC_transporters,
115,VIT_16s0148g00170,1276,0.6209,Protein binding / zinc ion binding,,,,
116,VIT_02s0025g03200,1274,0.6175,Dehydration-responsive protein,,,,
117,VIT_12s0059g02280,1283,0.6174,Spg1p (septum-promoting GTPase),,,,
118,VIT_08s0007g04120,1264,0.6121,CYPLXXVIA2,,,,
119,VIT_08s0040g02830,1257,0.6111,Calcium-transporting ATPase 1  endoplasmic reticulum-type ECA1,K01537,,vv34020Calcium_signaling_pathway,vv50131Primary_active_transporter_cat_A2_to_A4
120,VIT_04s0079g00790,1264,0.6109,Acyl-CoA synthetases (Acyl-activating enzyme 11),E6_2_1_3,,vv10071Fatty_acid_metabolism,vv50104Group_translocators
121,VIT_14s0128g00780,1256,0.6091,Lipoxygenase,E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
122,VIT_18s0001g07360,1265,0.6091,ER6 protein universal stress protein (USP) family,USPER6,,vv30008Ethylene_signaling,
123,VIT_13s0019g02650,1253,0.6085,U4/U6 small nuclear ribonucleoprotein SNU13,K12845,,vv23008Ribosome_biogenesis_in_Eukaryotes,vv23040Spliceosome
124,VIT_09s0002g02880,1258,0.6083,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
125,VIT_09s0002g06900,1257,0.6081,NtEIG-A1,,,,
126,VIT_16s0050g01950,1257,0.6058,Disease resistance family protein / LRR family,,,,
127,VIT_08s0105g00420,1250,0.6030,Unknown,,,,
128,VIT_10s0003g03330,1222,0.5932,Receptor-like serine-threonine protein kinase,,,,
129,VIT_15s0046g03240,1225,0.5912,Unknown protein,,,,
130,VIT_16s0098g00420,1217,0.5902,Ser/Thr receptor-like kinase1,,,,
131,VIT_00s0186g00090,1201,0.5850,Zinc finger (C3HC4-type ring finger),ZFC3HC4_5,,vv60078Other_zf-C3HC4,
132,VIT_14s0128g00790,1212,0.5833,Lipoxygenase (LOX1),E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
133,VIT_00s0294g00100,1196,0.5792,Brassinosteroid insensitive 1-associated receptor kinase 1,BAK1,,vv30005Brassinosteroids_signaling,
134,VIT_02s0025g01590,1196,0.5781,Triacylglycerol lipase,E3_1_1_3,,vv10561Glycerolipid_metabolism,
135,VIT_11s0016g04480,1197,0.5752,Acyl ACP-thioesterase,E3_1_2_14,,vv10061Fatty_acid_biosynthesis,
136,VIT_04s0008g00860,1177,0.5683,Ndr family protein,,,,
137,VIT_01s0137g00410,1154,0.5621,CYP86A2,,,,
138,VIT_10s0003g04220,1143,0.5524,Lipase class 3,,,,
139,VIT_04s0069g01020,1117,0.5373,NBS1 (nijmegen breakage syndrome 1),NBS1_1,,vv60028FHA,
140,VIT_18s0041g00520,1106,0.5353,Proton-dependent oligopeptide transport (POT) family protein,POT,,vv50122Porters_cat_7_to_17,
141,VIT_04s0008g01050,1105,0.5338,Unknown,,,,
142,VIT_16s0050g01550,1092,0.5273,HcrVf2 protein,,,,
143,VIT_12s0057g00370,1096,0.5254,Polygalacturonase PGA3,E3_2_1_15,,vv40006Cell_wall,
144,VIT_16s0050g01910,1079,0.5228,Unknown,,,,
145,VIT_16s0050g02120,1081,0.5212,HcrVf3 protein,,,,
146,VIT_15s0048g01050,1078,0.5205,Unknown,,,,
147,VIT_05s0029g00510,1079,0.5190,Aquaporin PIP PIP1A,PIP1A,,vv50101Channels_and_pores,
148,VIT_09s0054g00500,1069,0.5189,No hit,,,,
149,VIT_09s0054g01440,1074,0.5188,Beta-amyrin synthase,E5_4_99_BAS,,vv10900Terpenoid_biosynthesis,
150,VIT_05s0029g01430,1078,0.5185,Ankyrin,K10380,,vv50108Accessory_factors_involved_in_transport,
151,VIT_05s0062g01140,1071,0.5171,Aromatic and neutral transporter 1,ANT1,,vv50123Porters_cat_18_to_29,
152,VIT_17s0000g01290,1060,0.5148,RGP1 (reversibly glycosylated polypeptide 1),E2_4_1_186,,vv10052Galactose_metabolism,
153,VIT_14s0066g00680,1061,0.5123,Ramosa 2,LBDA_1,,vv60007AS2,
154,VIT_09s0054g01360,1064,0.5115,Cycloartenol synthase,E5_4_99_8,,vv10100Biosynthesis_of_steroids,
155,VIT_10s0003g04870,1060,0.5111,Receptor kinase TRKe,,,,
156,VIT_07s0130g00210,1049,0.5100,PHD finger transcription factor,PHDFG_34,,vv60048PHD,
157,VIT_15s0024g01160,1058,0.5077,No hit,,,,
158,VIT_18s0001g09720,1043,0.5056,S-domain receptor kinase,,,,
159,VIT_07s0104g01710,1047,0.5051,HAK5 (High affinity K+ transporter 5),HAK5,,vv50125Porters_cat_66_to_94,
160,VIT_05s0020g04410,1040,0.5046,Unknown,,,,
161,VIT_18s0122g00780,1051,0.5036,Inorganic phosphate transporter,PHT1_9,,vv50121Porters_cat_1_to_6,
162,VIT_15s0024g00980,1044,0.5005,Amidase,E3_5_1_4,,vv10220Urea_cycle_and_metabolism_of_amino_groups,vv10360Phenylalanine_metabolism
163,VIT_18s0001g01310,1033,0.4993,Wall-associated receptor kinase 5,,,,
164,VIT_16s0050g00930,1035,0.4990,AnthoMATE1  anthocyanin permease AM1,ANTHOMATE1,,vv50125Porters_cat_66_to_94,
165,VIT_00s0374g00040,1023,0.4959,S-locus lectin protein kinase,,,,
166,VIT_06s0004g01580,1025,0.4954,Lipoxygenase,E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
167,VIT_11s0016g02490,1026,0.4952,Ndr family protein,,,,
168,VIT_18s0001g11650,1020,0.4939,Pentatricopeptide repeat,,,,
169,VIT_06s0061g00230,1017,0.4937,ABC transporter G member 7,ABCG7,,vv52010ABC_transporters,
170,VIT_13s0064g01480,1012,0.4903,Lipoxygenase LOX1,E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
171,VIT_18s0072g00580<br>VIT_11s0065g00040,1008,0.4903,
172,VIT_16s0098g00030,1011,0.4894,Receptor kinase LRK10,,,,
173,VIT_06s0004g07640,1011,0.4889,Pentatricopeptide (PPR) repeat-containing protein,,,,
174,VIT_04s0043g00340,1004,0.4860,Myb KAN1 (KANADI 1),KANADI,,vv60029G2-like,
175,VIT_18s0041g01520,1000,0.4843,TIR-NBS-LRR-TIR disease resistance protein,,,,
176,VIT_12s0035g01280,1004,0.4841,R protein disease resistance protein,RPROT,,vv34627R_proteins_from_Plant-pathogen_interaction,
177,VIT_14s0066g02680,1003,0.4808,Leucine-rich repeat protein kinase,,,,
178,VIT_14s0060g02340,993,0.4786,Heat shock protein 70,K03283,,vv23040Spliceosome,vv24141Protein_processing_in_endoplasmic_reticulum
179,VIT_18s0122g01260,989,0.4785,Protein kinase 1B,,,,
180,VIT_09s0002g02990,1000,0.4771,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
181,VIT_14s0066g02410,970,0.4691,Betaine-aldehyde dehydrogenase,E1_2_1_8,,vv10260Glycine_serine_and_threonine_metabolism,vv50101Channels_and_pores
182,VIT_01s0011g00720,956,0.4639,WRKY DNA-binding protein 57,WRKY57,VvWRKY01,vv60066WRKY,
183,VIT_16s0098g00010,952,0.4630,Receptor-like protein kinase,,,,
184,VIT_11s0016g04470,951,0.4612,Ornithine decarboxylase,E4_1_1_17,,vv10220Urea_cycle_and_metabolism_of_amino_groups,
185,VIT_12s0028g01850,943,0.4549,Receptor kinase TRKe,,,,
186,VIT_18s0122g01400,941,0.4542,Exostosin family protein,K02366,,vv11030Glycan_structures-biosynthesis1,
187,VIT_04s0008g03510,938,0.4523,Lignostilbene-alpha beta-dioxygenase and related enzymes,E1_14_99_36,,vv10906Carotenoid_biosynthesis,
188,VIT_09s0002g06890,909,0.4396,Dicyanin blue copper protein,,,,
189,VIT_16s0039g00010,906,0.4387,ABC transporter G member 7,ABCG7,,vv52010ABC_transporters,
190,VIT_18s0166g00260,908,0.4384,No hit,,,,
191,VIT_02s0025g04620,894,0.4355,Phospholipase D beta 1,PLDB1,,vv10564Glycerophospholipid_metabolism,vv10565Ether_lipid_metabolism
192,VIT_06s0004g02080,899,0.4354,TRNA-specific 2-thiouridylase,K00566,,vv24122Sulfur_relay_system,
193,VIT_02s0012g02830,900,0.4348,UDP-glucosyl transferase,E2_4_1_81,,vv10941Flavonoid_biosynthesis,
194,VIT_18s0041g00220,891,0.4325,TIR-NBS-LRR disease resistance,,,,
195,VIT_10s0092g00260,894,0.4304,Alpha-glucosidase 1 (AGLU1),E3_2_1_20,,vv10052Galactose_metabolism,vv10500Starch_and_sucrose_metabolism
196,VIT_06s0004g03100,891,0.4286,MLO1,K08472,,,
197,VIT_18s0001g15120,891,0.4284,Unknown protein,,,,
198,VIT_09s0002g03000,890,0.4279,Leucine-rich repeat protein kinase,,,,
199,VIT_15s0045g00530,883,0.4251,DNA replication factor C complex subunit 3,K10756,,vv23030DNA_replication,vv23420Nucleotide_excision_repair
200,VIT_13s0067g03060,875,0.4235,Methionyl-tRNA synthetase,E6_1_1_10,,vv10271Methionine_metabolism,vv10450Selenoamino_acid_metabolism
201,VIT_01s0011g06510,867,0.4213,Galacturonic acid reductase [Vitis vinifera],E1_1_1_203,,vv40006Cell_wall,
202,VIT_07s0005g04020,871,0.4208,Leucine Rich Repeat receptor-like kinase,,,,
203,VIT_16s0039g00570,866,0.4192,10-deacetylbaccatin III 10-O-acetyltransferase,E2_3_1_167,,vv10904Diterpenoid_biosynthesis,
204,VIT_07s0151g00510,865,0.4187,GCN5 N-acetyltransferase (GNAT),GCN5_22,,vv60082GNAT,
205,VIT_18s0001g10330,860,0.4155,Subtilisin protease,ARA12,,vv50101Channels_and_pores,
206,VIT_09s0002g07510,846,0.4099,Pentatricopeptide (PPR) repeat-containing protein,,,,
207,VIT_01s0011g02330,846,0.4095,Unknown protein,,,,
208,VIT_08s0007g05030,838,0.4054,Myb domain protein 36,MYB36_2,MYB150,vv60044MYB,
209,VIT_05s0124g00230,827,0.4007,F-box domain containing protein,,,,
210,VIT_06s0061g00940,829,0.4001,Vacuolar protein sorting 41 (VPS41),VPS41,,vv50110Protein_coat,
211,VIT_00s0641g00010,824,0.3998,Protein serine/threonine kinase,,,,
212,VIT_14s0068g01510,827,0.3980,Import inner membrane translocase subunit Tim8  Mitochondrial,TIM8,,vv50132Primary_active_transporter_cat_A5_to_A8,
213,VIT_01s0026g02280,827,0.3972,Binding,,,,
214,VIT_04s0023g02790,827,0.3966,Dehydration-responsive protein,,,,
215,VIT_16s0050g01970,819,0.3960,Serine/threonine protein kinase LRK19,,,,
216,VIT_09s0002g02980,821,0.3957,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
217,VIT_17s0000g03940,823,0.3953,ferulate 5-hydroxylase,K09755,,vv10940Phenylpropanoid_biosynthesis,
218,VIT_14s0128g00160,815,0.3949,Protein kinase CDG1,,,,
219,VIT_17s0000g07680,818,0.3948,Alpha-N-acetylglucosaminidase,E3_2_1_50,,vv10511N-Glycan_degradation,
220,VIT_05s0020g04290,816,0.3946,No hit,,,,
221,VIT_08s0007g07740,809,0.3904,CYP93A1 2-hydroxyisoflavanone synthase,E1_14_13_86,,vv10943Isoflavonoid_biosynthesis,
222,VIT_08s0007g02000,811,0.3899,Glycerol-3-phosphate acyltransferase 8,E2_3_1_15,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
223,VIT_08s0007g02800,800,0.3889,Pro-X carboxypeptidase Lysosomal,E3_4_16_2,,,
224,VIT_15s0045g01010,801,0.3883,R protein  PRF  disease resistance protein,K13453,,vv34627R_proteins_from_Plant-pathogen_interaction,
225,VIT_18s0001g00460,803,0.3874,Unknown protein,,,,
226,VIT_14s0066g00420,795,0.3865,Pentatricopeptide (PPR) repeat-containing protein,,,,
227,VIT_18s0001g06840,803,0.3853,Peroxidase GvPx2b class III,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
228,VIT_13s0158g00440,797,0.3850,Disease resistance protein,,,,
229,VIT_17s0000g09040,798,0.3846,Pentatricopeptide (PPR) repeat,,,,
230,VIT_18s0001g09730,791,0.3834,S-domain receptor kinase,,,,
231,VIT_07s0005g06000,788,0.3827,Pore-forming toxin-like protein Hfr-2,HFR2,,vv50101Channels_and_pores,
232,VIT_02s0012g01780,791,0.3801,WD-repeat protein 74,,,,
233,VIT_18s0001g06920,782,0.3796,TRNA-guanine transglycosylase,E2_4_2_29,,vv10230Purine_metabolism,
234,VIT_19s0090g00800,787,0.3793,F-box protein,,,,
235,VIT_10s0116g01310,781,0.3782,F-box family protein,,,,
236,VIT_17s0000g07400,782,0.3765,Disease resistance protein (EDS1),EDS1,,vv30011Jasmonate_signaling,
237,VIT_06s0004g07770,777,0.3765,Peroxidase,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
238,VIT_18s0089g01190,773,0.3745,Stage III sporulation protein AA,K06390,,vv50109Incompletely_characterized_transport_systems,
239,VIT_11s0065g00170,767,0.3732,Squamosa promoter-binding protein 2 (SPL2),SPL2_3,,vv60055SBP,
240,VIT_18s0001g13500,772,0.3722,forkhead-associated domain-containing protein,FHADOM_9,,vv60028FHA,
241,VIT_07s0031g03070,769,0.3715,Isoflavone reductase,E1_3_1_45,,vv10943Isoflavonoid_biosynthesis,
242,VIT_11s0016g04440,767,0.3691,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
243,VIT_13s0156g00560,759,0.3684,Disease resistance protein (TIR-NBS class),,,,
244,VIT_16s0098g00020<br>VIT_00s0258g00100<br>VIT_16s0148g00030<br>VIT_16s0148g00040,757,0.3669,
245,VIT_08s0032g00790,761,0.3667,ABC transporter G member 4,K05680,,vv52010ABC_transporters,
246,VIT_06s0004g05160,756,0.3659,Pentatricopeptide (PPR) repeat-containing protein,,,,
247,VIT_08s0007g05720,757,0.3655,No hit,,,,
248,VIT_16s0039g00400,757,0.3653,Aminopeptidase,,,,
249,VIT_11s0118g00180,752,0.3642,HHP1 (heptahelical protein 1),,,,
250,VIT_09s0002g07570,753,0.3636,Leucine-rich repeat protein kinase,,,,
251,VIT_14s0128g00010,745,0.3599,No hit,,,,
252,VIT_09s0002g09220,742,0.3583,No hit,,,,
253,VIT_00s0317g00140,734,0.3556,Exocyst subunit EXO70 H2,EXO70H2,,vv50111Tethering_factors,
254,VIT_19s0015g00250,737,0.3540,Zinc transporter ZIP11,ZIP11,,vv50121Porters_cat_1_to_6,
255,VIT_07s0104g01650,727,0.3509,HAK5 (High affinity K+ transporter 5),HAK5,,vv50125Porters_cat_66_to_94,
256,VIT_06s0009g00480,725,0.3489,Aluminium-tolerance ALMT1,ALMT1,,vv50125Porters_cat_66_to_94,
257,VIT_04s0008g02530,715,0.3474,ATP binding protein,,,,
258,VIT_13s0074g00450,717,0.3467,DEMETER protein (DME),,,,
259,VIT_18s0001g15150,710,0.3453,Unknown protein,,,,
260,VIT_15s0046g00490,709,0.3427,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
261,VIT_06s0061g00890,705,0.3407,Carboxypeptidase,E3_4_17_22,,,
262,VIT_00s1897g00010,699,0.3403,Ribosomal protein L21,K02888,,vv23010Ribosome,
263,VIT_12s0028g00270,705,0.3396,WRKY DNA-binding protein 71,WRKY71_2,VvWRKY35,vv60066WRKY,
264,VIT_16s0050g02190,697,0.3380,Unknown,,,,
265,VIT_04s0044g00310,693,0.3351,Nodulin MtN21 family,MTN21,,vv50122Porters_cat_7_to_17,
266,VIT_11s0037g00720,698,0.3351,Trehalose-phosphate phosphatase,E3_1_3_12,,vv10500Starch_and_sucrose_metabolism,
267,VIT_04s0008g00310,684,0.3332,Clavata1 receptor kinase (CLV1),,,,
268,VIT_00s0424g00020,688,0.3330,Receptor serine/threonine kinase,,,,
269,VIT_13s0064g01490,689,0.3324,Lipoxygenase,E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
270,VIT_15s0046g02380,684,0.3298,CYP86A8,,,,
271,VIT_17s0000g09300,676,0.3294,Pentatricopeptide (PPR) repeat,,,,
