Vv_m2,2000,1000,VIT_04s0069g00540
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
23,VIT_17s0000g03330,1994,0.9624,Receptor serine/threonine kinase PR5K,,,,
24,VIT_08s0040g00790,1988,0.9590,FK506-binding protein 4/5,K09571,,vv50108Accessory_factors_involved_in_transport,
25,VIT_04s0069g00730,2001,0.9583,Glutamate receptor protein,GLR2_7,,vv50101Channels_and_pores,
26,VIT_09s0002g03010,1985,0.9580,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
27,VIT_06s0004g00340,1973,0.9554,Hcr2-p4.1,,,,
28,VIT_18s0001g07420,1957,0.9505,No hit,,,,
29,VIT_00s0262g00090,1974,0.9500,Receptor kinase RK20-1,,,,
30,VIT_08s0058g00290,1934,0.9402,Receptor lectin protein kinase,,,,
31,VIT_16s0039g01330,1951,0.9371,Receptor kinase homolog LRK10,,,,
32,VIT_14s0066g01490,1940,0.9313,UDP-glucoronosyl and UDP-glucosyl transferase,,,,
33,VIT_16s0098g00010,1918,0.9270,Receptor-like protein kinase,,,,
34,VIT_14s0066g01000,1918,0.9266,Phosphate/phosphoenolpyruvate translocator,PPTLREL,,vv50122Porters_cat_7_to_17,
35,VIT_14s0060g01540,1916,0.9229,Syntaxin 16,K08489,,vv24130SNARE_interactions_in_vesicular_transport,vv50101Channels_and_pores
36,VIT_05s0051g00120,1897,0.9209,N-6 Adenine-specific DNA methylase,E2_1_1_72,,vv10271Methionine_metabolism,
37,VIT_09s0002g02980,1865,0.9023,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
38,VIT_02s0033g00530,1854,0.8957,N2  N2-dimethylguanosine tRNA methyltransferases-like protein,E2_1_1_32,,vv10271Methionine_metabolism,
39,VIT_18s0089g00450,1851,0.8951,R protein L6,K13477,,vv34627R_proteins_from_Plant-pathogen_interaction,
40,VIT_12s0057g01130,1837,0.8935,R protein disease resistance protein,RPROT,,vv34627R_proteins_from_Plant-pathogen_interaction,
41,VIT_16s0022g01700,1838,0.8901,No hit,,,,
42,VIT_12s0035g01250,1836,0.8891,Disease resistance protein (NBS-LRR class),,,,
43,VIT_16s0039g01310,1830,0.8866,Receptor serine/threonine kinase PR5K,,,,
44,VIT_09s0018g00830,1839,0.8863,Leucine-rich repeat family,,,,
45,VIT_17s0000g09550,1833,0.8847,CYP71A26,,,,
46,VIT_18s0001g15640,1810,0.8752,Pathogenesis-related,,,,
47,VIT_09s0002g03020,1803,0.8714,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
48,VIT_00s2745g00010,1796,0.8714,Receptor kinase RK20-1,,,,
49,VIT_05s0020g04560,1809,0.8710,Armadillo/beta-catenin repeat protein / U-box domain-containing protein,,,,
50,VIT_04s0008g05490,1795,0.8709,L-ascorbate peroxidase.,E1_11_1_11,,vv10053Ascorbate_and_aldarate_metabolism,
51,VIT_17s0000g02940,1797,0.8702,Glutathione S-transferase 8 GSTU8,E2_5_1_18_GSTU8,,vv10480Glutathione_metabolism,
52,VIT_04s0069g00670,1788,0.8663,Glutamate receptor 2.8,GLR2_8,,vv50101Channels_and_pores,
53,VIT_07s0005g03170,1772,0.8519,Undecaprenyl pyrophosphate synthetase,E2_5_1_31,,vv10900Terpenoid_biosynthesis,
54,VIT_06s0004g00310,1763,0.8513,Hcr2-p4.1,,,,
55,VIT_19s0090g00890,1755,0.8499,No hit,,,,
56,VIT_18s0041g00040,1764,0.8493,Wall-associated receptor kinase 2,,,,
57,VIT_01s0026g01580,1763,0.8476,Glyoxal oxidase,,,,
58,VIT_00s1205g00020,1746,0.8451,Trehalose-phosphate synthase 1,E2_4_1_15,,vv10500Starch_and_sucrose_metabolism,
59,VIT_07s0104g01470,1735,0.8390,Peptide chain release factor 1,,,,
60,VIT_05s0051g00780,1724,0.8320,Glutamate receptor protein,GLR2_7,,vv50101Channels_and_pores,
61,VIT_17s0000g09160,1715,0.8289,ferric reduction oxidase 8 FRO8,E1_16_1_7,,vv10860Porphyrin_and_chlorophyll_metabolism,vv50105Transport_electron_carriers
62,VIT_10s0042g00770,1722,0.8271,Leucine-rich repeat receptor-like protein kinase 1,,,,
63,VIT_06s0004g01420,1724,0.8249,Glycosyl hydrolase family 1 protein,,,,
64,VIT_18s0001g02380,1684,0.8191,Kinesin protein (MKRP1),MKRP1,,vv44810Regulation_of_actin_cytoskeleton,
65,VIT_09s0054g00510,1687,0.8142,No hit,,,,
66,VIT_16s0050g01530,1671,0.8108,HcrVf2 protein,,,,
67,VIT_09s0054g00300,1673,0.8090,Disease resistance,,,,
68,VIT_11s0016g02260,1667,0.8073,Unknown,,,,
69,VIT_02s0033g01020,1668,0.8070,Anthraniloyal-CoA: methanol anthraniloyal transferase,AMAT,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
70,VIT_08s0007g01200,1664,0.8046,S-locus receptor protein kinase,,,,
71,VIT_09s0002g04530,1647,0.8003,Serine/Threonine protein kinases Callus expression of rbcs 101 (CES101),,,,
72,VIT_05s0049g00220,1650,0.8002,2-oxoglutarate-dependent dioxygenase,,,,
73,VIT_08s0032g00050,1635,0.7964,Acyl-activating enzyme 15,E6_2_1_3_AAE15,,vv10071Fatty_acid_metabolism,vv50104Group_translocators
74,VIT_14s0066g00760,1638,0.7932,Disease resistance protein (NBS-LRR class),,,,
75,VIT_18s0122g00680,1636,0.7907,Oxygen-evolving complex PsbP,K02717,,vv10195Photosynthesis,vv50135Primary_active_transporter_cat_D3_to_E2
76,VIT_04s0008g03850,1638,0.7890,Pentatricopeptide (PPR) repeat,,,,
77,VIT_09s0018g00710,1637,0.7889,Disease resistance family protein,,,,
78,VIT_09s0002g00600,1615,0.7844,RPP27 (resistance to peronospora parasitica 27),,,,
79,VIT_01s0150g00330,1614,0.7831,U-box domain-containing protein,,,,
80,VIT_08s0058g01390,1616,0.7822,WRKY DNA-binding protein 70,WRKY70_2,VvWRKY25,vv60066WRKY,
81,VIT_03s0132g00340,1605,0.7814,Wall-associated receptor kinase-like 10,,,,
82,VIT_18s0001g15650,1599,0.7800,Pathogenesis related protein,,,,
83,VIT_18s0001g05120,1600,0.7741,No hit,,,,
84,VIT_18s0001g11710,1585,0.7676,Photosystem II PsbO protein,K02716,,vv10195Photosynthesis,vv50113Thylakoid_targeting_pathway
85,VIT_09s0002g07810,1601,0.7668,No hit,,,,
86,VIT_00s0214g00070,1588,0.7638,ABC transporter C member 9,K05033,,vv52010ABC_transporters,
87,VIT_03s0088g00810,1587,0.7633,Pathogenesis-related protein 1 precursor (PRP 1),PRP1,,vv30011Jasmonate_signaling,vv34626Plant-pathogen_interaction
88,VIT_09s0070g00640,1561,0.7556,Disease resistance protein,,,,
89,VIT_05s0020g02880,1560,0.7547,ADP-glucose pyrophosphorylase,E2_7_7_27,,vv10500Starch_and_sucrose_metabolism,
90,VIT_12s0028g01920,1564,0.7545,Receptor kinase TRKe,,,,
91,VIT_01s0127g00910,1536,0.7482,AERO1 (arabidopsis endoplasmic reticulum oxidoreductins 1),,,,
92,VIT_16s0050g02720<br>VIT_16s0148g00110<br>VIT_00s0425g00030<br>VIT_16s0098g00100,1550,0.7456,
93,VIT_09s0002g03100,1548,0.7442,Light repressible receptor protein kinase,,,,
94,VIT_11s0016g04440,1534,0.7418,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
95,VIT_07s0005g02510,1527,0.7416,Phytochrome interacting factor 3 (PIF3),PIF3_2,,vv34710Circadian_rhythm,vv60011BHLH
96,VIT_04s0008g04810,1537,0.7414,Unknown,,,,
97,VIT_00s0286g00140<br>VIT_00s0484g00010<br>VIT_00s2549g00010,1542,0.7410,
98,VIT_00s0294g00020,1527,0.7391,Kinase,,,,
99,VIT_16s0050g01980,1525,0.7378,EIX receptor 2,,,,
100,VIT_19s0014g04580,1509,0.7365,S-locus protein kinase,,,,
101,VIT_00s0211g00080,1520,0.7347,Serine hydroxymethyltransferase 2,E2_1_2_1,,vv10260Glycine_serine_and_threonine_metabolism,vv10670One_carbon_pool_by_folate
102,VIT_06s0004g01480,1510,0.7323,Lipoxygenase LOX1,E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
103,VIT_00s1311g00010,1519,0.7320,NADH dehydrogenase (ubiquinone) Fe-S protein 4,K03937,,vv10190Oxidative_phosphorylation,vv50134Primary_active_transporter_cat_D1
104,VIT_09s0002g03030,1496,0.7206,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
105,VIT_15s0048g01700,1489,0.7186,CYP86A1,,,,
106,VIT_19s0015g01440,1489,0.7183,Unknown protein,,,,
107,VIT_19s0027g00520,1476,0.7172,Peptidase  trypsin serine and cysteine proteases,,,,
108,VIT_09s0002g02890,1459,0.7121,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
109,VIT_14s0066g01480,1475,0.7108,Cis-zeatin O-beta-D-glucosyltransferase,E2_4_1_215,,vv10908Zeatin_biosynthesis,
110,VIT_18s0001g10360,1469,0.7100,Unknown protein,,,,
111,VIT_08s0056g00720,1460,0.7057,Phytochrome kinase substrate 1 ,,,,
112,VIT_04s0008g01140,1461,0.7055,Beta-fructosidase (BFRUCT1),E3_2_1_26,,vv10052Galactose_metabolism,vv10500Starch_and_sucrose_metabolism
113,VIT_14s0108g00300,1460,0.7046,Leucine Rich Repeat receptor-like kinase,,,,
114,VIT_08s0007g01180,1461,0.7038,S-receptor kinase,,,,
115,VIT_13s0067g03140,1448,0.7033,WRKY DNA-binding protein 70,WRKY70_1,VvWRKY41,vv60066WRKY,
116,VIT_05s0077g00490,1443,0.7018,Lipase class 3,,,,
117,VIT_04s0023g03660,1445,0.7004,Alpha-mannosidase precursor lysosomal,E3_2_1_24,,vv10511N-Glycan_degradation,
118,VIT_05s0077g00480,1427,0.6924,Lipase class 3,,,,
119,VIT_01s0011g03950,1411,0.6860,Wall-associated kinase,,,,
120,VIT_14s0030g01650,1411,0.6797,Unknown protein,,,,
121,VIT_10s0003g05190,1407,0.6777,Wall-associated kinase 1 (WAK1),,,,
122,VIT_12s0028g01650,1410,0.6776,S-receptor kinase,,,,
123,VIT_15s0046g00520,1401,0.6758,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
124,VIT_18s0075g00320,1395,0.6752,R protein L6,K13477,,vv34627R_proteins_from_Plant-pathogen_interaction,
125,VIT_04s0008g00840,1400,0.6747,Ser/Thr specific protein phosphatase 2A B regulatory subunit beta isoform,K04354,,vv23015mRNA_surveillance_pathway,vv34020Calcium_signaling_pathway
126,VIT_17s0000g03380,1390,0.6725,Calmodulin binding protein,K02183,,vv34020Calcium_signaling_pathway,vv34626Plant-pathogen_interaction
127,VIT_08s0056g00080,1379,0.6684,Glycosyl transferase family 8 protein,,,,
128,VIT_18s0041g00240,1391,0.6659,R protein L6,K13477,,vv34627R_proteins_from_Plant-pathogen_interaction,
129,VIT_13s0156g00110,1355,0.6600,Chaperone BCS1 mitochondrial,K08900,,,
130,VIT_02s0033g01320,1366,0.6599,Amino acid permease,AAPREL,,vv50123Porters_cat_18_to_29,
131,VIT_12s0028g02550,1365,0.6591,Sodium/calcium exchanger family protein,NACAEX,,vv50123Porters_cat_18_to_29,
132,VIT_01s0011g06500,1355,0.6578,NADPH-dependent codeinone reductase,E1_1_1_247,,vv10950Alkaloid_biosynthesis_I,
133,VIT_14s0060g01050,1364,0.6577,Pentatricopeptide (PPR) repeat-containing protein,,,,
134,VIT_04s0069g00200,1351,0.6574,Glutamate receptor 2.8,GLR2_8,,vv50101Channels_and_pores,
135,VIT_03s0088g00880,1347,0.6529,Kinase,,,,
136,VIT_05s0020g01550,1328,0.6419,Isoleucyl-tRNA synthetase,E6_1_1_5,,vv10290Valine_leucine_and_isoleucine_biosynthesis,vv20970Aminoacyl-tRNA_biosynthesis
137,VIT_14s0066g00750,1318,0.6398,Disease resistance protein (NBS-LRR class),,,,
138,VIT_03s0132g00350,1329,0.6396,Wall-associated receptor kinase-like 10,,,,
139,VIT_13s0047g01030,1314,0.6348,LysM receptor-like kinase,,,,
140,VIT_10s0003g03830,1306,0.6324,S-2-hydroxy-acid oxidase  peroxisomal,E1_1_3_15,,vv10630Glyoxylate_and_dicarboxylate_metabolism,vv44146Peroxisome
141,VIT_05s0124g00240,1290,0.6271,Basic helix-loop-helix (bHLH) family,BHLHDOM_61,,vv60011BHLH,
142,VIT_07s0141g00620,1291,0.6267,Bile acid:sodium symporter,K03453,,vv50123Porters_cat_18_to_29,
143,VIT_12s0057g01250,1295,0.6256,ribulose-1 5 bisphosphate carboxylase oxygenase large subunit N-methyltransferase,E2_1_1_127_4,,vv60056SET_PCG,
144,VIT_16s0022g02100,1293,0.6252,Embryo-specific 3,,,,
145,VIT_11s0052g01450,1288,0.6228,Matrix metalloproteinase,,,,
146,VIT_01s0011g01260,1280,0.6193,Phosphatidylinositol N-acetylglucosaminyltransferase subunit C,E2_4_1_198,,vv10563Glycosylphosphatidylinositol-anchor_biosynthesis,
147,VIT_17s0000g04650,1272,0.6184,Phosphoribulokinase/uridine kinase,E2_7_1_48,,vv10240Pyrimidine_metabolism,
148,VIT_00s2205g00010,1271,0.6176,Disease resistance protein (NBS class),,,,
149,VIT_00s0374g00020,1280,0.6172,S-locus lectin protein kinase,,,,
150,VIT_02s0025g01090,1278,0.6171,Unknown protein,,,,
151,VIT_07s0005g05720,1272,0.6157,Tetratricopeptide repeat domain male sterility MS5,,,,
152,VIT_00s0456g00020,1258,0.6134,S-locus lectin protein kinase,,,,
153,VIT_16s0050g00730,1267,0.6130,3-ketoacyl-CoA reductase 3,,,,
154,VIT_16s0098g01160,1262,0.6100,Subtilisin protease,SBT3_5,,vv50101Channels_and_pores,
155,VIT_18s0001g02250,1248,0.6014,Ras-related protein Rab-7A,K07897,,vv44145Phagosome,
156,VIT_06s0004g00330,1237,0.5987,Hcr2-p4.1,,,,
157,VIT_14s0068g00100,1233,0.5948,feronia receptor-like kinase,,,,
158,VIT_09s0002g01790,1216,0.5880,No hit,,,,
159,VIT_18s0001g12830,1219,0.5878,1 4-beta-mannan endohydrolase,E3_2_1_78,,vv10051Fructose_and_mannose_metabolism,
160,VIT_01s0011g03070,1212,0.5869,AP2 domain-containing protein RAP2.8,RAP2_8,VvRAV1,vv30008Ethylene_signaling,vv60003AP2_EREBP
161,VIT_01s0244g00130,1220,0.5860,Inducer of CBF expression 1 ICE1,ICE1_2,,vv60011BHLH,
162,VIT_05s0124g00610,1205,0.5841,Ankyrin repeat protein family,K10380,,vv50108Accessory_factors_involved_in_transport,
163,VIT_18s0122g01260,1215,0.5836,Protein kinase 1B,,,,
164,VIT_14s0081g00360,1198,0.5801,Ankyrin repeat,K10380,,vv50108Accessory_factors_involved_in_transport,
165,VIT_03s0038g03870,1196,0.5792,Calcium ion binding protein,,,,
166,VIT_01s0026g01170,1190,0.5768,Unknown,,,,
167,VIT_18s0089g00460,1184,0.5762,TIR-NBS-TIR type disease resistance protein,,,,
168,VIT_09s0002g03070,1177,0.5722,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
169,VIT_17s0000g04580,1181,0.5700,Strictosidine synthase,E4_3_3_2,,vv10900Terpenoid_biosynthesis,vv10902Monoterpenoid_biosynthesis
170,VIT_18s0041g00020,1183,0.5693,Wall-associated receptor kinase 2,,,,
171,VIT_00s0475g00040,1180,0.5681,Myb family,MYBGE_5,,vv60029G2-like,
172,VIT_00s0174g00210,1176,0.5659,Cinnamyl alcohol dehydrogenase,E1_1_1_195,,vv10940Phenylpropanoid_biosynthesis,
173,VIT_02s0033g01120,1166,0.5636,Dehydration-responsive protein,,,,
174,VIT_08s0007g06770,1154,0.5535,Unknown protein,,,,
175,VIT_10s0092g00250,1138,0.5506,Alpha-glucosidase 1 (AGLU1),E3_2_1_20,,vv10052Galactose_metabolism,vv10500Starch_and_sucrose_metabolism
176,VIT_15s0024g01860,1134,0.5500,MADS-box protein AGL24,AGL24_1,,vv30009Flower_development,vv60042MADS
177,VIT_14s0171g00410,1136,0.5488,Ankyrin repeat,K10380,,vv50108Accessory_factors_involved_in_transport,
178,VIT_10s0003g00670,1126,0.5448,Apoptosis inhibitory 5 (API5),,,,
179,VIT_16s0013g01920,1127,0.5421,Ser/Thr protein kinase,,,,
180,VIT_17s0000g04400,1119,0.5408,Wall-associated kinase 1 (WAK1),,,,
181,VIT_04s0069g00610,1112,0.5398,Glutamate receptor protein,GLR2_7,,vv50101Channels_and_pores,
182,VIT_07s0031g02630,1118,0.5383,Aldehyde dehydrogenase,E1_2_1_3,vv10561Glycerolipid_metabolism,vv10010Glycolysis,vv10071Fatty_acid_metabolism
183,VIT_04s0008g06960,1108,0.5379,No hit,,,,
184,VIT_18s0041g00190,1114,0.5376,R protein L6,K13477,,vv34627R_proteins_from_Plant-pathogen_interaction,
185,VIT_16s0050g01550,1103,0.5357,HcrVf2 protein,,,,
186,VIT_07s0031g01370,1102,0.5355,flavonoid 3-monooxygenase,E1_14_13_21,,vv10941Flavonoid_biosynthesis,
187,VIT_08s0058g00510,1112,0.5346,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
188,VIT_16s0050g02120,1112,0.5346,HcrVf3 protein,,,,
189,VIT_12s0028g02810,1110,0.5344,Isoflavone methyltransferase/ Orcinol O-methyltransferase 1 oomt1,E2_1_1_46,,vv10943Isoflavonoid_biosynthesis,
190,VIT_14s0006g02650,1098,0.5333,Receptor-like protein kinase,,,,
191,VIT_10s0042g00590,1106,0.5330,Leucine-rich repeat receptor-like protein kinase 1,,,,
192,VIT_16s0050g02300,1096,0.5290,Unknown,,,,
193,VIT_05s0029g00050,1080,0.5253,BHLH transcription factor FMA (FAMA),FAMA,,vv60011BHLH,
194,VIT_02s0025g00570,1081,0.5253,Glycoside hydrolase  family 5,,,,
195,VIT_17s0000g03360,1088,0.5236,No hit,,,,
196,VIT_09s0002g06720,1081,0.5230,SPX1 (SYG1/Pho81/XPR1) domain-containing protein,SPX1,,vv50125Porters_cat_66_to_94,
197,VIT_10s0003g03620,1088,0.5226,Lupeol synthase 2,E5_4_99_8,,vv10100Biosynthesis_of_steroids,
198,VIT_02s0025g01890,1065,0.5200,Cellulose synthase CSLG3,E2_4_1_12_CSLG3,,vv40006Cell_wall,
199,VIT_11s0016g03600,1071,0.5184,Proton-dependent oligopeptide transport (POT) family protein,POT,,vv50122Porters_cat_7_to_17,
200,VIT_16s0050g01400,1072,0.5156,C2 domain-containing protein,,,,
201,VIT_16s0148g00280,1074,0.5156,Receptor kinase homolog LRK10,,,,
202,VIT_08s0058g00980,1065,0.5118,Cationic peroxidase,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
203,VIT_13s0158g00010,1057,0.5092,R protein MLA10,K13475,,vv34627R_proteins_from_Plant-pathogen_interaction,
204,VIT_13s0139g00060,1047,0.5078,No hit,,,,
205,VIT_17s0000g04390,1050,0.5077,Cold-induced wall associated kinase,,,,
206,VIT_12s0028g00280,1050,0.5055,KNAT2 (knotted1-like homeobox gene 2),KNAT2_2,,vv60034HB,
207,VIT_09s0070g00620,1036,0.5002,Leucine-rich repeat family protein,,,,
208,VIT_19s0085g00920,1038,0.4998,Organic cation transport protein OCT2,VVOCT2,,vv50121Porters_cat_1_to_6,
209,VIT_01s0010g02440,1023,0.4973,ABC transporter C member 9,K05033,,vv52010ABC_transporters,
210,VIT_18s0001g08060,1014,0.4873,Unknown,,,,
211,VIT_18s0041g00330,1007,0.4869,ATP-dependent protease La (LON) domain-containing protein,E3_4_21_53,,,
212,VIT_13s0067g01890,1003,0.4859,Glycosyl hydrolase family 85,,,,
213,VIT_09s0002g07830,1002,0.4855,Leucine-rich repeat protein kinase,,,,
214,VIT_06s0061g00970,1006,0.4848,Prolylcarboxypeptidase,E3_4_16_2,,,
215,VIT_10s0003g03600<br>VIT_10s0003g03520,1000,0.4840,
216,VIT_18s0001g11800,1001,0.4822,BEL1-like homeodomain protein 4 (SAWTOOTH 2),BLH4,VvHB66,vv60034HB,
217,VIT_16s0050g02740<br>VIT_00s1467g00010<br>VIT_00s0294g00070<br>VIT_16s0039g01210<br>VIT_16s0050g02730<br>VIT_16s0148g00180<br>VIT_16s0148g00420,1000,0.4803,
218,VIT_14s0030g00760,998,0.4800,No hit,,,,
219,VIT_18s0001g01300,977,0.4713,Wall-associated receptor kinase 5,,,,
220,VIT_10s0116g00170,971,0.4695,S-locus lectin protein kinase,,,,
221,VIT_00s0268g00020,963,0.4695,Phytase,E3_1_3_2,,vv10740Riboflavin_metabolism,
222,VIT_18s0001g09730,962,0.4670,S-domain receptor kinase,,,,
223,VIT_00s0586g00030<br>VIT_00s0561g00020,957,0.4641,
224,VIT_11s0016g03880,947,0.4579,Receptor protein kinase PERK1,,,,
225,VIT_12s0059g02240,941,0.4568,Unknown,,,,
226,VIT_18s0166g00010,937,0.4551,Protein kinase Xa21,K13437,,vv34626Plant-pathogen_interaction,
227,VIT_00s0193g00020,938,0.4536,No hit,,,,
228,VIT_16s0039g02350,947,0.4535,Dihydroflavonol 4-reductase,E1_1_1_219,,vv10941Flavonoid_biosynthesis,
229,VIT_09s0054g00080,932,0.4535,Hcr2-p2,,,,
230,VIT_10s0116g01050,939,0.4525,Oxidosqualene Cyclase,E5_4_99_7,,vv10100Biosynthesis_of_steroids,
231,VIT_16s0022g00830,937,0.4518,Pectin methylesterase inhibitor,PMEI,,vv40006Cell_wall,
232,VIT_16s0039g01250,934,0.4486,Receptor kinase homolog LRK10,,,,
233,VIT_17s0000g07420,922,0.4476,EDS1 (Enhanced disease susceptibility 1),EDS1,,vv30011Jasmonate_signaling,
234,VIT_09s0002g07720,919,0.4450,Leucine-rich repeat family protein,,,,
235,VIT_07s0005g00370,916,0.4440,Glycosyl hydrolase family 1 protein,,,,
236,VIT_00s0317g00020,915,0.4408,Unknown protein,,,,
237,VIT_02s0033g00520,910,0.4405,Disease resistance protein (NBS-LRR class),,,,
238,VIT_09s0002g07570,894,0.4325,Leucine-rich repeat protein kinase,,,,
239,VIT_17s0000g01250,890,0.4300,F-box/LRR-repeat protein,,,,
240,VIT_16s0148g00070,892,0.4297,Receptor-like protein kinase,,,,
241,VIT_09s0070g00400,887,0.4285,No hit,,,,
242,VIT_16s0050g00370,881,0.4270,Receptor Like Protein 47,K13466,,vv34626Plant-pathogen_interaction,
243,VIT_18s0001g04580,879,0.4259,Unknown protein,,,,
244,VIT_04s0023g02170,877,0.4224,S-adenosyl-L-methionine:carboxyl methyltransferase,,,,
245,VIT_17s0000g04220,871,0.4220,CHUP1 (chloroplast unusual positioning 1),CHUP1,,vv44810Regulation_of_actin_cytoskeleton,
246,VIT_06s0080g00280,871,0.4202,Bile acid sodium symporter,K03453,,vv50123Porters_cat_18_to_29,
247,VIT_16s0050g02630,871,0.4194,FtsH protease that is localized to the chloroplast,K03798,,vv50133Primary_active_transporter_cat_A9_to_A18,
248,VIT_15s0046g02330,867,0.4172,Unknown protein,,,,
249,VIT_12s0059g01000,861,0.4163,Cellulose synthase CSLB04,E2_4_1_12_CSLB04,,vv40006Cell_wall,
250,VIT_10s0003g03990,853,0.4129,No hit,,,,
251,VIT_03s0097g00130,850,0.4100,Concanavalin A lectin,,,,
252,VIT_05s0020g02420,847,0.4100,BSD domain-containing protein,BSDDOM_8,,vv60075Other_BSD,
253,VIT_14s0066g01520,845,0.4080,UDP-glucoronosyl and UDP-glucosyl transferase,,,,
254,VIT_05s0077g00400,840,0.4048,No hit,,,,
255,VIT_11s0016g02210,834,0.4037,GATA transcription factor 24,GAT24,,vv60016C2C2-GATA,
256,VIT_01s0146g00460,830,0.4015,No hit,,,,
257,VIT_00s0174g00070,821,0.3955,Ankyrin repeat protein,,,,
258,VIT_13s0158g00400,815,0.3951,R protein MLA10,K13475,,vv34627R_proteins_from_Plant-pathogen_interaction,
259,VIT_00s0294g00040,807,0.3912,Receptor serine/threonine kinase,,,,
260,VIT_07s0005g03780,802,0.3869,Alcohol oxidase,E1_1_3_13,,vv10680Methane_metabolism,
261,VIT_04s0069g00390,791,0.3838,Glutamate receptor protein,GLR2_7,,vv50101Channels_and_pores,
262,VIT_04s0008g04300,791,0.3814,DnaJ homolog  subfamily B  member 4,K09510,,vv50132Primary_active_transporter_cat_A5_to_A8,
263,VIT_19s0085g00150,791,0.3812,Receptor Like Protein 26,,,,
264,VIT_03s0063g00550,787,0.3789,Fw2.2 ORFX,,,,
265,VIT_08s0007g00920,781,0.3773,Tropinone reductase,E1_1_1_206,,vv10220Urea_cycle_and_metabolism_of_amino_groups,
266,VIT_04s0008g00150,772,0.3748,NAC domain containing protein 36,NAC036_1,VvNAC04,vv60046NAC,
267,VIT_03s0091g00890,771,0.3743,Endoxylanase,E3_2_1_136,,vv40006Cell_wall,
268,VIT_00s2485g00010,772,0.3742,CRK10 (cysteine-rich RLK10),,,,
269,VIT_17s0000g03390,771,0.3728,Calmodulin binding protein,K02183,,vv34020Calcium_signaling_pathway,vv34626Plant-pathogen_interaction
270,VIT_00s0361g00090,766,0.3727,Phototropic-responsive NPH3 protein,,,,
271,VIT_01s0010g03210,769,0.3726,HcrVf1 protein,,,,
