Vv_m2,2000,1000,VIT_08s0032g00790
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
26,VIT_07s0129g00380,1910,0.9236,Phototropic-responsive NPH3,BTBNPH3_1,,vv60093TRAF,
27,VIT_04s0008g03800,1906,0.9234,RNA recognition motif (RRM)-containing protein,,,,
28,VIT_07s0005g03320,1900,0.9174,Unknown protein,,,,
29,VIT_14s0030g00670,1864,0.9093,Dehydroquinate dehydratase,E4_2_1_10,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
30,VIT_18s0001g05950,1884,0.9075,Cis-zeatin O-beta-D-glucosyltransferase,E2_4_1_215,,vv10908Zeatin_biosynthesis,
31,VIT_18s0001g06140,1877,0.9068,Phosphate-induced protein 1,,,,
32,VIT_12s0134g00010,1861,0.8982,Phototropic-responsive NPH3 protein,,,,
33,VIT_08s0032g00050,1854,0.8939,Acyl-activating enzyme 15,E6_2_1_3_AAE15,,vv10071Fatty_acid_metabolism,vv50104Group_translocators
34,VIT_15s0048g01240,1853,0.8930,MADS-box protein AGL20,SOC1_3,,vv30009Flower_development,vv60042MADS
35,VIT_07s0104g00800,1827,0.8801,Indole-3-acetic acid-amido synthetase GH3.6,AUXINBIOSYNTHESIS_GH3,,vv11002Auxin_biosynthesis,
36,VIT_00s0145g00060,1816,0.8786,No hit,,,,
37,VIT_07s0104g00490,1801,0.8684,Unknown,,,,
38,VIT_00s0521g00030,1801,0.8680,Oxidoreductase  2OG-Fe(II) oxygenase,,,,
39,VIT_18s0001g11810,1796,0.8597,BEL1 homeobox 2 protein (BLH2) (SAWTOOTH 1),BLH2_2,,vv60034HB,
40,VIT_14s0006g00270,1778,0.8556,No hit,,,,
41,VIT_15s0048g01250,1759,0.8531,MADS-box protein AGL20,SOC1_1,,vv30009Flower_development,vv60042MADS
42,VIT_14s0030g01550,1760,0.8523,Cysteine synthase 7  cytosolic,E2_5_1_47,,vv10272Cysteine_metabolism,vv10450Selenoamino_acid_metabolism
43,VIT_03s0180g00210,1772,0.8519,Myb domain protein R1,MYBR1_2,MYB171,vv60044MYB,
44,VIT_09s0002g03760,1765,0.8502,Unknown,,,,
45,VIT_14s0108g00760,1757,0.8488,Mini zinc finger 2 MIF2,MIF2_1,,vv60068Zf-HD,
46,VIT_12s0134g00140,1753,0.8477,R-linalool synthase,E4_2_3_26,,vv10900Terpenoid_biosynthesis,
47,VIT_15s0048g01860,1760,0.8474,No hit,,VvERF041,,
48,VIT_14s0083g01120,1736,0.8415,MAP3K-like protein kinase  putative  expressed,,,,
49,VIT_05s0020g02200,1729,0.8393,Inosine-uridine preferring nucleoside hydrolase,E3_2_2_1,,vv10230Purine_metabolism,vv10760Nicotinate_and_nicotinamide_metabolism
50,VIT_14s0108g00810,1723,0.8368,Mini zinc finger 2 MIF2,MIF2_3,,vv60068Zf-HD,
51,VIT_17s0000g05620,1727,0.8347,Integral membrane HPP family protein,,,,
52,VIT_04s0008g01290,1732,0.8319,CGA1 (cytokinin-responsive GATA factor 1),CGA1,,vv30007Cytokinin_signaling,vv60016C2C2-GATA
53,VIT_18s0089g01270,1713,0.8291,Heat shock protein precursor 22.0 kDa class IV,K13993,,vv24141Protein_processing_in_endoplasmic_reticulum,
54,VIT_17s0000g09900,1699,0.8252,Unknown protein,,,,
55,VIT_08s0007g04580,1700,0.8228,UGT73C2 (UDP-glucosyl transferase 73C2),,,,
56,VIT_07s0005g06210,1686,0.8165,RPM1 (resistance to p. syringae pv maculicola 1),K13457,,vv34626Plant-pathogen_interaction,
57,VIT_13s0064g01640,1692,0.8162,Beta-primeverosidase,E3_2_1_149,,vv11000Single_reactions,
58,VIT_04s0008g07080,1692,0.8142,Chloroplast nucleoid DNA-binding protein,,,,
59,VIT_04s0008g04300,1679,0.8123,DnaJ homolog  subfamily B  member 4,K09510,,vv50132Primary_active_transporter_cat_A5_to_A8,
60,VIT_06s0009g00320,1680,0.8108,U-box protein,,,,
61,VIT_11s0016g02210,1670,0.8091,GATA transcription factor 24,GAT24,,vv60016C2C2-GATA,
62,VIT_05s0020g00720,1672,0.8042,Pto kinase interactor 1,K13436,,vv34626Plant-pathogen_interaction,
63,VIT_13s0067g03750,1674,0.8029,Stigma/style ABC transporter WBC19,WBC19,,vv52010ABC_transporters,
64,VIT_07s0005g04700,1660,0.8015,Dihydroneopterin aldolase,E4_1_2_25,,vv10790Folate_biosynthesis,
65,VIT_05s0020g01040,1648,0.7996,Unknown protein,,,,
66,VIT_04s0079g00790,1649,0.7970,Acyl-CoA synthetases (Acyl-activating enzyme 11),E6_2_1_3,,vv10071Fatty_acid_metabolism,vv50104Group_translocators
67,VIT_10s0003g02170<br>VIT_10s0003g02220,1649,0.7970,
68,VIT_03s0038g04110,1635,0.7941,AT-hook DNA-binding protein,,,,
69,VIT_11s0016g03500,1644,0.7919,Unknown protein,,,,
70,VIT_13s0067g03730,1626,0.7859,Unknown,,,,
71,VIT_08s0056g00870,1624,0.7857,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
72,VIT_11s0052g01600,1624,0.7838,UDP-glucose flavonoid 3-O-glucosyltransferase 7,E2_4_1_91,,vv10941Flavonoid_biosynthesis,
73,VIT_18s0001g01130,1616,0.7780,Alpha-expansin 1 precursor,EXPA1,,vv30003Auxin_signaling,
74,VIT_09s0002g01410,1599,0.7747,TT2 (transparent testa 2),TT2_2,MYBPA6,vv44110Cell_cycle,vv60044MYB
75,VIT_13s0064g00940,1599,0.7725,ferric reductase defective 3,FRD3,,vv50125Porters_cat_66_to_94,
76,VIT_01s0011g01110,1604,0.7715,Molybdenum cofactor sulfurase,,,,
77,VIT_06s0009g02340,1570,0.7625,Tryptophan/tyrosine permease family,TRYTYRPERM,,vv50124Porters_cat_30_to_64,
78,VIT_16s0100g00480,1569,0.7594,Dihydrodipicolinate reductase,E1_3_1_26,,vv10300Lysine_biosynthesis,
79,VIT_13s0019g04070,1568,0.7586,MLO1,K08472,,,
80,VIT_00s0199g00190,1569,0.7569,14-3-3 protein GF14 kappa (GRF8),,,,
81,VIT_19s0014g01950,1567,0.7566,Anthocyanidin 3-O-glucosyltransferase,E2_4_1_115,,vv10942Anthocyanin_biosynthesis,
82,VIT_11s0052g00870,1559,0.7510,IAA33,IAA33,,vv30003Auxin_signaling,vv60008AUXIAA
83,VIT_08s0007g08810,1546,0.7490,Nonsense-mediated mRNA decay NMD3,K07562,,vv23008Ribosome_biogenesis_in_Eukaryotes,vv23013RNA_transport
84,VIT_04s0023g00770,1535,0.7448,Unknown protein,,,,
85,VIT_18s0001g03160,1546,0.7447,Nodulin MtN21 family,MTN21,,vv50122Porters_cat_7_to_17,
86,VIT_12s0059g02010,1533,0.7442,Glutamate formiminotransferase,E2_1_2_5,,vv10251Glutamate_metabolism,vv10670One_carbon_pool_by_folate
87,VIT_04s0008g06330,1542,0.7435,TPR1 (topless-related 1),TPR1,,vv30003Auxin_signaling,
88,VIT_14s0006g01980,1542,0.7421,Zinc finger (C3HC4-type ring finger),ZFC3HC4_70,,vv60078Other_zf-C3HC4,
89,VIT_05s0029g00050,1533,0.7363,BHLH transcription factor FMA (FAMA),FAMA,,vv60011BHLH,
90,VIT_05s0049g00220,1523,0.7357,2-oxoglutarate-dependent dioxygenase,,,,
91,VIT_15s0046g00240,1526,0.7329,Lateral organ boundaries protein 1,LBD1_2,,vv60007AS2,
92,VIT_04s0008g06400,1525,0.7328,TPR1 (topless-related 1),TPR1,,vv30003Auxin_signaling,
93,VIT_00s0687g00010<br>VIT_00s0521g00010,1513,0.7320,
94,VIT_00s0259g00180,1519,0.7313,Nuclear transcription factor Y subunit B-3,NFYB3_5,,vv60021CCAAT,
95,VIT_06s0004g01480,1507,0.7301,Lipoxygenase LOX1,E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
96,VIT_08s0007g01420,1501,0.7209,Glutathione S-transferase 8 GSTU8,E2_5_1_18_GSTU8,,vv10480Glutathione_metabolism,
97,VIT_18s0041g01270,1488,0.7202,Amino acid permease 2,AAP2,,vv50123Porters_cat_18_to_29,
98,VIT_16s0050g02430,1479,0.7197,Receptor protein kinase,,,,
99,VIT_08s0058g01030,1477,0.7187,Saposin B domain-containing protein,SAPB,,vv50101Channels_and_pores,
100,VIT_17s0000g03580,1482,0.7156,BEE3 (BR Enhanced expression 3),BEE3,,vv60011BHLH,
101,VIT_00s0229g00110,1473,0.7123,Agenet domain-containing protein,,,,
102,VIT_18s0089g00450,1475,0.7122,R protein L6,K13477,,vv34627R_proteins_from_Plant-pathogen_interaction,
103,VIT_06s0004g06560,1479,0.7114,ABC transporter G member 23,ABCG23,,vv52010ABC_transporters,
104,VIT_05s0077g01990,1454,0.7058,Epoxide hydrolase 2,E3_3_2_10,,,
105,VIT_11s0016g01280,1446,0.7023,DNA-directed RNA polymerase III subunit C4,K03026,,vv23020RNA_polymerase,
106,VIT_12s0034g01770,1436,0.6974,Unknown,,,,
107,VIT_08s0007g05560,1431,0.6883,Protein kinase,,,,
108,VIT_09s0002g03130,1416,0.6860,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
109,VIT_07s0005g01470,1429,0.6834,Unknown protein,,,,
110,VIT_14s0060g01050,1403,0.6811,Pentatricopeptide (PPR) repeat-containing protein,,,,
111,VIT_08s0058g00510,1404,0.6776,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
112,VIT_02s0025g04360,1405,0.6761,S-N-methylcoclaurine 3'-hydroxylase,E1_14_13_71,,vv10950Alkaloid_biosynthesis_I,
113,VIT_01s0011g01900,1377,0.6701,Glutathione S-transferase  C-terminal,E2_5_1_18,,vv10480Glutathione_metabolism,
114,VIT_13s0064g01490,1375,0.6684,Lipoxygenase,E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
115,VIT_18s0001g09320,1381,0.6678,Casein kinase II subunit alpha-2,K03097,,vv23008Ribosome_biogenesis_in_Eukaryotes,vv34710Circadian_rhythm
116,VIT_07s0104g01630,1387,0.6678,Myb family,MYBREL_2,,vv60045MYBrelated,
117,VIT_02s0087g00490,1373,0.6659,10-deacetylbaccatin III 10-O-acetyltransferase,E2_3_1_167,,vv10904Diterpenoid_biosynthesis,
118,VIT_15s0046g02380,1380,0.6657,CYP86A8,,,,
119,VIT_12s0142g00520,1374,0.6657,AAA-type ATPase,,,,
120,VIT_02s0025g04370,1349,0.6558,S-N-methylcoclaurine 3'-hydroxylase,E1_14_13_71,,vv10950Alkaloid_biosynthesis_I,
121,VIT_01s0011g06430,1355,0.6552,NADPH-dependent codeinone reductase,E1_1_1_247,,vv10950Alkaloid_biosynthesis_I,
122,VIT_12s0059g02160,1354,0.6528,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
123,VIT_06s0004g06730,1347,0.6520,Microsomal omega-3 fatty acid desaturase,K10257,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
124,VIT_15s0046g00230,1351,0.6511,Lateral organ boundaries protein 1,LBD1_1,,vv60007AS2,
125,VIT_11s0052g00970,1349,0.6498,AAA-type ATPase,,,,
126,VIT_04s0008g04230,1339,0.6475,ABC transporter G member 22,ABCG22,,vv52010ABC_transporters,
127,VIT_17s0000g09160,1325,0.6445,ferric reduction oxidase 8 FRO8,E1_16_1_7,,vv10860Porphyrin_and_chlorophyll_metabolism,vv50105Transport_electron_carriers
128,VIT_08s0007g04540,1335,0.6443,Oxidoreductase  2OG-Fe(II) oxygenase,,,,
129,VIT_04s0023g01550,1318,0.6383,Unknown,,,,
130,VIT_19s0014g02590,1320,0.6352,(-)-germacrene D synthase,E4_2_3_22,,vv10900Terpenoid_biosynthesis,
131,VIT_11s0016g04880,1305,0.6320,Salt-inducible protein kinase,,,,
132,VIT_10s0003g02950,1304,0.6318,No hit,,,,
133,VIT_04s0023g01210,1298,0.6295,Geranylgeranyl pyrophosphate synthetase 1  chloroplast precursor,E2_5_1_29,,vv10100Biosynthesis_of_steroids,vv10900Terpenoid_biosynthesis
134,VIT_00s0266g00020<br>VIT_00s0372g00020<br>VIT_00s0271g00010<br>VIT_00s0385g00020<br>VIT_00s0522g00020<br>VIT_00s0372g00060<br>VIT_00s0372g00030<br>VIT_00s0385g00010,1307,0.6278,
135,VIT_11s0037g00290,1287,0.6226,Plastocyanin domain-containing protein,K02638,,vv10195Photosynthesis,vv50113Thylakoid_targeting_pathway
136,VIT_18s0001g14000,1285,0.6223,Auxin-induced SAUR,SAUR,,vv30003Auxin_signaling,
137,VIT_05s0094g00960,1285,0.6178,UDP-xylose phenolic glycosyltransferase,,,,
138,VIT_18s0001g12900,1256,0.6112,S-adenosyl-L-methionine:salicylic acid carboxyl methyltransferase,SAMTBSCMT,,vv10360Phenylalanine_metabolism,
139,VIT_04s0044g00360,1270,0.6103,MTN21,MTN21,,vv50122Porters_cat_7_to_17,
140,VIT_11s0118g00180,1250,0.6053,HHP1 (heptahelical protein 1),,,,
141,VIT_08s0058g01270,1253,0.6012,Zinc finger (C3HC4-type ring finger),ZFC3HC4_94,,vv60078Other_zf-C3HC4,
142,VIT_07s0005g02950,1239,0.5986,AN3 (ANGUSITFOLIA3),AN3_2,,vv60031GIF,
143,VIT_12s0028g00050,1231,0.5944,Beta-1 3 glucanase,E3_2_1_6,,,
144,VIT_01s0011g06290,1219,0.5900,Purple acid phosphatase 3 ATPAP3/PAP3,E3_1_3_2,,vv10740Riboflavin_metabolism,
145,VIT_06s0004g01150,1220,0.5894,No hit,,,,
146,VIT_18s0001g14270,1216,0.5891,Gibberellin-regulated protein 1 (GASA1),GASA1,,vv30010Gibberellin_signaling,
147,VIT_11s0052g00410,1221,0.5867,Allyl alcohol dehydrogenase,,,,
148,VIT_08s0007g02000,1207,0.5862,Glycerol-3-phosphate acyltransferase 8,E2_3_1_15,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
149,VIT_07s0130g00030,1205,0.5852,Proteinase inhibitor se60,,,,
150,VIT_05s0124g00240,1199,0.5815,Basic helix-loop-helix (bHLH) family,BHLHDOM_61,,vv60011BHLH,
151,VIT_07s0104g00610,1197,0.5808,Glutamine synthetase,E6_3_1_2,,vv10251Glutamate_metabolism,vv10550Peptidoglycan_biosynthesis
152,VIT_04s0008g05560,1191,0.5759,IAA29,IAA29_1,,vv30003Auxin_signaling,vv60008AUXIAA
153,VIT_11s0016g00040,1165,0.5661,BRI1 (brassinosteroid insensitive 1),BRI1,,vv30005Brassinosteroids_signaling,
154,VIT_08s0007g05720,1170,0.5603,No hit,,,,
155,VIT_04s0008g01450,1141,0.5525,Cyclopropane-fatty-acyl-phospholipid synthase,E2_1_1_79,,vv10271Methionine_metabolism,
156,VIT_04s0008g05890,1132,0.5509,Hydroxycinnamoyl-CoA:shikimate hydroxycinnamoyltransferase,E2_3_1_133,,vv10940Phenylpropanoid_biosynthesis,
157,VIT_14s0128g00160,1139,0.5500,Protein kinase CDG1,,,,
158,VIT_00s2032g00010,1133,0.5487,No hit,,,,
159,VIT_16s0098g01160,1132,0.5482,Subtilisin protease,SBT3_5,,vv50101Channels_and_pores,
160,VIT_06s0080g00810,1126,0.5424,Lycopene beta cyclase (LYC),K06443,,vv10906Carotenoid_biosynthesis,
161,VIT_12s0059g00670,1114,0.5424,NADP-dependent oxidoreductase,E1_6_5_5,,,
162,VIT_06s0004g08170,1120,0.5418,CENP-E like kinetochore protein,CENPE,,vv44110Cell_cycle,
163,VIT_08s0058g01260,1122,0.5412,No hit,,,,
164,VIT_00s0187g00040,1116,0.5389,Cystatin,,,,
165,VIT_06s0004g01460<br>VIT_06s0004g01450,1113,0.5385,
166,VIT_05s0094g01190,1107,0.5345,flavonoid 3-monooxygenase,E1_14_13_21,,vv10941Flavonoid_biosynthesis,
167,VIT_09s0002g03030,1096,0.5315,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
168,VIT_04s0008g07110,1100,0.5314,Aspartic proteinase nepenthesin-2 precursor,E3_4_23_12,,,
169,VIT_11s0016g02120,1097,0.5282,Density-regulated protein DRP1,,,,
170,VIT_08s0007g04060,1081,0.5245,CYPLXXVIA2,,,,
171,VIT_18s0001g09460,1087,0.5221,GASA5,GASA5,,vv30010Gibberellin_signaling,
172,VIT_18s0001g11800,1072,0.5201,BEL1-like homeodomain protein 4 (SAWTOOTH 2),BLH4,VvHB66,vv60034HB,
173,VIT_11s0016g02260,1076,0.5188,Unknown,,,,
174,VIT_07s0104g01120,1080,0.5182,Rac GTPase activating protein,RHOGAP,,vv50109Incompletely_characterized_transport_systems,
175,VIT_09s0018g01800,1072,0.5174,Acid phosphatase,E3_1_3_2,,vv10740Riboflavin_metabolism,
176,VIT_09s0002g03120,1064,0.5153,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
177,VIT_19s0090g00300,1067,0.5150,Unknown protein,,,,
178,VIT_13s0019g04090,1066,0.5147,Ubiquitin-conjugating enzyme E2 C,K06688,,vv24120Ubiquitin_mediated_proteolysis,
179,VIT_09s0018g01280,1059,0.5113,Ribulose bisphosphate carboxylase/oxygenase activase 2,,,,
180,VIT_14s0060g00100,1055,0.5102,Phytochrome A (PHYA),PHYA,,vv34710Circadian_rhythm,
181,VIT_04s0008g01260,1055,0.5097,Zinc transporter ZIP4,ZIP4,,vv50121Porters_cat_1_to_6,
182,VIT_07s0151g00740,1055,0.5079,Non-specific lipid-transfer protein,,,,
183,VIT_07s0205g00170,1044,0.5053,Basic helix-loop-helix (bHLH) family,BHLHDOM_88,,vv60011BHLH,
184,VIT_13s0084g00130,1042,0.5046,CXE carboxylesterase,E3_1_1_1,,,
185,VIT_11s0052g01530,1044,0.5034,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
186,VIT_19s0014g04880,1038,0.5024,(-)-germacrene D synthase,E4_2_3_22,,vv10900Terpenoid_biosynthesis,
187,VIT_00s0587g00030,1036,0.5022,CBS domain-containing protein,,,,
188,VIT_01s0127g00340,1034,0.4981,Unknown,,,,
189,VIT_05s0102g00460,1013,0.4927,RPD1 (root primordium defective 1),,,,
190,VIT_18s0001g08060,1018,0.4913,Unknown,,,,
191,VIT_05s0020g02300,1006,0.4888,TRNA/rRNA methyltransferase (SpoU),K02533,,,
192,VIT_11s0065g00980,1009,0.4867,Replication factor A 1  rfa1,K07466,,vv23030DNA_replication,vv23420Nucleotide_excision_repair
193,VIT_19s0015g00510,1008,0.4867,Pectate lyase 2,E4_2_2_2,,vv40006Cell_wall,
194,VIT_12s0059g01000,999,0.4812,Cellulose synthase CSLB04,E2_4_1_12_CSLB04,,vv40006Cell_wall,
195,VIT_06s0004g02390,995,0.4811,Triacylglycerol lipase,E3_1_1_3,,vv10561Glycerolipid_metabolism,
196,VIT_15s0024g01540,984,0.4779,Glutathione S-transferase 8 GSTU8,E2_5_1_18_GSTU8,,vv10480Glutathione_metabolism,
197,VIT_08s0007g00920,981,0.4753,Tropinone reductase,E1_1_1_206,,vv10220Urea_cycle_and_metabolism_of_amino_groups,
198,VIT_00s2745g00010,982,0.4735,Receptor kinase RK20-1,,,,
199,VIT_14s0060g01180,969,0.4715,KNAT2 (knotted1-like homeobox gene 6),KNAT6_2,VvHB49,vv60034HB,
200,VIT_18s0086g00220,959,0.4635,Lipase GDSL,,,,
201,VIT_18s0001g15600,955,0.4618,Vacuolar protein sorting 45,VPS45,,vv24130SNARE_interactions_in_vesicular_transport,
202,VIT_14s0060g02220,953,0.4593,F-actin capping protein alpha subunit,K10364,,vv44810Regulation_of_actin_cytoskeleton,
203,VIT_02s0012g01060,949,0.4582,ABC protein 6 non-intrinsic,K09015,,vv52010ABC_transporters,
204,VIT_12s0035g00010,942,0.4568,DNA (cytosine-5)-methyltransferase (ATHIM),E2_1_1_37,,vv10271Methionine_metabolism,
205,VIT_14s0108g00560,933,0.4505,Ankyrin repeat,ANKYRIN_CCCH,,vv50108Accessory_factors_involved_in_transport,vv60018C3H
206,VIT_12s0035g02020,931,0.4504,NAC domain-containing protein 34/35,NAC034,VvNAC40,vv60046NAC,
207,VIT_10s0071g00860,916,0.4449,Disease resistance protein,,,,
208,VIT_07s0129g00200,921,0.4443,Cyclin-D5-1,CYCD5_2,,vv44110Cell_cycle,
209,VIT_12s0028g03040,922,0.4433,Unknown protein,,,,
210,VIT_11s0016g03050,913,0.4426,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
211,VIT_11s0016g04270,912,0.4416,Hydrolase  alpha/beta fold,,,,
212,VIT_19s0014g04270,906,0.4409,S-locus protein kinase,,,,
213,VIT_01s0150g00060,911,0.4407,SOUL heme-binding,,,,
214,VIT_15s0048g01050,915,0.4403,Unknown,,,,
215,VIT_05s0020g02260,908,0.4391,Sugar transporter ERD6-like 16,ERD6L16,,vv50121Porters_cat_1_to_6,
216,VIT_10s0116g01140,899,0.4362,Stigma-specific Stig1,,,,
217,VIT_11s0016g05590,894,0.4321,Axial regulator YABBY5,YABBY5,,vv60019C2C2-YABBY,
218,VIT_18s0001g00510,885,0.4307,Prolyl endopeptidase,E3_4_21_26,,,
219,VIT_01s0137g00710,882,0.4265,Alpha-L-fucosidase 2 precursor,E3_2_1_51,,vv10511N-Glycan_degradation,
220,VIT_08s0007g09000,879,0.4248,Glycerol-3-phosphate dehydrogenase,E1_1_1_8,,vv10564Glycerophospholipid_metabolism,
221,VIT_14s0036g00460,877,0.4233,Myb domain protein 102,MYB102_3,MYB135,vv60044MYB,
222,VIT_11s0016g02410,860,0.4157,MYB divaricata,DIVARICATA_3,,vv30009Flower_development,vv60044MYB
223,VIT_07s0129g00140,853,0.4139,Adenylylsulfate kinase,E2_7_1_25,,vv10230Purine_metabolism,vv10450Selenoamino_acid_metabolism
224,VIT_14s0060g01830,862,0.4134,Unknown protein,,,,
225,VIT_19s0090g01010,851,0.4133,Stigma-specific Stig1,,,,
226,VIT_06s0004g01470,852,0.4126,Lipoxygenase LOX1,E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
227,VIT_07s0005g02510,839,0.4077,Phytochrome interacting factor 3 (PIF3),PIF3_2,,vv34710Circadian_rhythm,vv60011BHLH
228,VIT_00s0587g00010,845,0.4061,Replication factor A 1  rfa1,K07466,,vv23030DNA_replication,vv23420Nucleotide_excision_repair
229,VIT_13s0019g01020,840,0.4044,Ring-H2 finger protein ATL3A,,,,
230,VIT_15s0048g01500,826,0.4018,Geraniol 10-hydroxylase,G10H,,vv10902Monoterpenoid_biosynthesis,
231,VIT_15s0048g02050,815,0.3958,Hydrolase  alpha/beta fold family protein  expressed,,,,
232,VIT_19s0014g01180,809,0.3946,Pathogenesis-related,,,,
233,VIT_01s0010g01870,813,0.3922,Salicylic acid-induced fragment 1 protein,,,,
234,VIT_11s0037g00320,804,0.3909,Serine carboxypeptidase S10,,,,
235,VIT_14s0066g01000,807,0.3904,Phosphate/phosphoenolpyruvate translocator,PPTLREL,,vv50122Porters_cat_7_to_17,
236,VIT_05s0020g01310,804,0.3886,SRG1 (senescence-related gene 1),,,,
237,VIT_06s0009g00480,803,0.3885,Aluminium-tolerance ALMT1,ALMT1,,vv50125Porters_cat_66_to_94,
238,VIT_10s0003g01280,795,0.3852,Ribulose bisphosphate carboxylase  large chain,E4_1_1_39,,vv10710Carbon_fixation,
239,VIT_12s0028g03480,787,0.3820,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
240,VIT_06s0004g00230,785,0.3798,WRKY DNA-binding protein 48,WRKY48_2,VvWRKY15,vv60066WRKY,
241,VIT_15s0046g03430,785,0.3787,Metal ion binding,,,,
242,VIT_04s0008g03220,786,0.3786,Lysophospholipase,E3_1_1_5,,vv10564Glycerophospholipid_metabolism,
243,VIT_06s0080g00150,776,0.3776,Subtilisin-like proteinase AIR3,,,,
244,VIT_19s0014g04050,776,0.3765,S-locus lectin protein kinase,,,,
245,VIT_11s0103g00650,773,0.3763,Pathogenesis-related homeodomain protein (PRHA),PRHA_1,VvHB41,vv60034HB,
246,VIT_01s0010g03900,775,0.3751,SEPALLATA3,SEPALLATA3_2,,vv30009Flower_development,vv60042MADS
247,VIT_12s0059g02420,772,0.3724,Peroxidase ATP11A (gb|X98802).,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
248,VIT_14s0083g01050,767,0.3709,SEPALLATA1,SEPALLATA1_2,,vv30009Flower_development,vv60042MADS
249,VIT_15s0048g02510,767,0.3707,Basic helix-loop-helix (bHLH) family,BHLHDOM_35,,vv60011BHLH,
250,VIT_04s0023g00700,761,0.3678,Serine carboxypeptidase S10,,,,
251,VIT_04s0008g06510,759,0.3665,Unknown,,,,
252,VIT_04s0023g02230,758,0.3629,S-adenosyl-L-methionine:salicylic acid carboxyl methyltransferase,SAMTBSCMT,,vv10360Phenylalanine_metabolism,
253,VIT_03s0017g00440,750,0.3623,MADS-box agamous-like 24,AGL24_2,,vv30009Flower_development,vv60042MADS
