Vv_m2,2000,1000,VIT_17s0000g03940
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
145,VIT_05s0062g00570,1292,0.6257,UDP-glucose:flavonoid 7-O-glucosyltransferase,E2_4_1_237,,vv10941Flavonoid_biosynthesis,
146,VIT_18s0001g14390,1273,0.6156,Transducin protein,,,,
147,VIT_19s0090g00710,1270,0.6150,No hit,,,,
148,VIT_07s0129g00380,1259,0.6109,Phototropic-responsive NPH3,BTBNPH3_1,,vv60093TRAF,
149,VIT_18s0001g03160,1258,0.6095,Nodulin MtN21 family,MTN21,,vv50122Porters_cat_7_to_17,
150,VIT_06s0004g02690,1257,0.6070,Glycosyl transferase family 2 protein,,,,
151,VIT_00s0218g00220,1243,0.6031,UDP-glucoronosyl/UDP-glucosyl transferase,,,,
152,VIT_00s0267g00030,1261,0.6031,Unknown,,,,
153,VIT_12s0059g02460,1238,0.5929,Histone-lysine N-methyltransferase ATXR2,E2_1_1_43ATXR2,,vv10300Lysine_biosynthesis,vv60056SET_PCG
154,VIT_03s0063g02460,1214,0.5876,Transcription termination factor mitochondrial mTERF,MTERF_26,,vv60085MTERF,
155,VIT_18s0041g01270,1206,0.5840,Amino acid permease 2,AAP2,,vv50123Porters_cat_18_to_29,
156,VIT_13s0047g00370,1203,0.5812,Enoyl-CoA hydratase,E4_2_1_17,vv10650Butanoate_metabolism,vv10062Fatty_acid_elongation_in_mitochondria,vv10071Fatty_acid_metabolism
157,VIT_05s0029g01540,1204,0.5811,Ankyrin repeat,K10380,,vv50108Accessory_factors_involved_in_transport,
158,VIT_13s0067g01180,1195,0.5781,Leaf senescence related,,,,
159,VIT_16s0098g01160,1193,0.5761,Subtilisin protease,SBT3_5,,vv50101Channels_and_pores,
160,VIT_13s0074g00500,1183,0.5701,Cellulose synthase CSLA09,E2_4_1_12_CSLA09,,vv40006Cell_wall,
161,VIT_05s0029g01430,1163,0.5624,Ankyrin,K10380,,vv50108Accessory_factors_involved_in_transport,
162,VIT_06s0004g03110,1161,0.5609,Unknown,,,,
163,VIT_08s0007g00920,1157,0.5600,Tropinone reductase,E1_1_1_206,,vv10220Urea_cycle_and_metabolism_of_amino_groups,
164,VIT_09s0002g03130,1152,0.5590,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
165,VIT_19s0014g05340,1149,0.5583,No hit,,,,
166,VIT_14s0060g00910,1142,0.5506,Metallopeptidase M24,K01423,,vv10300Lysine_biosynthesis,vv10780Biotin_metabolism
167,VIT_15s0048g03000,1132,0.5495,GTPase RABA3,K07976,,,
168,VIT_02s0012g00660,1149,0.5492,Calcium-binding EF-hand,,,,
169,VIT_05s0020g04940,1130,0.5459,NBS-LRR type disease resistance protein,,,,
170,VIT_05s0049g00220,1136,0.5454,2-oxoglutarate-dependent dioxygenase,,,,
171,VIT_17s0000g05640,1122,0.5433,Nitrate transporter 1:2,NRT1_2,,vv50122Porters_cat_7_to_17,
172,VIT_19s0090g00770,1107,0.5379,F-box family protein,,,,
173,VIT_01s0011g01290,1115,0.5371,N-carbamyl-L-amino acid amidohydrolase,E3_5_1_6,,vv10240Pyrimidine_metabolism,vv10410Beta-alanine_metabolism
174,VIT_06s0004g01470,1110,0.5368,Lipoxygenase LOX1,E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
175,VIT_07s0129g00470,1105,0.5346,Unknown protein,,,,
176,VIT_02s0025g00180,1092,0.5286,Bisphosphoglycerate mutase,E5_4_2_4,,vv10010Glycolysis,
177,VIT_04s0023g01550,1080,0.5222,Unknown,,,,
178,VIT_09s0002g06920,1072,0.5181,Unknown protein,,,,
179,VIT_11s0016g02310,1062,0.5143,Thioredoxin 2,,,,
180,VIT_13s0064g01490,1048,0.5051,Lipoxygenase,E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
181,VIT_07s0005g05520,1037,0.5046,Pectate lyase,E4_2_2_2,,vv40006Cell_wall,
182,VIT_01s0011g00080,1029,0.4993,Universal stress protein (USP) family protein,,,,
183,VIT_08s0007g01320,1029,0.4990,Proton-dependent oligopeptide transport (POT) family protein,POT,,vv50122Porters_cat_7_to_17,
184,VIT_18s0001g03240,1029,0.4978,DREB sub A-5 of ERF/AP2 transcription factor,ERF012,VvERF008,vv30008Ethylene_signaling,vv60003AP2_EREBP
185,VIT_10s0003g00990,1032,0.4976,Pyruvate decarboxylase isozyme 2,E4_1_1_1,,vv10010Glycolysis,
186,VIT_15s0046g00630,1026,0.4971,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
187,VIT_05s0051g00780,1025,0.4926,Glutamate receptor protein,GLR2_7,,vv50101Channels_and_pores,
188,VIT_11s0052g00410,1015,0.4918,Allyl alcohol dehydrogenase,,,,
189,VIT_06s0061g00240,1007,0.4881,ABC transporter G member 7,ABCG7,,vv52010ABC_transporters,
190,VIT_15s0046g00310,999,0.4833,Transcription factor TINY,ERF023,VvERF015,vv30008Ethylene_signaling,vv60003AP2_EREBP
191,VIT_06s0004g02060,990,0.4790,Aldehyde dehydrogenase 3B1,E1_2_1_3,vv10561Glycerolipid_metabolism,vv10010Glycolysis,vv10071Fatty_acid_metabolism
192,VIT_17s0053g00710,990,0.4785,Calcium-dependent protein kinase,,,,
193,VIT_07s0141g01050,992,0.4776,No hit,,,,
194,VIT_16s0050g02430,986,0.4768,Receptor protein kinase,,,,
195,VIT_01s0010g02220,980,0.4755,Zinc finger (C3HC4-type ring finger),ZFC3HC4_200,,vv60078Other_zf-C3HC4,
196,VIT_07s0031g01560,988,0.4755,Unknown protein,,,,
197,VIT_13s0019g03020,983,0.4749,Glucosyltransferase-2,,,,
198,VIT_05s0020g02880,984,0.4747,ADP-glucose pyrophosphorylase,E2_7_7_27,,vv10500Starch_and_sucrose_metabolism,
199,VIT_14s0068g00280,980,0.4743,Unknown protein,,,,
200,VIT_18s0166g00080,980,0.4741,ABC transporter G member 4,K05680,,vv52010ABC_transporters,
201,VIT_03s0038g03540,981,0.4732,LYS/HIS transporter 7 LHT7,LHT7,,vv50123Porters_cat_18_to_29,
202,VIT_18s0001g06840,971,0.4695,Peroxidase GvPx2b class III,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
203,VIT_00s2032g00010,968,0.4670,No hit,,,,
204,VIT_03s0038g03090,961,0.4661,Catechol O-methyltransferase,E2_1_1_6,,vv10350Tyrosine_metabolism,
205,VIT_13s0064g01740<br>VIT_13s0064g01750,955,0.4625,
206,VIT_14s0066g02410,955,0.4625,Betaine-aldehyde dehydrogenase,E1_2_1_8,,vv10260Glycine_serine_and_threonine_metabolism,vv50101Channels_and_pores
207,VIT_13s0074g00450,953,0.4615,DEMETER protein (DME),,,,
208,VIT_12s0028g03960,947,0.4590,Ankyrin repeat protein family,K10380,,vv50108Accessory_factors_involved_in_transport,
209,VIT_12s0028g02550,947,0.4579,Sodium/calcium exchanger family protein,NACAEX,,vv50123Porters_cat_18_to_29,
210,VIT_06s0004g06700,948,0.4571,ATP-dependent Clp protease ClpB protein,K03695,,vv50109Incompletely_characterized_transport_systems,
211,VIT_13s0019g02880,941,0.4561,UDP-glucoronosyl/UDP-glucosyl transferase,,,,
212,VIT_04s0008g03800,933,0.4527,RNA recognition motif (RRM)-containing protein,,,,
213,VIT_11s0016g04840,935,0.4519,Avr9/Cf-9 rapidly elicited protein 11,,,,
214,VIT_01s0011g02330,925,0.4517,Unknown protein,,,,
215,VIT_19s0014g03840,933,0.4514,Unknown protein,,,,
216,VIT_04s0008g04230,937,0.4511,ABC transporter G member 22,ABCG22,,vv52010ABC_transporters,
217,VIT_16s0039g01940,922,0.4471,No hit,,,,
218,VIT_16s0022g01970,921,0.4426,Anthocyanidin 3-O-glucosyltransferase,E2_4_1_115,,vv10942Anthocyanin_biosynthesis,
219,VIT_08s0040g00940,916,0.4423,Catalytic,,,,
220,VIT_18s0001g07980,901,0.4370,CBL-interacting protein kinase 8 (CIPK8),CIPK8,,,
221,VIT_01s0011g02360,900,0.4354,Unknown,,,,
222,VIT_00s0317g00030,896,0.4322,Unknown protein,,,,
223,VIT_17s0000g08110,891,0.4315,Nodulin MtN3,,,,
224,VIT_12s0134g00480,885,0.4286,Myb domain protein 14,MYB14_5,MYB137,vv60044MYB,
225,VIT_12s0028g03550,880,0.4282,Basic helix-loop-helix (bHLH) family,BHLHDOM_64,,vv60011BHLH,
226,VIT_14s0066g01390,879,0.4263,Metal-dependent phosphohydrolase HD domain-containing protein,K07023,,,
227,VIT_16s0022g01710,881,0.4254,Ser/Thr receptor-like kinase1,,,,
228,VIT_12s0134g00650,875,0.4252,Anthocyanin 5-aromatic acyltransferase,E2_3_1_153,,vv10941Flavonoid_biosynthesis,vv10942Anthocyanin_biosynthesis
229,VIT_18s0001g15600,884,0.4240,Vacuolar protein sorting 45,VPS45,,vv24130SNARE_interactions_in_vesicular_transport,
230,VIT_03s0017g01440,857,0.4205,Berberine bridge enzyme,E1_21_3_3,,vv10950Alkaloid_biosynthesis_I,
231,VIT_02s0025g02730,870,0.4185,Alcohol dehydrogenase,E1_1_1_1,,vv10010Glycolysis,vv10071Fatty_acid_metabolism
232,VIT_11s0052g01620,865,0.4179,Pathogenesis-related protein 1 precursor (PRP 1),PRP1,,vv30011Jasmonate_signaling,vv34626Plant-pathogen_interaction
233,VIT_14s0066g00820,860,0.4161,Unknown protein,,,,
234,VIT_12s0134g00660,857,0.4150,Anthocyanidin 3-O-glucoside-6''-O-malonyltransferase,E2_3_1_171,,vv10942Anthocyanin_biosynthesis,
235,VIT_05s0102g00880,859,0.4150,Strictosidine synthase,E4_3_3_2,,vv10900Terpenoid_biosynthesis,vv10902Monoterpenoid_biosynthesis
236,VIT_04s0008g03220,856,0.4139,Lysophospholipase,E3_1_1_5,,vv10564Glycerophospholipid_metabolism,
237,VIT_12s0034g02570,855,0.4126,Leucine Rich Repeat receptor-like kinase,,,,
238,VIT_03s0110g00100,854,0.4126,CYP86A8,,,,
239,VIT_18s0001g05950,851,0.4123,Cis-zeatin O-beta-D-glucosyltransferase,E2_4_1_215,,vv10908Zeatin_biosynthesis,
240,VIT_00s0160g00220,842,0.4066,Unknown protein,,,,
241,VIT_17s0000g01440,824,0.3950,Unknown protein,,,,
242,VIT_07s0005g00950,822,0.3946,Carrier protein  Mitochondrial,K03454,,vv44146Peroxisome,vv50123Porters_cat_18_to_29
243,VIT_18s0001g01760,812,0.3936,PISTILLATA (PI) floral homeotic protein,PISTILLATA_1,,vv30009Flower_development,vv60042MADS
244,VIT_12s0059g02240,806,0.3899,Unknown,,,,
245,VIT_08s0007g01310,802,0.3891,Proton-dependent oligopeptide transport (POT) family protein,POT,,vv50122Porters_cat_7_to_17,
246,VIT_10s0003g02260,798,0.3859,Naringenin 2-oxoglutarate 3-dioxygenase,E1_14_11_9,,vv10941Flavonoid_biosynthesis,
